no-pathology vs pathology differential expression,,,,,,,,,,,no-pathology vs early-pathology differential expression,,,,,,,,,,, early-pathology vs late-pathology differential expression,,,,,,,,
,IndModel.adj.pvals,no.pathology.mean,pathology.mean,IndModel.FC,MixedModel.z,MixedModel.p,DEGs.Ind.Model,DEGs.Ind.Mix.models,,,,IndModel.adj.pvals,no.pathology.mean,early.pathology.mean,IndModel.FC,MixedModel.z,MixedModel.p,DEGs.Ind.Model,DEGs.Ind.Mix.models,,,,IndModel.adj.pvals,late.pathology.mean,early.pathology.mean,IndModel.FC,MixedModel.z,MixedModel.p,DEGs.Ind.Model,DEGs.Ind.Mix.models
FAM195B,4.09E-05,0.102843448,0.100059189,-0.039596211,-1.014232785,0.310471688,FALSE,FALSE,,,NUP58,2.89E-09,0.135117265,0.123221276,-0.132960649,-1.3334086,0.182397752,FALSE,FALSE,,,ABCF2,6.80E-08,0.029252061,0.024836612,0.2360699,1.734915736,0.082755731,FALSE,FALSE
DNM1,4.09E-05,0.778129415,0.840061564,0.110484941,1.706151473,0.087979881,FALSE,FALSE,,,POLA1,2.89E-09,0.136828491,0.105594722,-0.373830932,-2.145283109,0.031930218,TRUE,FALSE,,,NONO,6.82E-08,0.099529248,0.078716717,0.338450482,0.519000234,0.603760578,TRUE,FALSE
PLCB4,4.10E-05,0.248945124,0.243056698,-0.034534867,0.629101346,0.529282709,FALSE,FALSE,,,ARHGEF2,2.94E-09,0.079308044,0.071491921,-0.149686972,-1.721857228,0.085095385,FALSE,FALSE,,,TMTC1,6.83E-08,0.297892406,0.262768034,0.181001565,0.527467107,0.597869253,FALSE,FALSE
SFXN5,4.10E-05,0.162684841,0.161011257,-0.01491827,-1.545317447,0.122269497,FALSE,FALSE,,,POLE4,2.95E-09,0.033830988,0.022537598,-0.586011549,-2.78413111,0.005367133,TRUE,FALSE,,,ABHD14B,6.83E-08,0.008874193,0.00331174,1.422026453,1.485850098,0.137318776,TRUE,FALSE
C12orf57,4.11E-05,0.094418643,0.088093726,-0.100032466,-1.485591802,0.137387125,FALSE,FALSE,,,ETFB,2.99E-09,0.037214456,0.026065874,-0.513700902,-2.4023394,0.016290586,TRUE,FALSE,,,HELZ,6.84E-08,0.30715389,0.304966162,0.010312483,-0.114607396,0.908756317,FALSE,FALSE
SEC61B,4.12E-05,0.076761002,0.054508974,-0.493879778,-1.689575001,0.091109292,TRUE,FALSE,,,PWP1,2.99E-09,0.113144402,0.093087344,-0.281508267,-1.23904498,0.215328841,TRUE,FALSE,,,TMEM14C,6.88E-08,0.033877636,0.029334499,0.20773484,2.436777555,0.014818792,FALSE,FALSE
POGZ,4.16E-05,0.436702063,0.447770978,0.036111675,0.674174352,0.500200474,FALSE,FALSE,,,KIF3B,3.00E-09,0.165587069,0.170824384,0.044923916,0.108130988,0.913891787,FALSE,FALSE,,,PCGF5,6.91E-08,0.306306437,0.304440273,0.00881647,1.549472761,0.121268115,FALSE,FALSE
TDP2,4.20E-05,0.085786632,0.088676985,0.047806869,-0.951301009,0.341451595,FALSE,FALSE,,,MXRA7,3.02E-09,0.114330662,0.105170351,-0.12048432,-1.193937573,0.232502389,FALSE,FALSE,,,BAD,6.94E-08,0.061554954,0.047537576,0.372806628,2.47832991,0.013199903,TRUE,FALSE
EPB41L4A,4.21E-05,0.057599506,0.048699139,-0.242160177,-2.205805447,0.027397625,FALSE,FALSE,,,GSS,3.12E-09,0.053924715,0.034212252,-0.656433597,-2.200833666,0.027747801,TRUE,FALSE,,,RAB40B,6.95E-08,0.05981881,0.057331826,0.061262969,1.621259837,0.104961925,FALSE,FALSE
PURA,4.21E-05,0.360585711,0.363010056,0.009667286,0.090773742,0.927672375,FALSE,FALSE,,,ALDH5A1,3.12E-09,0.161214387,0.156780437,-0.040234947,0.404644212,0.685739055,FALSE,FALSE,,,TMUB1,7.02E-08,0.043505943,0.032494391,0.421021796,2.336334425,0.019473819,TRUE,FALSE
PLA2G4C,4.21E-05,0.138859369,0.132660818,-0.065882198,-0.808248693,0.418947432,FALSE,FALSE,,,DARS,3.15E-09,0.136821727,0.119407764,-0.196400694,-1.078853661,0.280652969,FALSE,FALSE,,,ANP32E,7.04E-08,0.046281384,0.032914774,0.491696721,1.549748593,0.12120187,TRUE,FALSE
PSMC3,4.22E-05,0.059360025,0.04375771,-0.439954451,-2.102942102,0.035470831,TRUE,FALSE,,,PSMA4,3.17E-09,0.107775445,0.111763307,0.052418105,0.07291148,0.941876559,FALSE,FALSE,,,SMAP2,7.06E-08,0.092240419,0.079606619,0.212510678,0.947891968,0.343184454,FALSE,FALSE
ETV1,4.22E-05,0.049354901,0.039783118,-0.311037017,-2.791759508,0.00524223,TRUE,FALSE,,,TMEM14C,3.20E-09,0.051400475,0.037682567,-0.447884451,-1.652449897,0.098442871,TRUE,FALSE,,,C12orf29,7.07E-08,0.048333078,0.040352135,0.260365892,1.347112737,0.177943926,TRUE,FALSE
AGPS,4.22E-05,0.118895383,0.108262848,-0.135154442,-1.613543407,0.106626501,FALSE,FALSE,,,NME3,3.22E-09,0.128518338,0.11843738,-0.117849739,-0.794946592,0.42664457,FALSE,FALSE,,,MTX1,7.14E-08,0.023791009,0.015184895,0.647779554,2.487699234,0.012857242,TRUE,FALSE
RPRD2,4.22E-05,0.537268839,0.555039927,0.046947391,-0.096804053,0.922882005,FALSE,FALSE,,,OMG,3.23E-09,0.078303494,0.065855519,-0.249772325,-1.061702242,0.288370881,FALSE,FALSE,,,RAB5A,7.15E-08,0.064938565,0.053617088,0.276382621,1.102453072,0.27026475,TRUE,FALSE
LRRTM3,4.26E-05,0.909052254,0.935110226,0.040773207,-0.856746271,0.391585125,FALSE,FALSE,,,C6orf48,3.24E-09,0.061891527,0.047563199,-0.379896173,-1.395853154,0.16275872,TRUE,FALSE,,,FAM104A,7.27E-08,0.037716363,0.03670905,0.039054795,1.665376678,0.095837629,FALSE,FALSE
DICER1,4.26E-05,0.272221513,0.286221013,0.07234851,-0.637637229,0.523709855,FALSE,FALSE,,,GRIA3,3.24E-09,0.857952888,0.858697348,0.001251307,0.699174792,0.484442802,FALSE,FALSE,,,ADRBK1,7.28E-08,0.070359454,0.058639623,0.262868475,3.041351567,0.002355187,TRUE,FALSE
PICALM,4.26E-05,0.300612373,0.296079976,-0.021917465,-0.138711703,0.88967797,FALSE,FALSE,,,C2CD5,3.25E-09,0.414145894,0.421798204,0.026413868,-1.140865697,0.253925816,FALSE,FALSE,,,LHX2,7.29E-08,0.024511318,0.011794128,1.055379374,2.502713788,0.012324517,TRUE,FALSE
RAB2A,4.27E-05,0.377135034,0.391076641,0.052370192,1.584873419,0.112995097,FALSE,FALSE,,,COL25A1,3.25E-09,0.227881267,0.158511157,-0.523697945,-1.668819717,0.095153114,TRUE,FALSE,,,PPP2R4,7.33E-08,0.110445613,0.113363239,-0.037616773,2.360409574,0.018254768,FALSE,FALSE
ADCK4,4.27E-05,0.019272357,0.009638772,-0.999611703,-3.391693921,0.00069462,TRUE,FALSE,,,ATF6,3.25E-09,0.172219883,0.162631107,-0.082648478,-0.41944323,0.674892236,FALSE,FALSE,,,PC,7.36E-08,0.033395574,0.025837821,0.370172501,2.344315766,0.019062025,TRUE,FALSE
EML2,4.29E-05,0.238095633,0.237468218,-0.003806722,-0.421099091,0.673682725,FALSE,FALSE,,,LHPP,3.27E-09,0.115738591,0.087145289,-0.409375398,-1.500181029,0.133567516,TRUE,FALSE,,,ZBTB43,7.36E-08,0.0924833,0.082929198,0.157312734,0.547516478,0.584023953,FALSE,FALSE
MAP4K5,4.32E-05,0.29256019,0.307489074,0.071801679,0.189933468,0.849361266,FALSE,FALSE,,,PHLDA1,3.29E-09,0.0487111,0.043234564,-0.172065441,-2.616547088,0.008882411,FALSE,FALSE,,,SLC3A2,7.38E-08,0.072316011,0.068439454,0.079486847,0.821636842,0.411283615,FALSE,FALSE
CCDC28A,4.33E-05,0.059946046,0.05060015,-0.244522954,-1.49552577,0.13477728,FALSE,FALSE,,,MRPS35,3.29E-09,0.095632604,0.076670918,-0.318823113,-1.472088612,0.14099695,TRUE,FALSE,,,ERMP1,7.41E-08,0.084240656,0.064416809,0.387079471,0.840334336,0.400720955,TRUE,FALSE
METTL15,4.33E-05,0.182525518,0.182937544,0.003253011,-1.479715897,0.138949081,FALSE,FALSE,,,MPV17,3.31E-09,0.091730914,0.071148775,-0.366569096,-1.214231813,0.224659216,TRUE,FALSE,,,SYNM,7.42E-08,0.03966641,0.025068309,0.66205314,1.785925353,0.074111345,TRUE,FALSE
KCTD16,4.34E-05,1.390146839,1.426605188,0.037348845,-1.262552622,0.206750004,FALSE,FALSE,,,OSBPL6,3.31E-09,0.770337037,0.805631735,0.064630724,-0.41956488,0.674803349,FALSE,FALSE,,,CSNK1A1,7.44E-08,0.289758055,0.277447024,0.062636439,0.07041798,0.943860981,FALSE,FALSE
SNX1,4.35E-05,0.125262273,0.12993318,0.052817923,-1.311616768,0.189649472,FALSE,FALSE,,,EVI5,3.32E-09,0.307607679,0.305521683,-0.009816746,-0.407137391,0.683907082,FALSE,FALSE,,,USP46,7.49E-08,0.084906135,0.056013525,0.600093577,0.367125329,0.713525535,TRUE,FALSE
YARS,4.36E-05,0.162508975,0.151934635,-0.097068617,-0.367050692,0.713581206,FALSE,FALSE,,,ETNK1,3.34E-09,0.194323297,0.186787639,-0.057059883,-0.657656321,0.510758995,FALSE,FALSE,,,ATM,7.49E-08,0.185630204,0.181200601,0.034843729,0.039595193,0.96841586,FALSE,FALSE
SGCD,4.37E-05,0.372043221,0.391081552,0.071999251,0.407131752,0.683911224,FALSE,FALSE,,,ATAT1,3.39E-09,0.082254332,0.065553788,-0.327412508,-1.408640833,0.158941398,TRUE,FALSE,,,CMTM6,7.50E-08,0.041816301,0.028044951,0.576324396,2.612841791,0.008979286,TRUE,FALSE
SELK,4.37E-05,0.113816571,0.094253921,-0.272086072,-0.178968257,0.857962627,TRUE,FALSE,,,GLTSCR1L,3.39E-09,0.390893632,0.40424223,0.048443959,0.317682914,0.750725473,FALSE,FALSE,,,ESF1,7.50E-08,0.402672545,0.374269843,0.105528303,-0.702235406,0.482532369,FALSE,FALSE
DDI2,4.37E-05,0.09496069,0.09351457,-0.022139261,-1.323515647,0.185663956,FALSE,FALSE,,,COPRS,3.39E-09,0.079381201,0.065837151,-0.269895482,-1.560095637,0.118737282,TRUE,FALSE,,,COPS3,7.52E-08,0.046107315,0.042184158,0.128294346,2.855933852,0.004291045,FALSE,FALSE
NFATC2IP,4.42E-05,0.137898429,0.123636419,-0.157502239,-1.140178841,0.254211801,FALSE,FALSE,,,SON,3.40E-09,0.653803778,0.700990241,0.100536646,1.298658428,0.194061177,FALSE,FALSE,,,GDF11,7.53E-08,0.035491019,0.03382741,0.069261266,0.488665846,0.625078288,FALSE,FALSE
IGFL4,4.42E-05,0.109508338,0.109723132,0.002826989,-1.123752689,0.261117957,FALSE,FALSE,,,ACBD6,3.40E-09,0.335629984,0.344958852,0.039552674,1.787620018,0.073837334,FALSE,FALSE,,,PLEKHM3,7.58E-08,0.124302796,0.111306404,0.15932215,1.070075622,0.284585271,FALSE,FALSE
MCRS1,4.42E-05,0.06576881,0.046902025,-0.487753373,-0.875368964,0.381373181,TRUE,FALSE,,,ANXA11,3.40E-09,0.058783021,0.050013464,-0.233082969,-2.649498777,0.008061126,FALSE,FALSE,,,KARS,7.60E-08,0.038734941,0.029119385,0.411655642,1.842147477,0.065453581,TRUE,FALSE
CRYL1,4.42E-05,0.11020458,0.109601767,-0.007913122,-1.720176048,0.085400446,FALSE,FALSE,,,MTHFD1L,3.42E-09,0.210810013,0.206360223,-0.030778482,0.083158796,0.933725276,FALSE,FALSE,,,CMC2,7.70E-08,0.082576049,0.070065892,0.237011079,0.620417242,0.534983124,FALSE,FALSE
PRKCI,4.43E-05,0.170117054,0.157206742,-0.113864681,-1.34507824,0.178599969,FALSE,FALSE,,,KCNH5,3.44E-09,0.148680263,0.123784961,-0.264377099,-3.46298918,0.00053421,TRUE,FALSE,,,C1QL1,7.74E-08,0.146384094,0.134957161,0.117257275,3.818129086,0.000134468,FALSE,FALSE
SLC35F5,4.43E-05,0.112846582,0.105856016,-0.092259469,-1.055868488,0.291028303,FALSE,FALSE,,,PDPK1,3.44E-09,0.138915544,0.150335063,0.113973493,-1.58269321,0.113491407,FALSE,FALSE,,,SPCS3,7.75E-08,0.065078057,0.051901445,0.326396486,1.140513256,0.254072533,TRUE,FALSE
STAG1,4.45E-05,0.524682844,0.528256583,0.009793223,1.191541693,0.233440999,FALSE,FALSE,,,CHST12,3.45E-09,0.089820701,0.073240914,-0.294398178,-1.038647367,0.298968768,TRUE,FALSE,,,IST1,7.79E-08,0.111091717,0.118709878,-0.095688739,1.146726189,0.251494803,FALSE,FALSE
SKIV2L2,4.47E-05,0.159314832,0.152199356,-0.065918335,-1.015461306,0.309885982,FALSE,FALSE,,,IMP4,3.46E-09,0.047244956,0.029598238,-0.674649051,-2.116216591,0.034326391,TRUE,FALSE,,,AUP1,7.83E-08,0.053213968,0.054884189,-0.044585633,0.947942967,0.343158489,FALSE,FALSE
NUP210,4.48E-05,0.084268786,0.075642974,-0.155792246,-1.775643636,0.075791673,FALSE,FALSE,,,B3GALNT2,3.47E-09,0.130948495,0.099682517,-0.393587072,-1.32592493,0.184864564,TRUE,FALSE,,,PMS1,7.84E-08,0.153753572,0.146487152,0.069845798,-1.188539901,0.234620769,FALSE,FALSE
PEA15,4.48E-05,0.166593051,0.170596283,0.034257989,0.072703647,0.942041946,FALSE,FALSE,,,DUSP10,3.47E-09,0.051631199,0.035547313,-0.538502585,-3.033026827,0.002421141,TRUE,FALSE,,,RILP,7.85E-08,0.018281506,0.009566315,0.934349756,1.728724405,0.083858431,TRUE,FALSE
CCDC125,4.60E-05,0.060441844,0.047618244,-0.344033241,-1.802780093,0.071422758,TRUE,FALSE,,,GCFC2,3.47E-09,0.112028282,0.093400573,-0.262359698,-1.309794951,0.190265212,TRUE,FALSE,,,UHRF1BP1,7.86E-08,0.123731663,0.094457269,0.389481008,0.516486822,0.605514441,TRUE,FALSE
VTI1A,4.60E-05,0.35716684,0.36890812,0.0466634,-0.065044959,0.948138204,FALSE,FALSE,,,TBC1D22A,3.48E-09,0.226117189,0.210660629,-0.10214996,-0.33377766,0.738547343,FALSE,FALSE,,,UBAP1,7.88E-08,0.152301312,0.123802382,0.298889292,-0.064836434,0.948304232,TRUE,FALSE
AJAP1,4.61E-05,0.175620264,0.176770849,0.00942106,-0.804370651,0.421182946,FALSE,FALSE,,,USP7,3.48E-09,0.166525787,0.157576293,-0.079695092,-1.001345729,0.316659692,FALSE,FALSE,,,LRRTM1,7.88E-08,0.038126911,0.03798367,0.00543031,2.864239694,0.004180116,FALSE,FALSE
HARS,4.61E-05,0.158323072,0.156257677,-0.018944444,-0.826921581,0.40828151,FALSE,FALSE,,,NEK10,3.49E-09,0.310483936,0.319813143,0.042710598,-0.025485121,0.979668016,FALSE,FALSE,,,CAMKK2,7.89E-08,0.083585968,0.069767436,0.260706962,1.497867977,0.134167555,TRUE,FALSE
PPT1,4.65E-05,0.127539251,0.108411326,-0.234425833,-0.675238369,0.499524333,FALSE,FALSE,,,MAP7D2,3.49E-09,0.225856387,0.216348817,-0.062046478,-0.298556717,0.765278294,FALSE,FALSE,,,PBX2,7.90E-08,0.027378768,0.015925879,0.781684547,2.038134238,0.04153651,TRUE,FALSE
YME1L1,4.65E-05,0.163681411,0.151294469,-0.113531241,-0.896618877,0.369922322,FALSE,FALSE,,,LRRC49,3.50E-09,0.190095666,0.185579007,-0.03469212,-0.471420688,0.637340345,FALSE,FALSE,,,NRG3,7.90E-08,4.23878278,4.915539989,-0.213699874,-5.837189027,5.31E-09,FALSE,FALSE
ENSA,4.67E-05,0.487791071,0.505113133,0.050343201,1.495926483,0.134672814,FALSE,FALSE,,,VAV3,3.50E-09,0.075939466,0.056725743,-0.420846245,-2.315295774,0.020596751,TRUE,FALSE,,,LARP4,7.94E-08,0.090573672,0.075595783,0.26078599,0.884798953,0.376265074,TRUE,FALSE
PPWD1,4.67E-05,0.105497264,0.094865883,-0.15324434,-1.366621711,0.171743908,FALSE,FALSE,,,PEAK1,3.51E-09,0.173185107,0.158798265,-0.12511972,-0.39286729,0.694417502,FALSE,FALSE,,,SOS1,7.95E-08,0.405598865,0.375364843,0.111760082,-1.485895294,0.137306819,FALSE,FALSE
TYW1B,4.67E-05,0.117664408,0.105320352,-0.159893734,-1.260652762,0.20743398,FALSE,FALSE,,,MFN2,3.51E-09,0.098992727,0.077437389,-0.354292225,-1.369367059,0.170884566,TRUE,FALSE,,,PCMTD2,7.96E-08,0.060822575,0.062470662,-0.038571929,1.163594704,0.244588299,FALSE,FALSE
DDT,4.69E-05,0.068949181,0.050906216,-0.437691608,-2.172010975,0.029854835,TRUE,FALSE,,,STT3B,3.53E-09,0.106855954,0.097190981,-0.136772956,-1.414992083,0.157070817,FALSE,FALSE,,,GOLGA2,7.97E-08,0.06744763,0.064535527,0.063674164,1.368199586,0.171249611,FALSE,FALSE
GIPC1,4.69E-05,0.145276801,0.135618638,-0.099248884,-0.517711106,0.604659848,FALSE,FALSE,,,NIPBL,3.53E-09,0.40052038,0.429305493,0.100128978,1.054289351,0.291750463,FALSE,FALSE,,,STAU2,7.99E-08,0.325453434,0.309598142,0.072054321,0.54869791,0.583212781,FALSE,FALSE
NEURL1,4.73E-05,0.156626994,0.151454569,-0.048447776,0.020444871,0.983688489,FALSE,FALSE,,,POLD3,3.54E-09,0.087495037,0.079475322,-0.138694221,-2.214804164,0.026773509,FALSE,FALSE,,,POLE4,8.01E-08,0.02265872,0.017564669,0.367389974,1.327118059,0.184469632,TRUE,FALSE
TRIM33,4.74E-05,0.340976015,0.345394688,0.018575638,0.242609697,0.808307769,FALSE,FALSE,,,IPO5,3.55E-09,0.123271014,0.117117131,-0.073881483,-0.450585599,0.652288248,FALSE,FALSE,,,SAR1B,8.03E-08,0.076809757,0.062878913,0.288713313,0.723263793,0.469517833,TRUE,FALSE
DYNC1LI2,4.74E-05,0.163968615,0.148895945,-0.139115235,-0.219893465,0.825954126,FALSE,FALSE,,,UXS1,3.55E-09,0.103082905,0.084883679,-0.280246014,-1.575301182,0.115186941,TRUE,FALSE,,,SNRK,8.03E-08,0.10299966,0.099530038,0.04943568,0.763451727,0.445194041,FALSE,FALSE
CNRIP1,4.74E-05,0.134630508,0.122080377,-0.141174052,0.279367562,0.779962762,FALSE,FALSE,,,LYST,3.56E-09,0.360381913,0.345750963,-0.059793336,2.004993628,0.044963728,FALSE,FALSE,,,PIGT,8.05E-08,0.034667457,0.029077562,0.253675704,1.752261517,0.07972885,TRUE,FALSE
PCGF6,4.75E-05,0.073758408,0.060318018,-0.290218503,-2.67989624,0.007364498,TRUE,FALSE,,,TFCP2,3.57E-09,0.251513122,0.245680599,-0.033849736,0.286915296,0.774177178,FALSE,FALSE,,,MAP2K1,8.05E-08,0.124757884,0.106892695,0.222967719,1.067986341,0.285526673,FALSE,FALSE
SIVA1,4.75E-05,0.056032975,0.041996934,-0.415992094,-1.518803046,0.128812079,TRUE,FALSE,,,POGZ,3.58E-09,0.425355359,0.43442722,0.030445873,1.090131828,0.275655078,FALSE,FALSE,,,NEIL1,8.06E-08,0.075255523,0.060477743,0.315393167,0.420794394,0.673905225,TRUE,FALSE
LSM6,4.75E-05,0.063799397,0.048446625,-0.397146618,-1.883070295,0.059690842,TRUE,FALSE,,,TRAF3IP1,3.61E-09,0.099415911,0.094020198,-0.080506046,-1.893407427,0.058303708,FALSE,FALSE,,,FAM20B,8.10E-08,0.079115885,0.065198407,0.279130675,1.392450433,0.163786042,TRUE,FALSE
SPRYD3,4.77E-05,0.113333862,0.116633546,0.041403825,-0.452020576,0.65125416,FALSE,FALSE,,,STAG1,3.63E-09,0.51105443,0.525421471,0.039998202,1.628013731,0.103521974,FALSE,FALSE,,,NAA35,8.14E-08,0.119644516,0.112269309,0.091790673,-0.155431348,0.876481272,FALSE,FALSE
INPP4B,4.77E-05,1.219197055,1.201067603,-0.021613967,-1.28248225,0.199673528,FALSE,FALSE,,,MECR,3.63E-09,0.053159388,0.044289522,-0.263359059,-1.190343179,0.233911536,TRUE,FALSE,,,SUCLA2,8.16E-08,0.075939633,0.07008317,0.11578501,1.918493223,0.055048501,FALSE,FALSE
LCA5,4.78E-05,0.041517999,0.032066113,-0.3726874,-2.421136381,0.015472071,TRUE,FALSE,,,SLC1A4,3.65E-09,0.075720618,0.066362164,-0.190325241,-1.872812585,0.06109427,FALSE,FALSE,,,SLIT2,8.19E-08,1.05152648,1.023713639,0.038672971,2.20061919,0.027762994,FALSE,FALSE
RPUSD3,4.82E-05,0.050634614,0.029947066,-0.757709301,-3.214162666,0.001308255,TRUE,FALSE,,,DDB1,3.68E-09,0.144035895,0.130287921,-0.144725051,-0.072004615,0.942598235,FALSE,FALSE,,,HLA-A,8.23E-08,0.062471978,0.058790791,0.087619004,0.820224807,0.412087963,FALSE,FALSE
EVL,4.86E-05,0.580535999,0.639960084,0.140596392,1.545282197,0.12227802,FALSE,FALSE,,,PAFAH1B3,3.68E-09,0.074331765,0.054733473,-0.441555448,-0.489979567,0.624148358,TRUE,FALSE,,,TRAPPC8,8.30E-08,0.095871868,0.081200338,0.239621823,0.738454324,0.460238414,FALSE,FALSE
BECN1,4.90E-05,0.053683369,0.046262086,-0.214644873,-1.735980058,0.082567361,FALSE,FALSE,,,PRKAG1,3.69E-09,0.083001441,0.06487156,-0.355550259,-2.210440308,0.027074619,TRUE,FALSE,,,DIAPH1,8.30E-08,0.076039682,0.062250671,0.288663115,1.308506915,0.190701431,TRUE,FALSE
ZNF33B,4.95E-05,0.153757564,0.143459476,-0.100014118,-0.938092756,0.348196744,FALSE,FALSE,,,ANKS6,3.69E-09,0.139269333,0.120335879,-0.21081076,-1.365150316,0.172205811,FALSE,FALSE,,,WBP4,8.39E-08,0.087268672,0.068596853,0.347321457,1.040681014,0.298023618,TRUE,FALSE
CFAP61,4.97E-05,0.056388975,0.036397702,-0.631565767,-2.864226789,0.004180286,TRUE,FALSE,,,RFXAP,3.81E-09,0.060996001,0.045679282,-0.417174691,-2.528828512,0.011444393,TRUE,FALSE,,,KRR1,8.40E-08,0.078064833,0.073828895,0.080487201,1.499245688,0.133809906,FALSE,FALSE
TRPC5,4.97E-05,0.175861758,0.182348024,0.052252768,-1.403226571,0.160549287,FALSE,FALSE,,,MRPL1,3.82E-09,0.092502282,0.093949903,0.022402712,-1.864401194,0.062265385,FALSE,FALSE,,,MAP2,8.41E-08,1.356782985,1.261080261,0.105529884,1.043960802,0.296503525,FALSE,FALSE
BMPR1A,4.97E-05,0.204983982,0.210024844,0.03504882,0.153970901,0.877632679,FALSE,FALSE,,,SDHA,3.82E-09,0.139905041,0.123161955,-0.183891271,-0.652146686,0.514306549,FALSE,FALSE,,,C18orf32,8.41E-08,0.020814022,0.013057606,0.67266539,3.277137208,0.001048654,TRUE,FALSE
MRPS6,4.97E-05,0.127832188,0.117658488,-0.119645746,-2.060496456,0.039351104,FALSE,FALSE,,,BACH1,3.82E-09,0.229259438,0.228707492,-0.003477501,0.710872203,0.477163433,FALSE,FALSE,,,CRYM,8.53E-08,0.047360436,0.039215286,0.27226624,1.671070484,0.094707757,TRUE,FALSE
NACA2,5.04E-05,0.082794461,0.056482514,-0.551729937,-1.33932118,0.180466137,TRUE,FALSE,,,ULK4,3.83E-09,0.219978879,0.20299766,-0.115901913,-0.827586629,0.407904643,FALSE,FALSE,,,ARNTL,8.60E-08,0.059359823,0.059284131,0.001840824,2.069329773,0.038515152,FALSE,FALSE
MLF2,5.04E-05,0.245286885,0.246323252,0.006082719,1.340119877,0.180206375,FALSE,FALSE,,,SEL1L,3.84E-09,0.107973068,0.096881434,-0.156379372,-1.855924441,0.063464329,FALSE,FALSE,,,HOMER1,8.64E-08,0.174811258,0.171182789,0.030260444,1.08419089,0.27828017,FALSE,FALSE
SRP9,5.05E-05,0.133437218,0.1223011,-0.125723734,0.192499481,0.847350974,FALSE,FALSE,,,CLYBL,3.86E-09,0.074729847,0.060009917,-0.316483646,-2.575216974,0.010017722,TRUE,FALSE,,,WDR45,8.65E-08,0.057150869,0.044472971,0.361846638,1.537525314,0.124164721,TRUE,FALSE
NCKAP1,5.07E-05,0.399576449,0.409883038,0.036740735,0.190036914,0.849280205,FALSE,FALSE,,,ZBTB41,3.86E-09,0.084359638,0.072494516,-0.218681041,-2.055862721,0.03979575,FALSE,FALSE,,,CASC3,8.68E-08,0.097939675,0.10083627,-0.042049354,0.530493575,0.595769763,FALSE,FALSE
MANBAL,5.08E-05,0.05788478,0.049558692,-0.224045948,-1.755220243,0.079221643,FALSE,FALSE,,,TTC21B,3.86E-09,0.234786743,0.21723992,-0.11206171,0.119677405,0.9047387,FALSE,FALSE,,,SEC16A,8.85E-08,0.05379834,0.043546407,0.30500797,1.396305316,0.162622574,TRUE,FALSE
TNPO1,5.08E-05,0.178737169,0.171044052,-0.063471738,-0.555476092,0.578569059,FALSE,FALSE,,,WDR41,3.86E-09,0.096661993,0.080025515,-0.272488682,-0.953953951,0.340106952,TRUE,FALSE,,,ACBD3,8.88E-08,0.068984867,0.058093272,0.247908847,1.110496208,0.266785261,FALSE,FALSE
SF3B2,5.09E-05,0.14575783,0.129669606,-0.168733021,-1.042735147,0.297070975,FALSE,FALSE,,,SFXN5,3.86E-09,0.158460465,0.161705195,0.02924309,-1.011887266,0.311591959,FALSE,FALSE,,,USP15,8.97E-08,0.19479552,0.180750787,0.107958576,0.149000786,0.881553013,FALSE,FALSE
NDRG2,5.10E-05,0.041359656,0.037185985,-0.153465215,-2.994413196,0.002749733,FALSE,FALSE,,,NLN,3.86E-09,0.107942315,0.082875588,-0.381241428,-1.641729606,0.100646053,TRUE,FALSE,,,PEX10,8.98E-08,0.021685295,0.017138313,0.339491934,0.875245864,0.381440143,TRUE,FALSE
TIMM9,5.11E-05,0.070912997,0.061447448,-0.206696987,-3.042753802,0.00234424,FALSE,FALSE,,,FBXO34,3.87E-09,0.172463937,0.171446138,-0.008539314,-0.433769675,0.664455705,FALSE,FALSE,,,USP16,9.02E-08,0.093964675,0.086841071,0.113740975,1.724901964,0.084545142,FALSE,FALSE
PRKAR1B,5.11E-05,0.34615814,0.362337345,0.065902234,0.881387886,0.378107912,FALSE,FALSE,,,ATR,3.88E-09,0.26166766,0.245624939,-0.091278585,0.273377046,0.784563396,FALSE,FALSE,,,STK25,9.19E-08,0.104176611,0.088538276,0.234658227,1.00583455,0.314495164,FALSE,FALSE
ACO1,5.12E-05,0.108517885,0.093764048,-0.210826079,-1.41744768,0.156352081,FALSE,FALSE,,,ERICH1,3.88E-09,0.094425145,0.079702165,-0.244552189,-1.329112759,0.183810772,FALSE,FALSE,,,MRPL3,9.30E-08,0.045145213,0.043969061,0.038084302,0.76869098,0.442076781,FALSE,FALSE
CADPS,5.16E-05,2.249212243,2.210507434,-0.025042219,-1.597538573,0.110145707,FALSE,FALSE,,,MTMR6,3.89E-09,0.13362503,0.117731154,-0.182694135,-0.184057058,0.853968693,FALSE,FALSE,,,ZFAND2B,9.33E-08,0.035574981,0.032650999,0.123735825,2.051725244,0.040196372,FALSE,FALSE
NEK9,5.16E-05,0.126802944,0.102001144,-0.314002909,-1.919169289,0.054962913,TRUE,FALSE,,,RAB9B,3.90E-09,0.059983802,0.047030095,-0.35098872,-2.4085586,0.016015655,TRUE,FALSE,,,CBX4,9.36E-08,0.030305683,0.028098275,0.109106799,2.273312416,0.02300736,FALSE,FALSE
