no-pathology vs pathology differential expression,,,,,,,,,,,no-pathology vs early-pathology differential expression,,,,,,,,,,, early-pathology vs late-pathology differential expression,,,,,,,,
,IndModel.adj.pvals,no.pathology.mean,pathology.mean,IndModel.FC,MixedModel.z,MixedModel.p,DEGs.Ind.Model,DEGs.Ind.Mix.models,,,,IndModel.adj.pvals,no.pathology.mean,early.pathology.mean,IndModel.FC,MixedModel.z,MixedModel.p,DEGs.Ind.Model,DEGs.Ind.Mix.models,,,,IndModel.adj.pvals,late.pathology.mean,early.pathology.mean,IndModel.FC,MixedModel.z,MixedModel.p,DEGs.Ind.Model,DEGs.Ind.Mix.models
SLC25A42,0.444106644,0.049799247,0.026385725,-0.916366323,-1.739954413,0.081867023,FALSE,FALSE,,,KIAA0232,0.242463876,0.270166498,0.240793582,-0.166051848,-0.317076034,0.75118591,FALSE,FALSE,,,DOT1L,0.157140994,0.049607682,0.02262591,1.132587688,1.307761747,0.190954132,FALSE,FALSE
MTF2,0.444391826,0.224591677,0.187144495,-0.263151849,-1.288910055,0.197429358,FALSE,FALSE,,,DENND2A,0.242463876,0.312247834,0.261021334,-0.258523838,-1.448612767,0.147445754,FALSE,FALSE,,,TRABD,0.157459167,0.065991549,0.045558086,0.534574161,0.705444144,0.480533881,FALSE,FALSE
UPF3B,0.44443052,0.219482292,0.187468438,-0.22745682,-0.970834911,0.331630495,FALSE,FALSE,,,AKAP14,0.242463876,0.005473616,0.001332341,-2.038530474,NA,NA,FALSE,FALSE,,,PRMT5,0.157894398,0.033448211,0.019372271,0.787935948,1.73174111,0.083319667,FALSE,FALSE
MARK3,0.44443052,0.495075023,0.437542235,-0.178224881,-1.126265415,0.260053192,FALSE,FALSE,,,CSGALNACT1,0.242463876,1.173772532,1.067848534,-0.136445827,-1.699958291,0.089138771,FALSE,FALSE,,,LMBRD2,0.158084687,0.099366594,0.077902515,0.351091002,0.73082322,0.464887138,FALSE,FALSE
TNRC6C,0.44443052,0.615834049,0.582552635,-0.080153228,-1.29320375,0.195940599,FALSE,FALSE,,,CLEC12A,0.242463876,0.02371951,0.058276141,1.296831174,2.502644282,0.012326937,FALSE,FALSE,,,BCAP31,0.158084687,0.110904264,0.073879314,0.586072458,1.587031423,0.112505528,FALSE,FALSE
ANAPC11,0.444679122,0.042794394,0.063031583,0.558653063,2.617829249,0.008849107,FALSE,FALSE,,,CAPRIN2,0.242463876,0.094421052,0.066708174,-0.501245002,-1.85290846,0.06389548,FALSE,FALSE,,,FAM45A,0.158084687,0.076178629,0.069387591,0.13470864,1.15168631,0.24945,FALSE,FALSE
KRIT1,0.445820497,0.164330758,0.210074322,0.354297292,2.366431617,0.017960492,FALSE,FALSE,,,CHST11,0.242463876,2.844684501,2.706316994,-0.071937821,-1.799797814,0.071892569,FALSE,FALSE,,,MKKS,0.158084687,0.082461473,0.064359121,0.357575618,1.444860945,0.148496948,FALSE,FALSE
AC090498.1,0.445820497,0.005115728,0.008684176,0.763449364,NA,NA,FALSE,FALSE,,,PPP2R3C,0.242463876,0.145027012,0.109585493,-0.404264815,-1.264245689,0.206141857,FALSE,FALSE,,,TMEM54,0.158129806,0.036807641,0.018352576,1.004022719,1.618476434,0.105559962,FALSE,FALSE
RNF19A,0.445820497,0.133962155,0.115683832,-0.211638245,-0.939183255,0.347636665,FALSE,FALSE,,,ARL4D,0.242463876,0.009011019,0.005166036,-0.802632652,NA,NA,FALSE,FALSE,,,HADHA,0.158129806,0.173394995,0.137660271,0.332949998,1.322894408,0.185870495,FALSE,FALSE
PICALM,0.445820497,0.421454591,0.387141655,-0.122515657,-0.795200477,0.426496894,FALSE,FALSE,,,ZNF555,0.242483515,0.035474858,0.027343288,-0.375610173,-1.509713538,0.131116535,FALSE,FALSE,,,APPL1,0.158129806,0.147273177,0.106057022,0.473654548,1.961924866,0.049771232,FALSE,FALSE
YME1L1,0.445820497,0.171396244,0.129997748,-0.398848862,-1.424492881,0.154303845,FALSE,FALSE,,,MSH4,0.243476774,0.011541214,0.031201715,1.434830295,2.187140081,0.028732299,FALSE,FALSE,,,SAC3D1,0.158129806,0.026423662,0.01039423,1.346047574,1.702828368,0.088600192,FALSE,FALSE
CDH24,0.445820497,0.005334278,0.011091576,1.056099533,NA,NA,FALSE,FALSE,,,HACD3,0.243500084,0.203534529,0.169390321,-0.264922124,-0.278982097,0.780258564,FALSE,FALSE,,,CLCN7,0.158129806,0.074718978,0.048073878,0.636221544,2.090601123,0.036563835,FALSE,FALSE
STAC2,0.445820497,0.013413422,0.00415464,-1.690881954,NA,NA,FALSE,FALSE,,,NSL1,0.24406284,0.130108534,0.091712701,-0.50452215,-1.210860317,0.225948944,FALSE,FALSE,,,OSBPL7,0.158129806,0.041688061,0.019455527,1.09945424,2.492217257,0.012694836,FALSE,FALSE
TMEM261,0.446204383,0.05512838,0.039806385,-0.469795347,-1.044313985,0.296340145,FALSE,FALSE,,,KIAA1549L,0.24406284,0.070934867,0.067975289,-0.061484559,-1.698528686,0.089408023,FALSE,FALSE,,,AMER2,0.158530086,0.14221691,0.114661002,0.310718218,0.919556881,0.357804368,FALSE,FALSE
PCCA,0.446204383,0.475928544,0.431711176,-0.140678542,-1.039874673,0.29839813,FALSE,FALSE,,,GTF2H3,0.24406284,0.074358099,0.051923641,-0.518098331,-1.518060023,0.128999268,FALSE,FALSE,,,ERCC6L2,0.158655922,0.367100453,0.335999764,0.127714672,0.360368509,0.718571573,FALSE,FALSE
XIAP,0.446373282,0.142404765,0.136238483,-0.063863139,-1.961083463,0.049869288,FALSE,FALSE,,,VHL,0.244357352,0.052059283,0.029367512,-0.825934385,-1.423942405,0.154463145,FALSE,FALSE,,,TRPC4AP,0.158752425,0.18665979,0.288699791,-0.62915889,-2.911410552,0.003598009,FALSE,FALSE
ZNF300,0.4466549,0.017762507,0.011084864,-0.680244145,-1.566659349,0.117194338,FALSE,FALSE,,,LRRC16A,0.244357352,0.025942665,0.017891384,-0.536061722,-1.26993793,0.204106741,FALSE,FALSE,,,TBC1D19,0.158799541,0.236857704,0.191342519,0.3078631,1.903560451,0.056967454,FALSE,FALSE
PRTG,0.4466549,0.142030485,0.122234641,-0.216547429,-0.753517269,0.451139138,FALSE,FALSE,,,TFAM,0.245332729,0.034619899,0.02231258,-0.633744205,-2.075354038,0.037953735,FALSE,FALSE,,,CRTC1,0.158799541,0.087994703,0.083422961,0.07697216,1.688284723,0.091356586,FALSE,FALSE
GPC3,0.447359171,0.013975423,0.030743149,1.137373006,2.302162626,0.021326003,FALSE,FALSE,,,PDP1,0.246815347,0.041597941,0.023959425,-0.79591883,-1.628409969,0.103437985,FALSE,FALSE,,,ITPR2,0.159093192,0.991655019,1.195858326,-0.270136261,-2.798069162,0.00514091,FALSE,FALSE
RQCD1,0.448234643,0.038627154,0.052621515,0.446037389,2.916853233,0.003535821,FALSE,FALSE,,,LRRC8B,0.247287243,0.113184675,0.094523607,-0.259932045,-1.294301578,0.195561271,FALSE,FALSE,,,ARG2,0.159360726,0.069076951,0.053961577,0.356271906,0.861743028,0.388828942,FALSE,FALSE
NACC2,0.448234643,0.157179689,0.18290567,0.218685001,2.232298114,0.025595266,FALSE,FALSE,,,PIGF,0.247494514,0.112901995,0.108015676,-0.063830279,-0.741344237,0.458484746,FALSE,FALSE,,,EMC2,0.159470539,0.090281309,0.07385486,0.28973448,0.765101593,0.444211051,FALSE,FALSE
TAPT1,0.448470851,0.131814811,0.114611967,-0.201754798,-1.54130266,0.123243142,FALSE,FALSE,,,ATG4B,0.247494514,0.158444956,0.121677835,-0.380915351,-1.286686023,0.198203747,FALSE,FALSE,,,GALM,0.159754094,0.026355454,0.012418908,1.085563161,0.625837519,0.53142152,FALSE,FALSE
MSMO1,0.448470851,0.106751681,0.104103224,-0.036244039,0.200002296,0.841478786,FALSE,FALSE,,,SETD5,0.247494514,0.962715363,0.89759433,-0.101045749,-0.923004588,0.356004814,FALSE,FALSE,,,USMG5,0.15982939,0.074592919,0.035465781,1.072610968,1.471636313,0.141119114,FALSE,FALSE
SH3PXD2B,0.448470851,0.126772485,0.103088232,-0.29836201,-1.674892676,0.093955291,FALSE,FALSE,,,SAMD8,0.247494514,0.11105325,0.075530405,-0.556122191,-1.42387488,0.154482695,FALSE,FALSE,,,IQCB1,0.160088679,0.144535112,0.11894043,0.281180819,1.475208851,0.140156403,FALSE,FALSE
LGR4,0.448470851,0.085604694,0.065462538,-0.387020354,-1.047552008,0.294845059,FALSE,FALSE,,,EMC3,0.247692332,0.075887646,0.061034834,-0.314232206,-1.216801075,0.223679911,FALSE,FALSE,,,CCDC90B,0.160088679,0.123745755,0.081624655,0.600302147,1.636965419,0.101637695,FALSE,FALSE
FAM86C1,0.448470851,0.010166399,0.005772953,-0.816427295,NA,NA,FALSE,FALSE,,,FAR1,0.247692332,0.168148643,0.157084322,-0.098197938,-1.838079432,0.066050701,FALSE,FALSE,,,RPLP0,0.160088679,0.217047144,0.157714364,0.460694373,1.529505396,0.126139202,FALSE,FALSE
C4orf51,0.448618024,0.015677517,0.005405784,-1.536121459,-1.569844798,0.116451223,FALSE,FALSE,,,FEZ1,0.247692332,0.105412924,0.101296651,-0.057465276,-1.606264416,0.108215825,FALSE,FALSE,,,RABGGTA,0.160088679,0.015738572,0.005434729,1.534024671,0.670923555,0.50226923,FALSE,FALSE
RALA,0.448618024,0.11397944,0.082113462,-0.473082936,-1.032506726,0.301834798,FALSE,FALSE,,,ILVBL,0.248481477,0.056675002,0.046572323,-0.283239701,-1.487025676,0.13700803,FALSE,FALSE,,,SPP1,0.160150719,0.059256762,0.024641199,1.265907317,2.869843333,0.004106752,FALSE,FALSE
XKR4,0.449581493,1.21589286,1.360613294,0.162240981,0.969284717,0.332403152,FALSE,FALSE,,,UGGT1,0.249041952,0.093165671,0.068301328,-0.447884824,-1.121581088,0.262040597,FALSE,FALSE,,,KIFC2,0.160600428,0.073018635,0.050738683,0.525178631,1.75907501,0.078564769,FALSE,FALSE
SHANK1,0.450427932,0.02649202,0.016954816,-0.643862755,-1.714730777,0.086394598,FALSE,FALSE,,,TRIM23,0.249041952,0.055431301,0.096574576,0.800942568,3.046827809,0.002312702,FALSE,FALSE,,,ERBB4,0.160733454,3.859573167,4.271619137,-0.146341713,-1.870147769,0.0614633,FALSE,FALSE
FDPS,0.450540318,0.151934465,0.11873504,-0.355703415,-1.157814591,0.246939708,FALSE,FALSE,,,DDX31,0.249041952,0.064023147,0.043798055,-0.547726785,-0.938004615,0.348242039,FALSE,FALSE,,,MBD4,0.160733454,0.082166948,0.051953887,0.661326501,0.143657338,0.885771061,FALSE,FALSE
MLYCD,0.450540318,0.013844989,0.005569902,-1.313639984,-1.947170107,0.051514344,FALSE,FALSE,,,NFKBIB,0.249041952,0.02856572,0.008406095,-1.764777137,-1.343089181,0.179243098,FALSE,FALSE,,,ZFYVE28,0.160733454,0.10744859,0.081015285,0.407380526,1.549626101,0.121231285,FALSE,FALSE
NFKBIB,0.450540318,0.029058243,0.011013261,-1.399705792,-1.352503113,0.176214424,FALSE,FALSE,,,GSTA4,0.249244261,0.199726129,0.170397879,-0.229115701,-0.432736025,0.665206555,FALSE,FALSE,,,RAD50,0.160733454,0.240835782,0.202490305,0.25019692,0.601763321,0.547331694,FALSE,FALSE
TGFB1,0.450540318,0.0442245,0.024962181,-0.825101826,-1.178808217,0.238474551,FALSE,FALSE,,,GALC,0.249350353,0.073375027,0.057125902,-0.361144105,-1.766722398,0.07727473,FALSE,FALSE,,,WASF1,0.160733454,0.166844944,0.13247839,0.332750918,0.769050793,0.441863158,FALSE,FALSE
IL17RA,0.450540318,0.06369481,0.053108665,-0.262228563,-2.312449853,0.020752906,FALSE,FALSE,,,GLTSCR1L,0.24937447,0.275491844,0.256015039,-0.105781047,-0.445697398,0.655815845,FALSE,FALSE,,,ACAT2,0.160733454,0.086656131,0.034761418,1.317814905,1.930122589,0.05359165,FALSE,FALSE
BRK1,0.451325954,0.101905843,0.089135745,-0.193160781,-1.399615353,0.161628534,FALSE,FALSE,,,TRAF1,0.24937447,0.009881882,0.02073194,1.068997458,2.10528776,0.035266267,FALSE,FALSE,,,TRAPPC2,0.160733454,0.064085027,0.044909917,0.512953262,1.50193449,0.133114028,FALSE,FALSE
EVC,0.451409036,0.008731245,0.005973767,-0.547546287,NA,NA,FALSE,FALSE,,,TMEM136,0.24937447,0.058398982,0.051399276,-0.184195171,-1.265855535,0.205564808,FALSE,FALSE,,,RPL12,0.160733454,0.052764448,0.045341329,0.218739519,0.401268988,0.688222093,FALSE,FALSE
FAM227A,0.45158326,0.028739279,0.012111631,-1.246630704,-1.790797677,0.073325768,FALSE,FALSE,,,GPR162,0.24937447,0.091099569,0.153886763,0.756352997,2.739186184,0.006159148,FALSE,FALSE,,,SSPN,0.160733454,0.206969412,0.139319932,0.571015889,2.464752652,0.013710786,FALSE,FALSE
CASP3,0.452433271,0.034928491,0.017385125,-1.006550863,-1.587736499,0.112345936,FALSE,FALSE,,,USP43,0.24937447,0.195394663,0.156331081,-0.321786427,-1.518550111,0.128875777,FALSE,FALSE,,,KCNC2,0.160733454,0.025499177,0.017519356,0.541500929,1.814837576,0.069548874,FALSE,FALSE
WBSCR16,0.452433271,0.035317644,0.025225495,-0.48550655,-2.044058205,0.040947797,FALSE,FALSE,,,PPID,0.250362566,0.040308234,0.034272481,-0.23402392,-1.746048598,0.080802508,FALSE,FALSE,,,ANAPC7,0.160733454,0.082708875,0.073195238,0.176292353,1.239820996,0.215041611,FALSE,FALSE
RNF213,0.452433271,0.157608849,0.135517752,-0.217866687,-0.931949614,0.351362566,FALSE,FALSE,,,PCDHGA1,0.250362566,0.031547443,0.064029949,1.021223769,2.889379761,0.003860026,FALSE,FALSE,,,ZDHHC20,0.160733454,0.206970862,0.15670331,0.401392019,1.430279028,0.152636951,FALSE,FALSE
SLC18B1,0.452879059,0.094457036,0.132820843,0.49175139,2.720642857,0.006515511,FALSE,FALSE,,,ZNF99,0.250362566,0.013128417,0.00587146,-1.16090178,-1.625006555,0.104161162,FALSE,FALSE,,,TNFRSF19,0.160733454,0.050919607,0.049244538,0.048257567,1.90590663,0.056662321,FALSE,FALSE
TSPAN3,0.452879059,0.24376787,0.288808172,0.244603579,1.97765237,0.047967937,FALSE,FALSE,,,TNKS,0.251169047,1.190086892,1.131678731,-0.072602459,-1.382081496,0.166946679,FALSE,FALSE,,,ZKSCAN2,0.160733454,0.016615784,0.009237858,0.84692403,1.249956921,0.211315285,FALSE,FALSE
SCCPDH,0.452982542,0.117174341,0.090151186,-0.378238306,-1.107024194,0.268283468,FALSE,FALSE,,,ZMYM4,0.251320071,0.409878937,0.378171011,-0.116159077,-1.233899414,0.217240388,FALSE,FALSE,,,HSDL1,0.160733454,0.060346827,0.029980413,1.009257674,1.341639012,0.179713071,FALSE,FALSE
FHIT,0.452982542,2.215888243,2.412511195,0.122650515,1.733543895,0.082999043,FALSE,FALSE,,,APBB2,0.251582295,1.620882538,1.530040261,-0.08320993,-0.114588379,0.908771391,FALSE,FALSE,,,PLCB1,0.160733454,1.470397609,1.747562703,-0.249137895,-3.18550902,0.001444996,FALSE,FALSE
RYR2,0.45361587,0.080887801,0.068025771,-0.249840741,-0.615072154,0.53850707,FALSE,FALSE,,,CGGBP1,0.251916375,0.173387219,0.156519689,-0.1476534,-0.799530983,0.423982589,FALSE,FALSE,,,ELMO2,0.160733454,0.040781968,0.034417008,0.244809702,0.905625977,0.365133855,FALSE,FALSE
SRSF7,0.45424704,0.210610698,0.184207255,-0.193248836,-1.308138084,0.190826478,FALSE,FALSE,,,SNX30,0.251916375,0.065743563,0.050050678,-0.393460051,-0.716898978,0.473436433,FALSE,FALSE,,,RFXANK,0.160733454,0.027031134,0.011833768,1.191712537,2.225733056,0.026032067,FALSE,FALSE
TANK,0.45424704,0.148995029,0.123061009,-0.275890472,-1.776688273,0.075619543,FALSE,FALSE,,,GABARAPL2,0.251916375,0.127615034,0.099714416,-0.355924291,-1.118936928,0.263167048,FALSE,FALSE,,,GDAP1L1,0.160818753,0.054300184,0.031900315,0.767386398,1.443260697,0.148947047,FALSE,FALSE
C2orf80,0.45424704,0.080820021,0.093634402,0.212325951,2.468201819,0.013579373,FALSE,FALSE,,,ZNF33B,0.252282979,0.074374692,0.111624567,0.58577088,2.491828807,0.012708728,FALSE,FALSE,,,TRMT1L,0.160883651,0.07182869,0.044932114,0.676813275,2.195966102,0.02809437,FALSE,FALSE
CLDN16,0.45424704,0.028545529,0.015777547,-0.855391852,-1.364265896,0.172483895,FALSE,FALSE,,,FBXL5,0.252293444,0.193940838,0.168263304,-0.204896047,-1.085060166,0.277895009,FALSE,FALSE,,,PHC3,0.160883651,0.302403374,0.252378296,0.260886387,0.613001751,0.539875182,FALSE,FALSE
ZNF718,0.45424704,0.110315608,0.142080719,0.365073868,1.530521727,0.12588764,FALSE,FALSE,,,ECHDC1,0.252293444,0.115927703,0.104757094,-0.146177414,-1.489414388,0.136378282,FALSE,FALSE,,,MSR1,0.160883651,0.018256284,0.008134072,1.166343489,1.09569464,0.273212429,FALSE,FALSE
PAPD4,0.45424704,0.333592185,0.30804023,-0.114966712,-1.801052308,0.071694636,FALSE,FALSE,,,UGGT2,0.252293444,0.432046407,0.53964699,0.320829693,3.377494194,0.000731495,FALSE,FALSE,,,EIF4G2,0.160883651,0.125258591,0.083924585,0.577744148,1.836574903,0.066272675,FALSE,FALSE
TCF7,0.45424704,0.052015327,0.03437865,-0.597423889,-1.270798912,0.203800196,FALSE,FALSE,,,MEOX1,0.252293444,0.011309031,0.002794579,-2.016772396,NA,NA,FALSE,FALSE,,,GAD1,0.161122007,0.322479275,0.288164647,0.162313095,0.482288783,0.629600814,FALSE,FALSE
LMBRD1,0.45424704,0.433445319,0.398976904,-0.119544767,-0.778313195,0.436384399,FALSE,FALSE,,,NOSIP,0.252293444,0.07097325,0.049797452,-0.511203456,-1.016756186,0.30926943,FALSE,FALSE,,,FAM134A,0.161122007,0.082324581,0.062574505,0.395748278,1.968480923,0.049012729,FALSE,FALSE
NUPL2,0.45424704,0.415642496,0.373814693,-0.153019889,-0.970900011,0.331598073,FALSE,FALSE,,,PCSK6,0.252892692,0.1386502,0.116606656,-0.249799563,-1.60020003,0.109554215,FALSE,FALSE,,,ALDH2,0.161122007,0.128509367,0.087229122,0.558991741,2.063144917,0.039098862,FALSE,FALSE
KIAA1147,0.45424704,0.075034793,0.065080708,-0.205329765,-1.32890083,0.18388069,FALSE,FALSE,,,NDUFB4,0.253827889,0.063772626,0.053482589,-0.253867986,-1.489349784,0.136395284,FALSE,FALSE,,,ZBTB17,0.161174621,0.055471664,0.033223311,0.739555168,1.826136311,0.067829732,FALSE,FALSE
TCAF2,0.45424704,0.044893955,0.037173064,-0.272263585,-1.475047946,0.140199654,FALSE,FALSE,,,NAF1,0.253827889,0.047037769,0.03290073,-0.515700024,-2.010031482,0.044427857,FALSE,FALSE,,,APP,0.161174621,1.066417265,1.006930759,0.082807562,1.665999084,0.095713597,FALSE,FALSE
C1GALT1C1,0.45424704,0.01824473,0.01158712,-0.6549578,-1.564827141,0.117623446,FALSE,FALSE,,,LMBRD2,0.253827889,0.097320137,0.078355362,-0.31270635,-0.953162078,0.340507957,FALSE,FALSE,,,FAM46A,0.161361704,0.051343769,0.106363254,-1.050738706,-3.599934042,0.000318298,FALSE,FALSE
MPP1,0.45424704,0.033833577,0.019323806,-0.808076415,-1.424280195,0.154365378,FALSE,FALSE,,,FBXW4,0.253827889,0.094936007,0.065677176,-0.531563276,-1.261693077,0.207059249,FALSE,FALSE,,,OTUD6B,0.161628327,0.066748416,0.033305709,1.002964097,1.544320066,0.122510814,FALSE,FALSE
HGSNAT,0.45424704,0.15724656,0.129669589,-0.278188295,-1.893645764,0.058272045,FALSE,FALSE,,,MCRS1,0.253827889,0.051819761,0.032651839,-0.666338127,-1.741628538,0.081573464,FALSE,FALSE,,,POLE,0.161706189,0.005047276,0.022859353,-2.179207803,-1.789608748,0.073516831,FALSE,FALSE
SCYL1,0.45424704,0.067422009,0.052669244,-0.356258859,-1.31574672,0.188259068,FALSE,FALSE,,,GRIN2A,0.253827889,0.065461946,0.033069979,-0.985134362,-1.222371874,0.22156703,FALSE,FALSE,,,LRRC40,0.162085195,0.065402817,0.044368144,0.559828573,1.34139437,0.179792444,FALSE,FALSE
PPHLN1,0.45424704,0.178495505,0.222287709,0.316540435,1.674064462,0.094117931,FALSE,FALSE,,,PDPR,0.253827889,0.129030333,0.105332027,-0.292766091,-1.380529079,0.167423803,FALSE,FALSE,,,NTPCR,0.162085195,0.061834154,0.038556859,0.681416378,1.652841899,0.098363044,FALSE,FALSE
RILPL1,0.45424704,0.106327604,0.09729636,-0.128058448,-1.010384168,0.31231127,FALSE,FALSE,,,MCFD2,0.254173739,0.071205204,0.054451474,-0.387011588,-1.260078963,0.207640878,FALSE,FALSE,,,IL15,0.162085195,0,0.009107378,#NAME?,NA,NA,FALSE,FALSE
KDELC1,0.45424704,0.019738407,0.028891737,0.54965137,2.068636681,0.038580193,FALSE,FALSE,,,RAB40A,0.254856867,0.010330114,0.003693099,-1.483952186,NA,NA,FALSE,FALSE,,,SEPT7,0.162085195,0.427081411,0.401481065,0.089179158,0.819288644,0.41262175,FALSE,FALSE
VIPAS39,0.45424704,0.042652584,0.046749777,0.132326329,1.919678293,0.054898548,FALSE,FALSE,,,DZIP3,0.255082163,0.209442706,0.189471424,-0.144575362,-1.145633645,0.25194677,FALSE,FALSE,,,TMEM229A,0.162085195,0,0.011799438,#NAME?,NA,NA,FALSE,FALSE
ZFYVE21,0.45424704,0.060629322,0.041547339,-0.545259592,-1.490468309,0.136101143,FALSE,FALSE,,,ADCK4,0.255469533,0.026695793,0.01133332,-1.2360419,-1.298532977,0.194104252,FALSE,FALSE,,,CCDC7,0.162085195,0.085186549,0.077386408,0.138545435,0.625476182,0.531658576,FALSE,FALSE
SORD,0.45424704,0.024968725,0.013296335,-0.909093481,-1.413558677,0.157491522,FALSE,FALSE,,,TPT1,0.255564002,0.118503166,0.099900145,-0.246366921,-1.278041833,0.201234676,FALSE,FALSE,,,RPS15,0.162085195,0.260642452,0.217513857,0.260964771,0.549412441,0.582722438,FALSE,FALSE
EFCAB3,0.45424704,0.006065053,0.017871965,1.559106077,2.108157887,0.035017335,FALSE,FALSE,,,DENND6B,0.255605148,0.042187284,0.023005536,-0.87482713,-1.239470395,0.215171346,FALSE,FALSE,,,ERVK3-1,0.162085195,0.015697849,0.00959216,0.710639259,1.538144406,0.12401331,FALSE,FALSE
RBBP9,0.45424704,0.007019491,0.018376662,1.388436365,2.199699787,0.027828202,FALSE,FALSE,,,H1FX,0.256407377,0.04501364,0.100366981,1.156850576,1.98400211,0.047255605,FALSE,FALSE,,,BRINP2,0.162304399,0.255795056,0.220714741,0.212805391,1.32657554,0.184649132,FALSE,FALSE
BCL2L1,0.45424704,0.084590534,0.056990474,-0.569775427,-1.364867712,0.172294632,FALSE,FALSE,,,KIAA0040,0.258129166,0.031236552,0.007728562,-2.014963276,0.840540703,0.40060529,FALSE,FALSE,,,MBP,0.162558738,0.458726025,0.452323196,0.020278776,0.078651299,0.937309984,FALSE,FALSE
ARID3A,0.45424704,0.100708206,0.082558162,-0.286698483,-1.92636643,0.054058636,FALSE,FALSE,,,ZNF124,0.258129166,0.052462797,0.036732445,-0.514239785,-1.51114604,0.130751247,FALSE,FALSE,,,ZNHIT1,0.162605881,0.058336283,0.027148611,1.103515073,1.216879502,0.223650066,FALSE,FALSE
ZNF793,0.45424704,0.111595148,0.081705507,-0.44976907,-1.433635282,0.151676369,FALSE,FALSE,,,TRAF3IP2,0.258129166,0.117656068,0.103497832,-0.184975188,-1.851981903,0.064028422,FALSE,FALSE,,,SECISBP2,0.162605881,0.15303867,0.133041569,0.202019145,0.23582662,0.813567211,FALSE,FALSE
PLXNA4,0.455425948,0.194172639,0.177725938,-0.127685677,-0.872582266,0.38289081,FALSE,FALSE,,,GLS2,0.258129166,0.044287963,0.02836414,-0.64284652,-1.638876042,0.101239078,FALSE,FALSE,,,COMMD9,0.162605881,0.028289942,0.021347922,0.406193568,1.393383555,0.163503836,FALSE,FALSE
ZNF251,0.455425948,0.092437793,0.136714214,0.564608536,2.560294547,0.010458348,FALSE,FALSE,,,FGF14,0.258129166,4.889795272,5.330091512,0.124386239,2.694241499,0.007054903,FALSE,FALSE,,,UFL1,0.162771938,0.154728738,0.118370829,0.386427581,1.255091255,0.209445635,FALSE,FALSE
TNS1,0.455645946,0.090360579,0.068049205,-0.409115208,-1.359146917,0.174100038,FALSE,FALSE,,,CDH24,0.258129166,0.005242285,0.010103458,0.94658141,NA,NA,FALSE,FALSE,,,SNCB,0.16294714,0.017970787,0.015686929,0.196090668,1.506278907,0.131995591,FALSE,FALSE
GABRB2,0.455645946,0.062629452,0.052528447,-0.253742329,-0.730791382,0.464906588,FALSE,FALSE,,,YIPF2,0.258446834,0.064688776,0.041918723,-0.625920651,-1.162515931,0.245025957,FALSE,FALSE,,,AK5,0.163251142,0.165735966,0.155218106,0.094589848,1.492582864,0.135546412,FALSE,FALSE
ZKSCAN7,0.455711441,0.042874898,0.030798904,-0.47725423,-1.312707503,0.189281529,FALSE,FALSE,,,TM4SF1,0.258872041,0.018796952,0.008049921,-1.223452144,-0.68310438,0.494540888,FALSE,FALSE,,,ATP2B4,0.163326025,0.841207837,0.798092146,0.075906966,0.606391441,0.544254851,FALSE,FALSE
RPF2,0.456362708,0.057088905,0.03950393,-0.531214201,-1.503096983,0.132814037,FALSE,FALSE,,,NF2,0.258872041,0.069859248,0.048839962,-0.516389023,-1.372307289,0.169967798,FALSE,FALSE,,,ZNF414,0.163326025,0.017791514,0.010970842,0.697515031,2.062355145,0.039173936,FALSE,FALSE
CARNS1,0.456362708,0.009430209,0.002854873,-1.723863161,NA,NA,FALSE,FALSE,,,USP6NL,0.258908507,0.089161398,0.068130344,-0.388121747,-1.620433537,0.105139181,FALSE,FALSE,,,YOD1,0.163532661,0.031973397,0.012035755,1.409545415,1.271715127,0.203474354,FALSE,FALSE
COIL,0.456362708,0.064114844,0.048158144,-0.412878644,-1.381180188,0.167223565,FALSE,FALSE,,,EZH1,0.258908507,0.138531684,0.11160392,-0.311828275,-1.242653707,0.21399547,FALSE,FALSE,,,NDST3,0.163580649,0.020890086,0.015735444,0.4088005,1.391267885,0.164144208,FALSE,FALSE
SLC25A33,0.456583591,0.055882518,0.039358395,-0.505725646,-1.424621283,0.154266705,FALSE,FALSE,,,UQCRFS1,0.258908507,0.092593918,0.080877379,-0.195181196,-0.990255846,0.322049082,FALSE,FALSE,,,MZT1,0.163580649,0.049794572,0.017374354,1.519029163,1.851675679,0.064072408,FALSE,FALSE
RSRP1,0.456583591,0.38014605,0.357171559,-0.089936594,-0.7771361,0.437078477,FALSE,FALSE,,,ZNF331,0.258908507,0.068673697,0.056544342,-0.280374962,-1.153233153,0.248814699,FALSE,FALSE,,,CCNDBP1,0.163580649,0.079777357,0.073129895,0.125518042,0.176258152,0.860091137,FALSE,FALSE
MAEL,0.456583591,0.016210699,0.006866511,-1.239297229,-2.182904593,0.029042837,FALSE,FALSE,,,GART,0.258908507,0.102165102,0.080372604,-0.346126755,-1.524419988,0.12740383,FALSE,FALSE,,,SUPT4H1,0.163580649,0.049474273,0.029397509,0.750984618,1.647352467,0.099485619,FALSE,FALSE
VIT,0.456583591,0.005980346,0.01134306,0.923509044,2.26583987,0.023461189,FALSE,FALSE,,,CD59,0.259477853,0.173792283,0.168987423,-0.040448145,-0.763036111,0.44544186,FALSE,FALSE,,,DDX23,0.163839443,0.037461725,0.02459881,0.606828806,1.75003838,0.080111691,FALSE,FALSE
