no-pathology vs pathology differential expression,,,,,,,,,,,no-pathology vs early-pathology differential expression,,,,,,,,,,, early-pathology vs late-pathology differential expression,,,,,,,,
,IndModel.adj.pvals,no.pathology.mean,pathology.mean,IndModel.FC,MixedModel.z,MixedModel.p,DEGs.Ind.Model,DEGs.Ind.Mix.models,,,,IndModel.adj.pvals,no.pathology.mean,early.pathology.mean,IndModel.FC,MixedModel.z,MixedModel.p,DEGs.Ind.Model,DEGs.Ind.Mix.models,,,,IndModel.adj.pvals,late.pathology.mean,early.pathology.mean,IndModel.FC,MixedModel.z,MixedModel.p,DEGs.Ind.Model,DEGs.Ind.Mix.models
NCBP2-AS2,0.170305168,0.015622042,0.019398842,0.312387478,1.756878717,0.078938484,FALSE,FALSE,,,ADAP1,0.292525022,0.046571611,0.041724907,-0.158541955,-0.719898054,0.471587766,FALSE,FALSE,,,CARTPT,0.06328087,0.004073225,0.001666898,1.289005656,NA,NA,FALSE,FALSE
TRO,0.170305168,0.013058224,0.014210083,0.121956335,1.877515547,0.060447468,FALSE,FALSE,,,ATXN10,0.292525022,0.174289418,0.163367597,-0.093363115,-1.877888859,0.060396371,FALSE,FALSE,,,THBS4,0.06328087,0.033073334,0.032161926,0.040314676,1.409930724,0.15856014,FALSE,FALSE
CCT4,0.170355666,0.057165826,0.064605135,0.176495892,2.01954838,0.043430254,FALSE,FALSE,,,FBXO41,0.292699167,0.003505821,0.001976299,-0.826951378,NA,NA,FALSE,FALSE,,,NUDT1,0.06328087,0.010024982,0.007050159,0.5078719,1.38557531,0.165876622,FALSE,FALSE
ARF1,0.170377555,0.084934016,0.093240039,0.134607146,1.633743636,0.102312692,FALSE,FALSE,,,RDH10,0.292803226,0.000941751,0.002072624,1.138041833,NA,NA,FALSE,FALSE,,,FUNDC1,0.06328087,0.010690275,0.008090969,0.40191465,1.314564769,0.188656217,FALSE,FALSE
USF2,0.170987257,0.031328055,0.034245011,0.128438587,1.155660655,0.247819988,FALSE,FALSE,,,GLDN,0.292803226,0.353560502,0.34903142,-0.0186002,-1.04390674,0.29652854,FALSE,FALSE,,,TCEAL6,0.06328087,0.003956472,0.001548787,1.353075546,NA,NA,FALSE,FALSE
HSPBP1,0.170987257,0.016699288,0.019216024,0.202523265,1.860338728,0.062837618,FALSE,FALSE,,,RGN,0.292844391,0.026933086,0.023329696,-0.207212065,-1.758361379,0.07868604,FALSE,FALSE,,,NRIP3,0.06328087,0.003297269,0.001481247,1.154459565,NA,NA,FALSE,FALSE
XBP1,0.170987257,0.009907457,0.011913478,0.266008037,1.98876015,0.046727683,FALSE,FALSE,,,PEX26,0.293119403,0.020155313,0.017606796,-0.195027749,-1.578298079,0.114497147,FALSE,FALSE,,,PPFIA1,0.06328087,0.077154845,0.078854331,-0.031433231,0.425607817,0.670393644,FALSE,FALSE
JMJD8,0.171049454,0.010579728,0.012279057,0.214897228,0.988552423,0.322882174,FALSE,FALSE,,,PARM1,0.293307769,0.008694072,0.006358413,-0.451365289,NA,NA,FALSE,FALSE,,,MARS,0.06328087,0.040200231,0.03375194,0.252233346,1.715756382,0.08620664,FALSE,FALSE
RNF181,0.171103977,0.010709283,0.014082574,0.395049164,1.974345679,0.04834245,FALSE,FALSE,,,DLGAP2,0.293307769,0.012532763,0.00914541,-0.454584713,-1.516298876,0.129443796,FALSE,FALSE,,,MMP17,0.06328087,0.004713714,0.012076891,-1.357312844,NA,NA,FALSE,FALSE
PKN2,0.171312009,0.16564824,0.177607302,0.10056802,1.486522961,0.137140848,FALSE,FALSE,,,MYOT,0.293366755,0.027543677,0.031921319,0.212799081,1.211848844,0.225570247,FALSE,FALSE,,,CHRNA5,0.06328087,0.003547499,0.001241165,1.515107384,NA,NA,FALSE,FALSE
PWP1,0.17175683,0.040384409,0.043349694,0.102223386,1.492872187,0.135470647,FALSE,FALSE,,,AEBP2,0.293366755,0.089251562,0.104254496,0.224160284,2.703562893,0.006860046,FALSE,FALSE,,,TMEM219,0.06328087,0.051999982,0.052375097,-0.010369876,1.115320208,0.264713229,FALSE,FALSE
DOCK7,0.172019968,0.029537583,0.03237044,0.132125189,2.043790088,0.040974289,FALSE,FALSE,,,MRPS18B,0.29339996,0.02999009,0.021869333,-0.455576624,-1.55950073,0.118877912,FALSE,FALSE,,,MGME1,0.06328087,0.014366417,0.010057873,0.514375084,1.17764815,0.238936905,FALSE,FALSE
NBPF15,0.172019968,0.010214062,0.007083802,-0.527960851,NA,NA,FALSE,FALSE,,,PHC1,0.29339996,0.012733366,0.017214049,0.434972623,1.435254054,0.151214715,FALSE,FALSE,,,EP300,0.06328087,0.095545269,0.085564868,0.159165872,-0.054013017,0.956924793,FALSE,FALSE
STK25,0.172019968,0.046813412,0.051867955,0.14792157,1.242996343,0.213869181,FALSE,FALSE,,,LETMD1,0.29339996,0.023826271,0.019974364,-0.254403606,-1.53294265,0.125289986,FALSE,FALSE,,,ADAL,0.063336528,0.029876843,0.026982587,0.146999014,0.689796531,0.49032215,FALSE,FALSE
MAGI1,0.172019968,0.413623104,0.386731778,-0.096983458,-3.167641336,0.00153681,FALSE,FALSE,,,BCO2,0.293497669,0.032925883,0.024282075,-0.439330421,-1.738262662,0.082164542,FALSE,FALSE,,,UBAP2L,0.063525134,0.038065087,0.030896,0.301048305,0.795296382,0.426441118,FALSE,FALSE
GABRR1,0.172019968,0.006061501,0.00850478,0.48859887,1.342718021,0.179363297,FALSE,FALSE,,,SLC16A7,0.294035741,0.050194028,0.044865938,-0.161895166,-0.667431815,0.50449635,FALSE,FALSE,,,BCL10,0.063595396,0.006114526,0.003182301,0.942170358,NA,NA,FALSE,FALSE
TMEM5,0.172019968,0.021717785,0.026109631,0.265705128,1.626352352,0.103874721,FALSE,FALSE,,,THRA,0.294183965,0.083410558,0.076652538,-0.121896439,-2.35214471,0.018665512,FALSE,FALSE,,,CYB561A3,0.063595396,0.015552104,0.014269236,0.124201634,1.859186143,0.063000758,FALSE,FALSE
TNRC6A,0.172019968,0.235839225,0.245078008,0.05543734,1.576502425,0.11491006,FALSE,FALSE,,,SLC35G2,0.294213567,0.014098495,0.009841333,-0.518615457,-1.292298631,0.196253746,FALSE,FALSE,,,MAPK8,0.063595396,0.146345139,0.132229014,0.14633605,0.255383331,0.798427044,FALSE,FALSE
RER1,0.172171352,0.036017243,0.039484792,0.132609329,1.054673511,0.291574671,FALSE,FALSE,,,MPHOSPH10,0.294367228,0.036079066,0.041987659,0.218803381,1.304761913,0.191973932,FALSE,FALSE,,,SNRPA1,0.063651576,0.040278758,0.033864707,0.250236672,1.339201622,0.180505044,FALSE,FALSE
FRAT2,0.172171352,0.001773363,0.003496852,0.979569071,NA,NA,FALSE,FALSE,,,ATP5EP2,0.294670746,0.017566596,0.021098219,0.264286598,0.406014057,0.684732272,FALSE,FALSE,,,INSR,0.063651576,0.334618376,0.337232784,-0.011228117,-0.205326701,0.837316884,FALSE,FALSE
MAFF,0.172475761,0.005357601,0.006915808,0.368310754,NA,NA,FALSE,FALSE,,,PSMB7,0.294699376,0.061804665,0.057623613,-0.101055616,-1.169481983,0.242209496,FALSE,FALSE,,,LGR4,0.063779394,0.079582942,0.079587905,-9.00E-05,-0.257313827,0.796936519,FALSE,FALSE
TIMM23,0.172593036,0.021894514,0.017207316,-0.347547296,-2.777812508,0.005472619,FALSE,FALSE,,,NEK11,0.295208199,0.0351102,0.029991608,-0.227331331,-1.302990777,0.19257791,FALSE,FALSE,,,PPP2R2B,0.063812149,2.942170121,3.142882878,-0.095207842,-4.971592581,6.64E-07,FALSE,FALSE
EBF1,0.17261707,0.001996058,0.003190793,0.676761058,NA,NA,FALSE,FALSE,,,ADD3,0.295208199,0.280585274,0.304188643,0.116526997,1.466470137,0.142520251,FALSE,FALSE,,,TMEM179B,0.063993693,0.041926199,0.037353129,0.166622934,1.193054993,0.232847836,FALSE,FALSE
SMARCA4,0.172867828,0.06114119,0.049299581,-0.310569247,-2.846455354,0.004420893,FALSE,FALSE,,,METAP1D,0.295254745,0.043024903,0.035546382,-0.275469221,-1.746327232,0.080754107,FALSE,FALSE,,,ANKZF1,0.064136494,0.052706919,0.056192327,-0.092380771,0.922761475,0.356131521,FALSE,FALSE
LEMD1,0.172966945,0.00131687,0.00237907,0.853284788,NA,NA,FALSE,FALSE,,,EVL,0.295254745,0.075478009,0.071767532,-0.072725053,-1.242934787,0.213891866,FALSE,FALSE,,,GNG5,0.064155399,0.014040985,0.010485601,0.421234607,1.957380015,0.050302806,FALSE,FALSE
CLDN15,0.172966945,0.028415998,0.032283958,0.184114038,1.758103205,0.078729951,FALSE,FALSE,,,PYGL,0.295300074,0.011434552,0.015365063,0.426253863,2.20964341,0.02712992,FALSE,FALSE,,,IARS2,0.064167547,0.037673523,0.033034859,0.189561734,1.622014049,0.10480034,FALSE,FALSE
PIN4,0.172967203,0.05041671,0.055625332,0.14184007,0.431472103,0.666125133,FALSE,FALSE,,,PSMB9,0.295386719,0.013586543,0.010392849,-0.38658713,-1.766970567,0.077233158,FALSE,FALSE,,,CYTH1,0.064220656,0.163012014,0.161452413,0.013869288,-1.125856951,0.260226074,FALSE,FALSE
ATP7B,0.173090092,0.007973536,0.005226464,-0.609384335,NA,NA,FALSE,FALSE,,,MOAP1,0.295386719,0.016589386,0.012301526,-0.431423159,-1.122645738,0.261587982,FALSE,FALSE,,,IAH1,0.064300562,0.040628826,0.037727182,0.106899322,0.542614374,0.58739534,FALSE,FALSE
EAF2,0.173418274,0.009737852,0.006913241,-0.494241301,NA,NA,FALSE,FALSE,,,MRPL32,0.29565421,0.019201008,0.016970212,-0.178177531,-0.869812829,0.384402699,FALSE,FALSE,,,ASAH1,0.064733179,0.056823858,0.053060003,0.098872031,0.348041091,0.727809324,FALSE,FALSE
SH3BGRL2,0.173464358,0.015038052,0.011341087,-0.40705884,-2.482071632,0.013062101,FALSE,FALSE,,,KLHL23,0.295745284,0.030320618,0.023310889,-0.379295144,-1.862667833,0.062509014,FALSE,FALSE,,,COX17,0.064778109,0.024225183,0.019760262,0.29390553,1.940506218,0.052318199,FALSE,FALSE
ANKIB1,0.173464358,0.598321218,0.561779494,-0.090916261,-2.40585027,0.016134876,FALSE,FALSE,,,TMEM209,0.295748317,0.01540215,0.020371194,0.403398838,1.615208371,0.106265578,FALSE,FALSE,,,YTHDF1,0.064778109,0.036595082,0.032100736,0.1890434,1.27026857,0.20398898,FALSE,FALSE
SMARCD1,0.173464358,0.017204246,0.02308443,0.424155414,1.386316224,0.165650365,FALSE,FALSE,,,PSME4,0.296203108,0.194384157,0.209822213,0.110256779,3.201672881,0.001366321,FALSE,FALSE,,,DNAH9,0.064887316,0.015358425,0.014463424,0.086621132,1.310081971,0.190168107,FALSE,FALSE
CLSTN2,0.173613172,0.027348195,0.0230145,-0.248902499,-1.344568473,0.17876463,FALSE,FALSE,,,MPV17,0.296767717,0.031327448,0.026085905,-0.264156749,-1.756330905,0.079031923,FALSE,FALSE,,,EML6,0.064947864,0.020454485,0.017069873,0.260964893,2.243433532,0.024868872,FALSE,FALSE
ANKUB1,0.173613172,0.081080724,0.071058144,-0.190358964,-3.02744168,0.002466333,FALSE,FALSE,,,TWISTNB,0.296767717,0.018769231,0.014776378,-0.345076848,-1.999380298,0.045567222,FALSE,FALSE,,,PRPF39,0.064947864,0.04838808,0.041886186,0.208177177,0.416064419,0.677362865,FALSE,FALSE
AK6,0.173613172,0.019934581,0.02170031,0.122442362,1.901896595,0.057184674,FALSE,FALSE,,,SH3BGRL,0.296980444,0.052391893,0.064448856,0.298811176,1.707998565,0.087636609,FALSE,FALSE,,,PTPN2,0.065080649,0.042344545,0.040467189,0.065423491,1.734607634,0.082810326,FALSE,FALSE
PGM2L1,0.173613172,0.018461414,0.012849806,-0.522766484,-1.727901968,0.084005801,FALSE,FALSE,,,TRMT1L,0.297020067,0.040564323,0.037541933,-0.111708466,-1.897631416,0.057744653,FALSE,FALSE,,,EMILIN2,0.065124705,0.000322538,0.003283999,-3.347914571,NA,NA,FALSE,FALSE
CHCHD6,0.174062823,0.040515639,0.033904543,-0.257000303,-2.943619425,0.003243986,FALSE,FALSE,,,METTL5,0.297140318,0.018938473,0.014064318,-0.429280438,-1.701809567,0.088791073,FALSE,FALSE,,,ARSG,0.065322425,0.016636443,0.014578231,0.190531304,0.739919765,0.45934868,FALSE,FALSE
MAF1,0.174062823,0.033651645,0.034921365,0.053432927,1.721026257,0.085246059,FALSE,FALSE,,,ATP5J,0.297140318,0.060954891,0.052281069,-0.221453336,-1.041751344,0.297526978,FALSE,FALSE,,,NDUFA8,0.065473765,0.025388412,0.020818114,0.286330786,1.849464069,0.064390832,FALSE,FALSE
NAP1L2,0.174204106,0.009921216,0.007761829,-0.354120302,NA,NA,FALSE,FALSE,,,CHD9,0.297358056,0.318778408,0.341499571,0.099329853,2.321207061,0.020275671,FALSE,FALSE,,,PPCS,0.065615485,0.010433864,0.008931899,0.224234658,1.651027752,0.098732908,FALSE,FALSE
VGLL4,0.174713239,0.097716981,0.101715879,0.057863729,2.0457394,0.040782017,FALSE,FALSE,,,NUFIP2,0.297400095,0.071886699,0.083533673,0.216633029,1.229941854,0.21871888,FALSE,FALSE,,,AK5,0.065615485,0.830333884,0.810295643,0.03524319,-3.093638232,0.001977184,FALSE,FALSE
PIAS1,0.175009025,0.170983214,0.177094338,0.050663389,1.156763241,0.247369104,FALSE,FALSE,,,RPA3,0.297985926,0.009180258,0.006942432,-0.403093586,-1.746767846,0.080677616,FALSE,FALSE,,,PIKFYVE,0.065615485,0.081084072,0.07637892,0.086244029,0.889962033,0.373486273,FALSE,FALSE
NUDT16,0.17502646,0.01203341,0.007069965,-0.767270532,-2.591500892,0.009555829,FALSE,FALSE,,,SMIM19,0.298384476,0.017511425,0.014274685,-0.294837572,-1.08705108,0.277014236,FALSE,FALSE,,,COG3,0.065625813,0.038694699,0.034105227,0.182143065,0.695929178,0.486473183,FALSE,FALSE
CHPT1,0.175026979,0.04107754,0.044465304,0.114330277,0.82021509,0.412093501,FALSE,FALSE,,,CAPZA2,0.298759236,0.062478745,0.055501855,-0.170829465,-1.295300899,0.195216449,FALSE,FALSE,,,EXOC4,0.065884059,0.305970992,0.291804567,0.06839242,-0.30631778,0.759362703,FALSE,FALSE
ZC3H11A,0.175045422,0.11677878,0.125823881,0.107627621,1.990693089,0.046514639,FALSE,FALSE,,,ZNF513,0.29905283,0.003509826,0.005132682,0.548313162,NA,NA,FALSE,FALSE,,,FMR1,0.065884059,0.036212526,0.032977944,0.134987345,1.202240876,0.229270217,FALSE,FALSE
PTOV1,0.175211695,0.047463098,0.052755005,0.152501706,0.833544453,0.404537738,FALSE,FALSE,,,NBPF15,0.299341182,0.009908576,0.007263766,-0.447959933,NA,NA,FALSE,FALSE,,,CSRNP3,0.065999191,0.064186712,0.05627074,0.189889717,1.028084399,0.303910129,FALSE,FALSE
WBP11,0.175577062,0.023189262,0.025776937,0.152623921,1.709695371,0.087322219,FALSE,FALSE,,,SPATA31D3,0.299341182,0.00245206,0.001029976,-1.251383174,NA,NA,FALSE,FALSE,,,ACER3,0.065999191,0.393554756,0.384527795,0.033476491,0.451021287,0.651974207,FALSE,FALSE
IFI27L1,0.175979917,0.005819372,0.00843809,0.536052968,NA,NA,FALSE,FALSE,,,APH1A,0.299594453,0.02163183,0.027439337,0.343089888,2.214722887,0.026779091,FALSE,FALSE,,,SLC39A13,0.066100121,0.01459571,0.011797605,0.307050319,1.231267631,0.218222784,FALSE,FALSE
ZBTB37,0.176115141,0.04150755,0.043008671,0.051253778,1.051764385,0.292907663,FALSE,FALSE,,,TNS2,0.299594453,0.038246984,0.045258328,0.242837282,1.127389895,0.259577669,FALSE,FALSE,,,C12orf65,0.066494031,0.02239677,0.021752347,0.042119584,1.583450903,0.113318729,FALSE,FALSE
H1FX,0.176115141,0.023344139,0.030735091,0.396826377,0.843214704,0.399108376,FALSE,FALSE,,,HFM1,0.299766474,0.007528928,0.011658523,0.630868664,1.294192052,0.195599092,FALSE,FALSE,,,ZNF891,0.066494031,0.023488804,0.019082889,0.299693628,1.019698416,0.307871513,FALSE,FALSE
CXXC5,0.176115141,0.09064939,0.096040718,0.083348869,1.128781741,0.258989917,FALSE,FALSE,,,RBM5,0.299766474,0.120558299,0.114216423,-0.077960864,-1.863528063,0.062388008,FALSE,FALSE,,,TET1,0.066682283,0.047528569,0.041976143,0.179225328,0.580045507,0.56188393,FALSE,FALSE
CAP2,0.176652738,0.020597496,0.013813143,-0.576427282,-1.421993243,0.155028212,FALSE,FALSE,,,PHF14,0.299766474,0.212202849,0.201235931,-0.076556098,-0.898420667,0.368961322,FALSE,FALSE,,,SUCLA2,0.066682283,0.039293109,0.030265022,0.376624927,0.850989742,0.394775051,FALSE,FALSE
ANKRD28,0.176951752,0.306913085,0.324403549,0.079959449,1.263080179,0.206560366,FALSE,FALSE,,,C17orf75,0.299783379,0.017164646,0.012417881,-0.467021086,-1.863015503,0.062460085,FALSE,FALSE,,,NDUFV3,0.066682283,0.041267625,0.040629519,0.022482126,1.37570377,0.168913364,FALSE,FALSE
POMGNT2,0.176951752,0.00647816,0.008201244,0.340258677,NA,NA,FALSE,FALSE,,,CLCN6,0.300005894,0.023142371,0.020616689,-0.166724033,-1.964969645,0.049417751,FALSE,FALSE,,,FANCF,0.066685084,0.008675019,0.005544384,0.645839605,NA,NA,FALSE,FALSE
PANK2,0.176951752,0.024355572,0.027632236,0.182100413,2.022338088,0.043141436,FALSE,FALSE,,,KSR2,0.3002724,0.016656355,0.013167497,-0.339091605,-0.835729947,0.403306844,FALSE,FALSE,,,PEX11B,0.066739772,0.027045749,0.02340002,0.208892116,1.300335107,0.193486141,FALSE,FALSE
LAMP5,0.176951752,0.004774335,0.002591614,-0.881448929,NA,NA,FALSE,FALSE,,,PPFIBP1,0.300508795,0.146015414,0.144097378,-0.019076592,-0.842888492,0.39929081,FALSE,FALSE,,,TBC1D8B,0.066814098,0.038990981,0.033876106,0.202872403,1.456736366,0.145189167,FALSE,FALSE
SCAMP4,0.176951752,0.015394814,0.019046317,0.307067568,1.464527466,0.143049884,FALSE,FALSE,,,ATG16L1,0.300613649,0.018416583,0.013567282,-0.440873732,-1.720222642,0.085391979,FALSE,FALSE,,,GSTZ1,0.066850889,0.009088991,0.006527672,0.477551501,NA,NA,FALSE,FALSE
PLEKHG4,0.177039349,0.004407637,0.002193692,-1.006644897,NA,NA,FALSE,FALSE,,,TMEM41B,0.300613649,0.091658202,0.07738654,-0.244181325,-1.466743756,0.142445775,FALSE,FALSE,,,ANKRD6,0.066926029,0.012029237,0.009175068,0.390754392,2.257648405,0.023967588,FALSE,FALSE
POLR2A,0.177039349,0.033917089,0.039343898,0.214127573,1.064103747,0.287281704,FALSE,FALSE,,,SLC2A14,0.300613649,0.004218873,0.002079033,-1.020945215,NA,NA,FALSE,FALSE,,,ECSIT,0.066926029,0.029843484,0.025418843,0.23151764,1.23296997,0.217586968,FALSE,FALSE
UBA6,0.177073223,0.1010715,0.109653938,0.117581384,1.392640084,0.163728655,FALSE,FALSE,,,URM1,0.300892302,0.069850666,0.065733424,-0.087646741,-1.285070602,0.198767614,FALSE,FALSE,,,SH3GL2,0.06701291,0.012656572,0.010159993,0.31698737,0.815390465,0.41484884,FALSE,FALSE
CDC42BPA,0.177220998,0.735416666,0.755040239,0.037991661,1.33493173,0.181898692,FALSE,FALSE,,,UBE3C,0.301066868,0.120817636,0.108504715,-0.155073327,-1.461470233,0.143886439,FALSE,FALSE,,,NCOA3,0.06701291,0.055019704,0.048669089,0.176942595,0.32918142,0.742018566,FALSE,FALSE
CTAGE1,0.17734675,0.001347949,0.002348542,0.800999472,NA,NA,FALSE,FALSE,,,GABRA5,0.30106754,0.005130701,0.002923131,-0.811641745,NA,NA,FALSE,FALSE,,,ZC2HC1A,0.067022701,0.045642153,0.038754579,0.236000082,-0.076026561,0.939397967,FALSE,FALSE
TNPO2,0.17734675,0.058865477,0.047660629,-0.30462378,-2.044607051,0.040893614,FALSE,FALSE,,,PARP6,0.301446803,0.079426112,0.070659139,-0.168737216,-1.413155644,0.157609965,FALSE,FALSE,,,ZNF549,0.06712987,0.019802336,0.016621192,0.25264678,1.328164818,0.184123664,FALSE,FALSE
C21orf62,0.17734675,0.009125809,0.006483383,-0.493205705,NA,NA,FALSE,FALSE,,,PPP1CB,0.301508566,0.025068233,0.02265586,-0.145976066,-1.719613768,0.085502672,FALSE,FALSE,,,SLC38A9,0.067195699,0.166107925,0.176328156,-0.086141953,-0.014157472,0.988704349,FALSE,FALSE
MTRNR2L12,0.177607647,0.014915085,0.020496552,0.458609023,1.486163589,0.137235856,FALSE,FALSE,,,TMEM144,0.301508566,1.615070139,1.58322632,-0.028729318,-0.807725477,0.419248634,FALSE,FALSE,,,PTCH2,0.067522678,0.006892647,0.006821525,0.014963757,NA,NA,FALSE,FALSE
FBXO42,0.178053049,0.082360255,0.072710889,-0.179776876,-2.459010148,0.013932068,FALSE,FALSE,,,DMTN,0.301508566,0.013187087,0.009001897,-0.550824921,-1.246503374,0.212579651,FALSE,FALSE,,,FYTTD1,0.067522678,0.03340292,0.027581059,0.27629638,1.12531816,0.260454237,FALSE,FALSE
ENPP4,0.178462403,0.07703247,0.081730399,0.085406089,0.886718561,0.375230443,FALSE,FALSE,,,JKAMP,0.301508566,0.027750693,0.03383759,0.286103018,2.247969794,0.024578116,FALSE,FALSE,,,CSTF3,0.067522678,0.066961269,0.064629942,0.051124178,0.082757376,0.934044462,FALSE,FALSE
CA14,0.178486177,0.019401562,0.015534708,-0.320677664,-2.471847319,0.013441691,FALSE,FALSE,,,WWP2,0.301508566,0.114783293,0.101959271,-0.170919706,-2.129580312,0.033206278,FALSE,FALSE,,,CDK12,0.067579982,0.067663136,0.064436651,0.070488521,0.085562219,0.931814433,FALSE,FALSE
EDRF1,0.178540478,0.041322391,0.046605658,0.173581399,1.304061996,0.192212445,FALSE,FALSE,,,EYA2,0.301508566,0.003829806,0.002519934,-0.603885383,NA,NA,FALSE,FALSE,,,HAT1,0.067611622,0.03636013,0.035187101,0.047310705,0.937004452,0.348756268,FALSE,FALSE
MYADM,0.178600514,0.01200282,0.014070283,0.229277887,1.229531444,0.218872616,FALSE,FALSE,,,HDHD2,0.301742686,0.01532338,0.021493864,0.488190318,2.168864397,0.03009298,FALSE,FALSE,,,MAK,0.067648735,0.045619696,0.040068143,0.187201175,1.120135885,0.262655861,FALSE,FALSE
RGS7,0.178884726,0.07175965,0.058338868,-0.298715456,-0.602883194,0.546586397,FALSE,FALSE,,,HK1,0.30181662,0.010777091,0.00764773,-0.49486421,-1.897684371,0.057737673,FALSE,FALSE,,,HYAL1,0.067676805,0.012354114,0.009422698,0.390779501,1.498526846,0.133996423,FALSE,FALSE
MSTN,0.178884726,0.000551668,0.000863387,0.646205839,NA,NA,FALSE,FALSE,,,PSMB1,0.301927383,0.070316271,0.063582243,-0.14523464,-1.701940793,0.088766468,FALSE,FALSE,,,APPL1,0.067686948,0.063591962,0.059728067,0.090435398,0.523009593,0.600967577,FALSE,FALSE
PDGFA,0.178884726,0.032529503,0.026183875,-0.31307015,-2.485926642,0.01292146,FALSE,FALSE,,,GPATCH2,0.302307228,0.039167186,0.035158053,-0.155790325,-1.928531547,0.053789044,FALSE,FALSE,,,GRIN3A,0.067686948,0.008778046,0.007329906,0.260105142,0.687662315,0.491665456,FALSE,FALSE
ZMIZ2,0.178884726,0.046385636,0.039374326,-0.236422898,-3.287622428,0.001010372,FALSE,FALSE,,,SLC25A45,0.30240933,0.008979405,0.00535211,-0.74651219,NA,NA,FALSE,FALSE,,,ZNF169,0.067925104,0.02378784,0.0191149,0.315526619,1.480710518,0.13868373,FALSE,FALSE
HMGB3,0.178884726,0.001760588,0.000397882,-2.14564552,NA,NA,FALSE,FALSE,,,AP3B2,0.30240933,0.031942032,0.028117914,-0.183966522,-0.870103489,0.384243851,FALSE,FALSE,,,KIAA1107,0.067928629,0.042176884,0.041473309,0.024269337,0.10767948,0.914249947,FALSE,FALSE
IFNA13,0.178884726,0.00263449,0.001250176,-1.075392401,NA,NA,FALSE,FALSE,,,FADS2,0.302598943,0.036667952,0.031572338,-0.215858619,-0.782657841,0.433828065,FALSE,FALSE,,,ST3GAL2,0.068001541,0.022162219,0.019350414,0.195737914,2.033325585,0.04201964,FALSE,FALSE
ART4,0.178884726,0.000813249,0.000165876,-2.293596261,NA,NA,FALSE,FALSE,,,SWI5,0.302659874,0.016501357,0.013032689,-0.340449886,-1.673765486,0.094176698,FALSE,FALSE,,,NDUFAF6,0.068029563,0.135794762,0.134773161,0.010894604,1.831302789,0.067055362,FALSE,FALSE
SLIRP,0.178884726,0.092114607,0.07872009,-0.226698075,-2.581248882,0.009844358,FALSE,FALSE,,,TWF1,0.302659874,0.019795617,0.02566222,0.374464935,0.941690479,0.346351131,FALSE,FALSE,,,DHX15,0.0680841,0.086445118,0.081000973,0.093845237,0.669291889,0.5033093,FALSE,FALSE
PLCB2,0.178884726,0.001356935,0.000191619,-2.824038419,NA,NA,FALSE,FALSE,,,AC231657.1,0.302835645,0.000915284,0.002555232,1.481163242,NA,NA,FALSE,FALSE,,,SAT1,0.068173903,0.026960163,0.022846578,0.238851124,1.287331017,0.197978937,FALSE,FALSE
PPP1R14D,0.178884726,0.000786853,0.000289543,-1.442316254,NA,NA,FALSE,FALSE,,,SIRT2,0.302835645,0.198663947,0.221093075,0.154323755,1.756360496,0.079026874,FALSE,FALSE,,,DDX5,0.068173903,0.281056593,0.276960733,0.02117921,0.124900794,0.90060209,FALSE,FALSE
TMEM62,0.178884726,0.025061367,0.030284625,0.27312043,1.916782324,0.055265591,FALSE,FALSE,,,ABCC4,0.303057283,0.010234667,0.006470164,-0.661590042,-0.910228593,0.362701968,FALSE,FALSE,,,SPATS2L,0.068252375,0.111717251,0.104397382,0.097766457,1.563871069,0.11784785,FALSE,FALSE
NR2F2,0.178884726,0.001010705,0.000202458,-2.319667741,NA,NA,FALSE,FALSE,,,SLC6A1,0.303190484,0.116494728,0.102193627,-0.188959435,-0.721623003,0.470526293,FALSE,FALSE,,,DNASE1,0.068398978,0.078045534,0.070691498,0.142779364,1.228686708,0.219189292,FALSE,FALSE
CHSY1,0.178884726,0.021663419,0.025969292,0.261545742,1.747413404,0.080565654,FALSE,FALSE,,,TONSL,0.303190484,0.000880516,0.002145168,1.28467005,NA,NA,FALSE,FALSE,,,MPHOSPH6,0.068510218,0.016656108,0.013936771,0.257154964,1.621619775,0.104884786,FALSE,FALSE
XAF1,0.178884726,0.000684273,0.001158629,0.759775352,NA,NA,FALSE,FALSE,,,TPR,0.30320671,0.07142845,0.082129889,0.201408521,1.741714603,0.081558396,FALSE,FALSE,,,MMP24,0.068752842,0.034046873,0.030677233,0.150353945,0.767245534,0.442935545,FALSE,FALSE
KLHL14,0.178884726,0.000895403,0.000174752,-2.357232204,NA,NA,FALSE,FALSE,,,NDUFS4,0.30320671,0.065108685,0.056900877,-0.194399122,-1.908895809,0.056275534,FALSE,FALSE,,,CENPC,0.068769059,0.083102742,0.087333461,-0.07163843,0.745162423,0.456173536,FALSE,FALSE
TBC1D20,0.178884726,0.023477407,0.027003723,0.201885253,1.950385548,0.051130183,FALSE,FALSE,,,WNK1,0.30320671,0.322432065,0.344472405,0.095393195,1.305701145,0.191654209,FALSE,FALSE,,,NUP98,0.068769059,0.075026206,0.070322727,0.093403579,0.31859755,0.750031711,FALSE,FALSE
DHX34,0.178884726,0.033161014,0.024382468,-0.443643964,-2.490562042,0.012754123,FALSE,FALSE,,,PIP5K1C,0.30320671,0.015289703,0.02268511,0.569185336,2.183128791,0.029026327,FALSE,FALSE,,,NPTN,0.068778676,0.048815325,0.044510097,0.133201501,0.473088836,0.636149801,FALSE,FALSE
