no-pathology vs pathology differential expression,,,,,,,,,,,no-pathology vs early-pathology differential expression,,,,,,,,,,, early-pathology vs late-pathology differential expression,,,,,,,,
,IndModel.adj.pvals,no.pathology.mean,pathology.mean,IndModel.FC,MixedModel.z,MixedModel.p,DEGs.Ind.Model,DEGs.Ind.Mix.models,,,,IndModel.adj.pvals,no.pathology.mean,early.pathology.mean,IndModel.FC,MixedModel.z,MixedModel.p,DEGs.Ind.Model,DEGs.Ind.Mix.models,,,,IndModel.adj.pvals,late.pathology.mean,early.pathology.mean,IndModel.FC,MixedModel.z,MixedModel.p,DEGs.Ind.Model,DEGs.Ind.Mix.models
DPY30,0.413218377,0.055516446,0.046694438,-0.249664509,-1.451404867,0.146667155,FALSE,FALSE,,,USF1,0.545880676,0.008027031,0.005520994,-0.539938296,NA,NA,FALSE,FALSE,,,TAF6L,0.249035027,0.013297969,0.010585397,0.329130558,1.923554517,0.054410447,FALSE,FALSE
STYXL1,0.413355191,0.046056231,0.038717846,-0.250397687,-3.062060006,0.002198194,FALSE,FALSE,,,SPRED2,0.545880676,0.025232448,0.030769459,0.286218868,1.278738861,0.20098903,FALSE,FALSE,,,AKR1B1,0.249053232,0.026564981,0.025841094,0.039858535,0.255709275,0.798175333,FALSE,FALSE
OVOL2,0.41348652,0.00690295,0.008324547,0.270158701,NA,NA,FALSE,FALSE,,,TTC30A,0.545880676,0.00140057,0.001793824,0.357023993,NA,NA,FALSE,FALSE,,,CLIP1,0.249053232,0.05398159,0.056825709,-0.074076296,-0.087648378,0.93015615,FALSE,FALSE
ZEB2,0.413662881,1.495252652,1.509487156,0.013669205,-0.504434014,0.613956421,FALSE,FALSE,,,MAPK9,0.545880676,0.038121768,0.034159826,-0.158314413,-1.086303025,0.277344949,FALSE,FALSE,,,RPN2,0.249053232,0.031892372,0.035043373,-0.135930247,0.716985316,0.473383157,FALSE,FALSE
GPR173,0.413662881,0.069075342,0.058248566,-0.245948285,-1.710597827,0.08715538,FALSE,FALSE,,,C5,0.545880676,0.019806298,0.024402507,0.301070162,1.473543169,0.140604633,FALSE,FALSE,,,NAT14,0.249053232,0.007223064,0.005127122,0.494461643,NA,NA,FALSE,FALSE
TMEM65,0.413662881,0.036286784,0.041719083,0.201263261,0.745856992,0.455753808,FALSE,FALSE,,,USP28,0.545880676,0.023322981,0.028222917,0.275114914,1.836239465,0.066322248,FALSE,FALSE,,,TCEAL2,0.249152686,0.014386787,0.012310906,0.224807512,0.65891883,0.509947893,FALSE,FALSE
MMS19,0.413662881,0.054572972,0.055754215,0.03089426,1.156702032,0.247394119,FALSE,FALSE,,,MYL12A,0.545880676,0.007656084,0.006308253,-0.279366201,-0.821222891,0.41151932,FALSE,FALSE,,,ZNRF1,0.249289678,0.035563467,0.031773199,0.162585604,-0.118864175,0.905382964,FALSE,FALSE
FBF1,0.413662881,0.015946792,0.013738551,-0.215036376,-2.055107609,0.039868612,FALSE,FALSE,,,SLAIN2,0.546170731,0.034123947,0.030944605,-0.141096607,-1.399741488,0.161590745,FALSE,FALSE,,,CTSB,0.249715335,0.02484439,0.023795852,0.062210032,-0.21181782,0.832249166,FALSE,FALSE
C20orf27,0.413662881,0.005052462,0.007021158,0.474722452,NA,NA,FALSE,FALSE,,,ATAD5,0.546170731,0.016872784,0.020155396,0.25646807,1.142030822,0.253441208,FALSE,FALSE,,,PPP2R3A,0.249871843,0.181875513,0.227734512,-0.32440162,-3.982290371,6.83E-05,FALSE,FALSE
LYPLA2,0.413675008,0.006869456,0.00922699,0.425664212,NA,NA,FALSE,FALSE,,,EPG5,0.546170731,0.043620161,0.043706891,0.002865669,-0.999794238,0.317410095,FALSE,FALSE,,,SIRT2,0.249871843,0.213859101,0.232526607,-0.120735204,-0.417969821,0.675969182,FALSE,FALSE
CD55,0.413913193,0.107083659,0.114925642,0.10196239,-0.095748728,0.923720139,FALSE,FALSE,,,RNF115,0.546516851,0.123009614,0.120885189,-0.025133589,-1.022341753,0.306619178,FALSE,FALSE,,,CCBL2,0.24987611,0.047612841,0.044265888,0.105155346,0.405216682,0.685318244,FALSE,FALSE
KDM5B,0.41398017,0.062962378,0.064813329,0.041800503,0.419876877,0.674575401,FALSE,FALSE,,,USP13,0.546516851,0.041578558,0.039660545,-0.068135214,-1.76825315,0.077018592,FALSE,FALSE,,,VRK2,0.249900044,0.410495896,0.411923512,-0.005008676,-2.674144701,0.007492012,FALSE,FALSE
PFDN4,0.414104653,0.017991458,0.018288565,0.023629795,0.942587759,0.345891803,FALSE,FALSE,,,SLC3A2,0.546516851,0.018574541,0.01940841,0.063355394,1.429757869,0.152786525,FALSE,FALSE,,,TACR3,0.249923301,0.014169037,0.015279112,-0.108818964,0.61174724,0.540705002,FALSE,FALSE
KCNIP1,0.41413432,0.005232626,0.00334569,-0.645231234,NA,NA,FALSE,FALSE,,,HERC4,0.546516851,0.180553424,0.180570221,0.000134211,-1.022222785,0.306675469,FALSE,FALSE,,,WWC1,0.250088756,0.007930595,0.007674997,0.047262911,NA,NA,FALSE,FALSE
RSPRY1,0.41418329,0.041904552,0.042353927,0.015388783,1.061445492,0.288487492,FALSE,FALSE,,,GABARAP,0.546516851,0.006169627,0.006145844,-0.005572116,NA,NA,FALSE,FALSE,,,TBC1D14,0.25029315,0.0488888,0.050013834,-0.032823229,-0.650337803,0.515474044,FALSE,FALSE
FUT11,0.414302135,0.022642955,0.022109888,-0.034370487,0.50745261,0.611837279,FALSE,FALSE,,,WRB,0.546516851,0.057875266,0.05061639,-0.193342309,-1.196121012,0.231649339,FALSE,FALSE,,,HARS,0.25029315,0.045621684,0.041809782,0.125879154,-0.052750015,0.957931088,FALSE,FALSE
MYO1C,0.414302135,0.003468996,0.004795137,0.467053855,NA,NA,FALSE,FALSE,,,CAV1,0.54705541,0.013774336,0.011464826,-0.264768375,0.510605681,0.609627197,FALSE,FALSE,,,SDHAF3,0.25029315,0.010473019,0.008861476,0.241058487,1.250042534,0.21128401,FALSE,FALSE
FAM49B,0.414399329,0.231581637,0.215356367,-0.104794881,-2.191971108,0.028381593,FALSE,FALSE,,,MFF,0.547190374,0.110084686,0.119272224,0.115644321,1.027390007,0.304236855,FALSE,FALSE,,,AQR,0.25029315,0.053788248,0.055443725,-0.04373319,0.313699069,0.753749608,FALSE,FALSE
RARS,0.414776662,0.039976189,0.043148438,0.110167414,0.793499085,0.427487102,FALSE,FALSE,,,RPL36,0.54723664,0.070713852,0.074609434,0.077365224,0.919620314,0.357771208,FALSE,FALSE,,,FAM171A2,0.25029315,0.000692065,0.002544717,-1.878525827,NA,NA,FALSE,FALSE
FASTK,0.414776662,0.022536648,0.027430248,0.283494694,0.195006864,0.845387574,FALSE,FALSE,,,CBR1,0.548043376,0.245777801,0.236147578,-0.057665878,-0.437809947,0.661524059,FALSE,FALSE,,,TMEM230,0.250398851,0.081246444,0.085569283,-0.074788334,-0.433951863,0.664323397,FALSE,FALSE
PDZRN3,0.415190123,0.007945881,0.00886264,0.157529341,NA,NA,FALSE,FALSE,,,ERCC4,0.548092017,0.032777959,0.035182353,0.102125932,1.026082184,0.304852847,FALSE,FALSE,,,ARHGEF1,0.250531723,0.03094329,0.030861191,0.003832863,-0.113301857,0.909791245,FALSE,FALSE
TSPAN9,0.415190123,0.0083157,0.010548837,0.343174423,1.210913405,0.225928595,FALSE,FALSE,,,NCOA3,0.548130811,0.051947234,0.046270556,-0.166952486,-1.250248241,0.211208879,FALSE,FALSE,,,UIMC1,0.25067613,0.044821357,0.044902321,-0.00260367,0.201951359,0.839954751,FALSE,FALSE
BBS10,0.415370192,0.010988245,0.01244458,0.179556633,0.550372112,0.582064173,FALSE,FALSE,,,LLfos-48D6.2,0.548163965,0.003224644,0.003868787,0.262741356,NA,NA,FALSE,FALSE,,,LIPA,0.25067613,0.331379754,0.342406332,-0.047223921,-1.092952277,0.274414753,FALSE,FALSE
BTG1,0.415484695,0.033291251,0.035305225,0.084738632,0.477322069,0.633132798,FALSE,FALSE,,,YIPF1,0.548678821,0.017734656,0.014866372,-0.254518741,-1.482452392,0.138219962,FALSE,FALSE,,,SOX21,0.25067613,0.001178779,0.003706182,-1.652640714,NA,NA,FALSE,FALSE
PSMA1,0.415562909,0.003692909,0.004577175,0.309699707,NA,NA,FALSE,FALSE,,,ANKRD35,0.548678821,0.003966633,0.002826571,-0.488861952,NA,NA,FALSE,FALSE,,,SMARCA4,0.25067613,0.051001794,0.049865007,0.032520231,0.618500387,0.536245542,FALSE,FALSE
VANGL2,0.415708383,0.004043705,0.004885722,0.272894189,NA,NA,FALSE,FALSE,,,PPIAL4G,0.548678821,0.001232266,0.000345755,-1.833492102,NA,NA,FALSE,FALSE,,,SALL1,0.250701425,0.062467811,0.063185441,-0.016479186,0.545952384,0.585098668,FALSE,FALSE
TRPM7,0.415880372,0.112562093,0.119977464,0.092042387,1.417263362,0.156405943,FALSE,FALSE,,,C1orf115,0.548678821,0.005222719,0.003520384,-0.569068485,NA,NA,FALSE,FALSE,,,MYBPC1,0.250708378,0.000841353,0.002344577,-1.478544573,NA,NA,FALSE,FALSE
CCHCR1,0.415990391,0.005866766,0.004479669,-0.389173331,NA,NA,FALSE,FALSE,,,MYT1L,0.548678821,0.020538198,0.019063214,-0.107518264,0.397627904,0.690904488,FALSE,FALSE,,,MSANTD3-TMEFF1,0.250934258,0.007840259,0.006145701,0.351323815,NA,NA,FALSE,FALSE
TANK,0.415994909,0.063693426,0.063126191,-0.01290576,0.141863391,0.887187911,FALSE,FALSE,,,VPS54,0.548678821,0.105330773,0.112784226,0.098638324,1.591204624,0.111563533,FALSE,FALSE,,,TMX1,0.250988383,0.029337512,0.027297347,0.103985805,0.20246822,0.839550701,FALSE,FALSE
IPPK,0.416183038,0.027136074,0.024064882,-0.173282657,-1.708347777,0.087571831,FALSE,FALSE,,,TANK,0.548678821,0.061785358,0.063655329,0.043016304,1.570110232,0.116389469,FALSE,FALSE,,,MEGF8,0.250988383,0.018775379,0.024846063,-0.404175203,-2.782487628,0.005394392,FALSE,FALSE
RFC4,0.416295656,0.006953062,0.008004965,0.203246582,NA,NA,FALSE,FALSE,,,DAZL,0.548678821,0.001064535,0.000514471,-1.04906051,NA,NA,FALSE,FALSE,,,LRRN1,0.251149887,0.017005816,0.01556957,0.127299182,0.950521152,0.341847512,FALSE,FALSE
JARID2,0.416295656,0.119378591,0.126474675,0.083304398,0.573837162,0.566077999,FALSE,FALSE,,,ADGRG7,0.548678821,0.000849443,0.000387648,-1.131771852,NA,NA,FALSE,FALSE,,,SLC25A14,0.251149887,0.002961627,0.005454126,-0.880957962,NA,NA,FALSE,FALSE
SSR4,0.416295656,0.026959978,0.027854693,0.047101093,1.383842062,0.166406821,FALSE,FALSE,,,DPPA2,0.548678821,0.001061524,0.000267971,-1.985989173,NA,NA,FALSE,FALSE,,,SHISA2,0.251397403,0.006291692,0.003841218,0.711883918,NA,NA,FALSE,FALSE
MBTPS2,0.416506327,0.027109423,0.02867183,0.080839591,0.501167821,0.616253019,FALSE,FALSE,,,SIDT1,0.548678821,0.007742075,0.006140647,-0.334329573,NA,NA,FALSE,FALSE,,,ARMC8,0.251686768,0.119359701,0.121579378,-0.026582717,-0.25029442,0.802359671,FALSE,FALSE
RC3H1,0.416519697,0.094300815,0.093515426,-0.01206587,0.611909782,0.540597449,FALSE,FALSE,,,FBXO40,0.548678821,0.000967946,0.000372151,-1.379036679,NA,NA,FALSE,FALSE,,,CPED1,0.251686768,0.002395501,0.00350408,-0.548708409,NA,NA,FALSE,FALSE
NAA15,0.41660697,0.081628399,0.082614832,0.017329656,0.797720992,0.425032419,FALSE,FALSE,,,HSPA9,0.548678821,0.080020159,0.073573417,-0.121178895,-0.723949598,0.469096679,FALSE,FALSE,,,ATF7IP2,0.251808591,0.004553386,0.010740606,-1.238063629,NA,NA,FALSE,FALSE
MAOA,0.41660697,0.002612031,0.002884347,0.143072615,NA,NA,FALSE,FALSE,,,PRSS35,0.548678821,0.000918424,0.000457497,-1.005397779,NA,NA,FALSE,FALSE,,,TSC1,0.252021104,0.056210286,0.051036478,0.139305388,0.343134749,0.73149709,FALSE,FALSE
PREPL,0.416721346,0.166636516,0.151845477,-0.134100646,-1.401526989,0.161056543,FALSE,FALSE,,,NACAD,0.548678821,0.042625806,0.053629706,0.331305222,1.980564937,0.047640084,FALSE,FALSE,,,PITPNM3,0.252066931,0.002193385,0.003773816,-0.782865384,NA,NA,FALSE,FALSE
RUFY2,0.416721346,0.153783881,0.138324616,-0.152846373,-3.28703455,0.001012484,FALSE,FALSE,,,MUC17,0.548678821,0.001084071,0.000488269,-1.15070957,NA,NA,FALSE,FALSE,,,HERC5,0.252076973,0.00742367,0.007898007,-0.089356015,NA,NA,FALSE,FALSE
COL14A1,0.416800827,0.014895659,0.018243209,0.292467536,0.931004239,0.351851372,FALSE,FALSE,,,HMGB3,0.548678821,0.001708519,0.000621915,-1.457958317,NA,NA,FALSE,FALSE,,,GLRX,0.252076973,0.01086212,0.007190574,0.595126919,1.498700389,0.133951376,FALSE,FALSE
ZBTB7C,0.417398542,0.005409574,0.006410352,0.244888548,NA,NA,FALSE,FALSE,,,RGS22,0.548678821,0.003496087,0.005234183,0.582223208,NA,NA,FALSE,FALSE,,,GATC,0.252076973,0.01931967,0.019364068,-0.003311571,1.053480566,0.292120797,FALSE,FALSE
CAT,0.417613982,0.046541975,0.039056555,-0.252967706,-2.662228097,0.007762526,FALSE,FALSE,,,RABL6,0.548678821,0.034885401,0.041040641,0.234429814,0.517192679,0.605021662,FALSE,FALSE,,,RALGAPA2,0.252076973,0.113078457,0.109953744,0.04042738,-0.723907971,0.469122236,FALSE,FALSE
CES2,0.417613982,0.016988199,0.012872878,-0.400198212,-1.915613275,0.055414339,FALSE,FALSE,,,VPS51,0.548678821,0.073200142,0.064949186,-0.172535003,-0.709319977,0.478125934,FALSE,FALSE,,,EFR3A,0.252312607,0.04894095,0.050182772,-0.036150048,0.079307119,0.936788344,FALSE,FALSE
CCNT2,0.417614249,0.056102742,0.061276081,0.127252757,-0.063549419,0.949329008,FALSE,FALSE,,,ZWINT,0.548678821,0.000935867,0.00060691,-0.624820807,NA,NA,FALSE,FALSE,,,RPS6KB1,0.252312607,0.034024245,0.03232108,0.074087769,0.421745099,0.673211082,FALSE,FALSE
NCOA6,0.417614249,0.148386278,0.15161811,0.031084399,0.809413647,0.418277255,FALSE,FALSE,,,RHEBL1,0.548678821,0.001034397,0.000520122,-0.9918669,NA,NA,FALSE,FALSE,,,ZNF300,0.252430231,0.005525078,0.003786743,0.545037098,NA,NA,FALSE,FALSE
PSG8,0.417614249,0.015640881,0.016677896,0.092615593,0.423643921,0.671825519,FALSE,FALSE,,,PCBP2,0.548678821,0.120927153,0.128286844,0.085235,1.543988712,0.122591067,FALSE,FALSE,,,SH3GLB2,0.252471016,0.072014559,0.098877144,-0.457348468,-3.701391243,0.000214421,FALSE,FALSE
CTIF,0.417780122,0.117672136,0.112570383,-0.063945437,-2.30850967,0.020970806,FALSE,FALSE,,,SLC25A30,0.548678821,0.001010725,0.000467934,-1.111015106,NA,NA,FALSE,FALSE,,,YEATS2,0.252473867,0.069906871,0.074462839,-0.091086371,-1.610500862,0.107288557,FALSE,FALSE
MOCS3,0.417925478,0.001566777,0.002209335,0.495812247,NA,NA,FALSE,FALSE,,,NPAP1,0.548678821,0.001057938,0.000240035,-2.13993708,NA,NA,FALSE,FALSE,,,DONSON,0.252685212,0.012467701,0.021290236,-0.771996474,-2.399382968,0.016422729,FALSE,FALSE
MOV10,0.41805959,0.005078494,0.006311607,0.313606526,NA,NA,FALSE,FALSE,,,SLC5A2,0.548678821,0.000773368,0.000357368,-1.113742189,NA,NA,FALSE,FALSE,,,LAMTOR2,0.252717884,0.015810191,0.015896645,-0.007867479,0.276385471,0.782252015,FALSE,FALSE
SLC37A3,0.418319184,0.038876886,0.044293121,0.188170003,0.942798683,0.345783885,FALSE,FALSE,,,SHCBP1,0.548678821,0.000954541,0.000263896,-1.854839623,NA,NA,FALSE,FALSE,,,ZBTB4,0.252717884,0.050679663,0.05495887,-0.116945406,-0.307609002,0.758379869,FALSE,FALSE
NMNAT2,0.418400818,0.017360842,0.013210064,-0.394199489,-0.828669076,0.407291689,FALSE,FALSE,,,POLDIP2,0.548678821,0.0190024,0.018735291,-0.020423204,-1.354874192,0.175457644,FALSE,FALSE,,,MKNK2,0.252762273,0.021065441,0.018142537,0.215501926,0.893025941,0.371843281,FALSE,FALSE
PSAT1,0.418522033,0.093831015,0.098917392,0.076159339,0.442661473,0.658010613,FALSE,FALSE,,,SLX4IP,0.548678821,0.06742761,0.061521231,-0.1322551,-0.12833724,0.897882096,FALSE,FALSE,,,KLHDC10,0.252814471,0.081063139,0.08364816,-0.045287759,-0.841113637,0.400284276,FALSE,FALSE
ZNF622,0.418639671,0.009189119,0.011580014,0.333638515,1.217551043,0.223394628,FALSE,FALSE,,,ZNF586,0.548678821,0.056332583,0.055452781,-0.02270979,-1.698770816,0.089362374,FALSE,FALSE,,,NONO,0.252814471,0.035558476,0.034850083,0.029031412,0.485637605,0.627224129,FALSE,FALSE
TRPV1,0.418639671,0.011885295,0.014306819,0.267525237,1.050215449,0.293619068,FALSE,FALSE,,,ZNF74,0.548678821,0.008668652,0.00673173,-0.364830317,NA,NA,FALSE,FALSE,,,NOL11,0.252814471,0.021671435,0.017991153,0.26850705,0.961092534,0.336505643,FALSE,FALSE
PHF13,0.418704883,0.010682682,0.012208344,0.192593559,0.629895168,0.528763174,FALSE,FALSE,,,TOMM22,0.548678821,0.017388693,0.017119013,-0.022549982,1.2374382,0.215924444,FALSE,FALSE,,,SRRM1,0.25313683,0.152361588,0.17925122,-0.234483711,-3.998478866,6.38E-05,FALSE,FALSE
ZNF41,0.418704883,0.01251074,0.010453209,-0.259221313,-1.926245499,0.054073727,FALSE,FALSE,,,ARID1A,0.548707904,0.147068784,0.151643808,0.04419553,1.187979912,0.234841324,FALSE,FALSE,,,POLR2M,0.253301939,0.02431972,0.023902582,0.024960141,1.195576744,0.231861771,FALSE,FALSE
WNK2,0.418704883,0.007665196,0.005040754,-0.604683325,NA,NA,FALSE,FALSE,,,PNLIPRP3,0.548707904,0.000671606,0.000379356,-0.824064209,NA,NA,FALSE,FALSE,,,PSMD10,0.253553303,0.021743822,0.023261041,-0.097310092,0.490521313,0.623765052,FALSE,FALSE
C11orf85,0.418704883,0.001803772,0.002966547,0.717767289,NA,NA,FALSE,FALSE,,,CFAP20,0.548707904,0.029234365,0.025496752,-0.197351802,-0.938819563,0.347823393,FALSE,FALSE,,,NRN1,0.253689883,0.005538934,0.004369388,0.342177131,NA,NA,FALSE,FALSE
PNKD,0.419041386,0.062185052,0.06399933,0.041488964,0.728922838,0.466048864,FALSE,FALSE,,,MLX,0.548707904,0.009106144,0.010503067,0.20589858,1.692910877,0.090472433,FALSE,FALSE,,,MIPOL1,0.253881902,0.036692724,0.033703836,0.122581227,-0.139536723,0.889026039,FALSE,FALSE
AP1S3,0.419041386,0.007769702,0.006060465,-0.358430731,NA,NA,FALSE,FALSE,,,COX19,0.548842662,0.052904569,0.047866218,-0.144384511,-1.755581451,0.079159902,FALSE,FALSE,,,PISD,0.254005098,0.032388581,0.028918658,0.163484668,-0.292925836,0.769578841,FALSE,FALSE
CARD19,0.419041386,0.020943795,0.022972846,0.133406777,0.811120462,0.417296496,FALSE,FALSE,,,CDC5L,0.54888139,0.036253507,0.040658145,0.165423828,0.840194749,0.400799202,FALSE,FALSE,,,CACHD1,0.254122597,0.004380103,0.002641897,0.729390437,NA,NA,FALSE,FALSE
SLC25A45,0.419041386,0.009257223,0.006611432,-0.485616561,NA,NA,FALSE,FALSE,,,AATF,0.54905087,0.043082609,0.047834155,0.150935512,1.286846427,0.198147821,FALSE,FALSE,,,PGM5,0.254122597,0.004051867,0.00320823,0.336808913,NA,NA,FALSE,FALSE
CDC73,0.419408064,0.078234485,0.083444182,0.093006797,0.001450925,0.99884233,FALSE,FALSE,,,CALCRL,0.550444111,0.002380844,0.001685386,-0.498394235,NA,NA,FALSE,FALSE,,,IL1RAP,0.254480478,0.00498705,0.002908363,0.777979147,NA,NA,FALSE,FALSE
WDR12,0.419408064,0.025613948,0.027721333,0.114066986,0.915713919,0.359816963,FALSE,FALSE,,,B3GALNT1,0.550444111,0.002075371,0.001364718,-0.604765863,NA,NA,FALSE,FALSE,,,SLC7A5,0.254716986,0.003916612,0.002934162,0.416657386,NA,NA,FALSE,FALSE
CYP20A1,0.419408064,0.071633395,0.074349193,0.053684768,1.459411098,0.144451993,FALSE,FALSE,,,FRS3,0.550444111,0.00667273,0.006276223,-0.088380578,NA,NA,FALSE,FALSE,,,ILK,0.254723042,0.032873069,0.029267402,0.16761146,-0.019022562,0.984823107,FALSE,FALSE
GPR1,0.419408064,0.00180857,0.002589289,0.517706682,NA,NA,FALSE,FALSE,,,RAB11FIP1,0.550444111,0.001951968,0.001183023,-0.722450868,NA,NA,FALSE,FALSE,,,SLC6A1,0.254776277,0.080591595,0.107476323,-0.415317584,-3.011967587,0.002595603,FALSE,FALSE
CRELD1,0.419408064,0.042422675,0.043993671,0.052460387,0.558836174,0.576273532,FALSE,FALSE,,,HKDC1,0.550444111,0.002024481,0.001399304,-0.532842885,NA,NA,FALSE,FALSE,,,SENP2,0.255520704,0.061612839,0.058199111,0.082233879,-0.294721569,0.768206585,FALSE,FALSE
NDUFAF2,0.419408064,0.068691969,0.073536722,0.098323426,1.265590063,0.205659886,FALSE,FALSE,,,ZNF77,0.550444111,0.00419816,0.003484565,-0.268778897,NA,NA,FALSE,FALSE,,,MED15,0.255553154,0.066186659,0.068304264,-0.045435195,-0.39752057,0.690983621,FALSE,FALSE
GVQW2,0.419408064,0.002374854,0.003142748,0.404187516,NA,NA,FALSE,FALSE,,,NFIC,0.550444111,0.12364621,0.117249596,-0.076635067,-0.469597764,0.638642423,FALSE,FALSE,,,MVB12A,0.255626284,0.020211471,0.018253811,0.146976646,0.736562921,0.46138819,FALSE,FALSE
PLEKHA7,0.419408064,0.103425008,0.106591816,0.043511607,0.789383183,0.429888082,FALSE,FALSE,,,NAT9,0.550636512,0.023557649,0.02081832,-0.178341975,-1.250284553,0.211195619,FALSE,FALSE,,,UBR2,0.255692069,0.144293311,0.147096153,-0.027755103,-0.389644913,0.696799136,FALSE,FALSE
C12orf60,0.419408064,0.01175958,0.00952052,-0.30472432,-1.551988124,0.120665065,FALSE,FALSE,,,MBNL3,0.550739764,0.013937417,0.010501503,-0.408367371,-1.404988018,0.160024841,FALSE,FALSE,,,TMEM94,0.255692069,0.048189772,0.048593612,-0.012039692,0.847310047,0.396822328,FALSE,FALSE
IFT81,0.419408064,0.021398077,0.018992806,-0.172028086,-2.084095975,0.037151438,FALSE,FALSE,,,USP10,0.550812062,0.038459327,0.036993685,-0.056054481,-1.279327206,0.200781856,FALSE,FALSE,,,NSD1,0.255707351,0.175557135,0.181320738,-0.046603311,-0.717317621,0.473178137,FALSE,FALSE
RCBTB1,0.419408064,0.047707582,0.048248908,0.016277706,-0.702251559,0.482522297,FALSE,FALSE,,,PLGLB1,0.550868704,0.028652184,0.032232962,0.169891698,0.514675988,0.606779455,FALSE,FALSE,,,RGS11,0.255707351,0.010644953,0.016238113,-0.609214466,-2.853939167,0.00431808,FALSE,FALSE
DEF8,0.419408064,0.030822394,0.026144535,-0.237469508,-1.516603655,0.129366782,FALSE,FALSE,,,LIMD1,0.550868704,0.013840172,0.011208353,-0.304287571,-0.801127224,0.423057997,FALSE,FALSE,,,PSMD8,0.255707351,0.044437273,0.046898021,-0.077756768,0.488363572,0.62529234,FALSE,FALSE
RALGAPA2,0.419408064,0.109524988,0.108931984,-0.007832446,0.038148293,0.969569447,FALSE,FALSE,,,RBM18,0.552149074,0.012014486,0.012821694,0.093811924,1.405478223,0.15987912,FALSE,FALSE,,,C6orf52,0.25579261,0.003967487,0.003179665,0.319350678,NA,NA,FALSE,FALSE
DCUN1D2,0.419441721,0.044221374,0.04597739,0.056180702,0.6199394,0.535297685,FALSE,FALSE,,,C12orf49,0.552149074,0.012114976,0.011066841,-0.130547988,-1.213512274,0.224934025,FALSE,FALSE,,,CNOT7,0.25579261,0.054961087,0.049850478,0.140803204,0.358193966,0.720198163,FALSE,FALSE
MBD2,0.419441721,0.043851423,0.039332674,-0.156895384,-1.717379114,0.085909925,FALSE,FALSE,,,SSBP4,0.552149074,0.009356068,0.006720518,-0.47732988,NA,NA,FALSE,FALSE,,,CSNK1G1,0.25579261,0.012419274,0.011186981,0.150760099,0.868057547,0.38536283,FALSE,FALSE
CTD-3105H18.18,0.419441721,0.005978642,0.00742856,0.313264852,NA,NA,FALSE,FALSE,,,TEX2,0.552379262,0.071454533,0.063431662,-0.171822402,-0.852209978,0.394097559,FALSE,FALSE,,,CCDC68,0.25579261,0.003833757,0.001791927,1.097247355,NA,NA,FALSE,FALSE
WBP2NL,0.41964463,0.031210871,0.037477227,0.26396559,0.783578452,0.433287504,FALSE,FALSE,,,EPB41,0.552389502,0.013571025,0.012269988,-0.145395858,-1.059895087,0.289192331,FALSE,FALSE,,,C19orf12,0.25579261,0.028837881,0.029198009,-0.017904865,0.509650231,0.610296526,FALSE,FALSE
LRPAP1,0.419675247,0.036643724,0.038053067,0.054446637,0.657858803,0.510628865,FALSE,FALSE,,,CASKIN1,0.552852092,0.004937951,0.002504947,-0.979132274,NA,NA,FALSE,FALSE,,,GORASP1,0.256133661,0.013019028,0.010711214,0.281499751,0.439724102,0.660136944,FALSE,FALSE
GPATCH4,0.419934495,0.007461648,0.008248422,0.144623889,NA,NA,FALSE,FALSE,,,ZGRF1,0.553427735,0.034080907,0.04210309,0.304962378,1.502283537,0.133023899,FALSE,FALSE,,,SHFM1,0.256133661,0.155890248,0.166740163,-0.097070975,1.4430242,0.149013654,FALSE,FALSE
SVBP,0.420289992,0.010619358,0.011984432,0.174464945,1.129431837,0.258715709,FALSE,FALSE,,,TRIM2,0.553427735,1.08223756,1.10757218,0.033383504,0.940085737,0.347173584,FALSE,FALSE,,,PHB2,0.256133661,0.025804593,0.026238473,-0.02405591,0.719284008,0.471965947,FALSE,FALSE
IGFBP5,0.420289992,0.001563318,0.002266212,0.535671344,NA,NA,FALSE,FALSE,,,FILIP1,0.553427735,0.010729513,0.008598759,-0.319384253,-1.017802969,0.308771601,FALSE,FALSE,,,CTD-2370N5.3,0.256133661,0.014153568,0.012535092,0.175193131,0.931406322,0.351643422,FALSE,FALSE
ZNF518B,0.420289992,0.001326524,0.002196381,0.72747819,NA,NA,FALSE,FALSE,,,COPS6,0.553427735,0.0532112,0.048444679,-0.135391729,-0.918632763,0.358287689,FALSE,FALSE,,,GTF2H2C,0.256208393,0.084299861,0.085597164,-0.022032744,-0.084773768,0.932441248,FALSE,FALSE
CTNNAL1,0.420289992,0.00880461,0.010284425,0.224130207,1.360667141,0.173618903,FALSE,FALSE,,,MTG1,0.553427735,0.001553393,0.002431286,0.64629637,NA,NA,FALSE,FALSE,,,ZSCAN1,0.256208393,0.002769888,0.001273907,1.120567882,NA,NA,FALSE,FALSE
ENTPD1,0.420289992,0.006972993,0.008328767,0.256324911,NA,NA,FALSE,FALSE,,,NTHL1,0.553427735,0.015515333,0.01208321,-0.360690812,-2.367721719,0.017897992,FALSE,FALSE,,,NABP1,0.256227053,0.004274025,0.002371543,0.849769433,NA,NA,FALSE,FALSE
GTSE1,0.420408849,0.001235993,0.002043906,0.72565787,NA,NA,FALSE,FALSE,,,ATRAID,0.553631878,0.021852866,0.024807935,0.18297911,1.976200299,0.048132096,FALSE,FALSE,,,YOD1,0.256258638,0.015806734,0.012990267,0.283108187,1.389547788,0.16466624,FALSE,FALSE
