no-pathology vs pathology differential expression,,,,,,,,,,,no-pathology vs early-pathology differential expression,,,,,,,,,,, early-pathology vs late-pathology differential expression,,,,,,,,
,IndModel.adj.pvals,no.pathology.mean,pathology.mean,IndModel.FC,MixedModel.z,MixedModel.p,DEGs.Ind.Model,DEGs.Ind.Mix.models,,,,IndModel.adj.pvals,no.pathology.mean,early.pathology.mean,IndModel.FC,MixedModel.z,MixedModel.p,DEGs.Ind.Model,DEGs.Ind.Mix.models,,,,IndModel.adj.pvals,late.pathology.mean,early.pathology.mean,IndModel.FC,MixedModel.z,MixedModel.p,DEGs.Ind.Model,DEGs.Ind.Mix.models
RAB34,0.831212984,0.007678565,0.010986403,0.516810484,0.207005434,0.836005615,FALSE,FALSE,,,EHD3,0.912596643,0.005824807,0.006941203,0.252975494,NA,NA,FALSE,FALSE,,,C16orf45,0.905535641,0.029711844,0.027600781,0.106329047,0.215095852,0.829692588,FALSE,FALSE
HELZ,0.831212984,0.221789111,0.197054325,-0.170595122,-0.935324525,0.34962108,FALSE,FALSE,,,EHBP1,0.912596643,0.10696229,0.09203882,-0.216787879,-0.653997931,0.513113138,FALSE,FALSE,,,GDE1,0.905535641,0.016201691,0.011725539,0.466490196,0.188938927,0.850140684,FALSE,FALSE
SYNDIG1,0.831212984,0.73110409,0.67408335,-0.117149832,-0.369566983,0.711705156,FALSE,FALSE,,,NAGK,0.912596643,0.052785045,0.073851468,0.484497352,0.952370243,0.340909245,FALSE,FALSE,,,NSMCE1,0.905535641,0.018547233,0.018492136,0.004292099,0.625903619,0.531378161,FALSE,FALSE
SLC27A1,0.831212984,0.042618366,0.055590138,0.383353688,0.289181404,0.772442562,FALSE,FALSE,,,C2orf68,0.912596643,0.022068979,0.017508505,-0.333963978,-0.25468548,0.798966032,FALSE,FALSE,,,XPO6,0.905535641,0.062240204,0.099872202,-0.682236403,-0.707274631,0.479395828,FALSE,FALSE
CIAO1,0.831486436,0.027519387,0.028111547,0.030714525,-0.893589864,0.371541371,FALSE,FALSE,,,ZNF2,0.912596643,0.008132586,0.005730944,-0.504941349,NA,NA,FALSE,FALSE,,,ATXN2L,0.905535641,0.038783705,0.053115062,-0.453670374,0.032882098,0.973768609,FALSE,FALSE
ZNF630,0.832086842,0.013086416,0.007006748,-0.901253078,-1.336867892,0.181265763,FALSE,FALSE,,,TBC1D8,0.912596643,0.080839107,0.072793811,-0.151237584,-0.404168402,0.686088888,FALSE,FALSE,,,YPEL3,0.905535641,0.047872129,0.036607,0.387066426,0.14387352,0.885600346,FALSE,FALSE
LMNB1,0.832470233,0.012142444,0.004964104,-1.290453506,-0.873266573,0.382517796,FALSE,FALSE,,,UXS1,0.912596643,0.034998922,0.01907407,-0.875697768,-0.415377024,0.677865924,FALSE,FALSE,,,ITGAL,0.905535641,0.083153863,0.11409619,-0.456395423,-1.751088111,0.079930734,FALSE,FALSE
MIER3,0.832789292,0.008298221,0.012498473,0.590877952,1.02176386,0.306892678,FALSE,FALSE,,,ACOXL,0.912596643,0.003769225,0.006721882,0.834597317,NA,NA,FALSE,FALSE,,,RNF40,0.905535641,0.02433298,0.029428644,-0.27430805,-1.109009828,0.267425942,FALSE,FALSE
ZDHHC5,0.832789292,0.03236212,0.024924385,-0.37674824,-1.445074545,0.148436948,FALSE,FALSE,,,MARCO,0.912596643,0.012562685,0.007922648,-0.665090161,NA,NA,FALSE,FALSE,,,C16orf58,0.905535641,0.008633094,0.014982749,-0.795352741,-0.2538837,0.799585408,FALSE,FALSE
PHF3,0.833001069,0.087113092,0.08725333,0.00232064,0.713124804,0.475768532,FALSE,FALSE,,,IWS1,0.912596643,0.059154811,0.080219165,0.43945143,0.849845485,0.395410997,FALSE,FALSE,,,HEATR3,0.905535641,0.025484438,0.03389047,-0.411263114,-1.110216138,0.2669059,FALSE,FALSE
GPR137B,0.833177578,0.023847846,0.028822034,0.273313221,0.463726102,0.642843994,FALSE,FALSE,,,MZT2B,0.912596643,0.027798402,0.020613881,-0.431385797,-0.57712861,0.563852578,FALSE,FALSE,,,NDRG4,0.905535641,0.017325074,0.011689611,0.56763463,-0.064113759,0.948879646,FALSE,FALSE
WDPCP,0.833177578,0.113981945,0.097292584,-0.228403567,-1.382422214,0.166842099,FALSE,FALSE,,,ARHGEF4,0.912596643,0.012189564,0.014783636,0.278354685,0.890150787,0.373384926,FALSE,FALSE,,,CNOT1,0.905535641,0.040815615,0.061655172,-0.59510073,-0.962810325,0.335642718,FALSE,FALSE
PIK3CB,0.833177578,0.069516098,0.064437119,-0.109455116,0.557013635,0.577518113,FALSE,FALSE,,,MAP3K19,0.912596643,0.01526313,0.017395913,0.188697493,-0.814058964,0.415611173,FALSE,FALSE,,,GOT2,0.905535641,0.021130668,0.014206207,0.572816957,0.886930767,0.375116176,FALSE,FALSE
SFMBT2,0.833177578,1.362802874,1.237403696,-0.139260646,0.096844925,0.922849546,FALSE,FALSE,,,LRP1B,0.912596643,0.063426536,0.073299076,0.208708457,1.410505768,0.158390394,FALSE,FALSE,,,NAE1,0.905535641,0.020119471,0.018298395,0.136875226,0.413677779,0.679110103,FALSE,FALSE
DNAAF2,0.833177578,0.011891193,0.006105452,-0.961723543,-1.064408602,0.287143639,FALSE,FALSE,,,PRPF40A,0.912596643,0.072107782,0.085026758,0.237761963,0.076746262,0.938825401,FALSE,FALSE,,,E2F4,0.905535641,0.017351311,0.030323227,-0.805378618,0.06285075,0.949885353,FALSE,FALSE
CHRM5,0.833177578,0.010071305,0.005408779,-0.896875621,0.201371744,0.840407908,FALSE,FALSE,,,KCNH7,0.912596643,0.023029164,0.014744814,-0.643254389,-0.441299148,0.658996443,FALSE,FALSE,,,TMEM208,0.905535641,0.011691012,0.018426788,-0.656404816,-0.975937237,0.329095568,FALSE,FALSE
KCTD1,0.833177578,0.014692854,0.02001858,0.446224963,0.451398353,0.65170247,FALSE,FALSE,,,KIAA1715,0.912596643,0.032151671,0.035168104,0.129373834,0.858760887,0.39047245,FALSE,FALSE,,,CENPT,0.905535641,0.026904771,0.028425484,-0.079322846,0.746573293,0.455321174,FALSE,FALSE
C20orf96,0.833177578,0.011247526,0.007535026,-0.577923333,-0.902246978,0.366925685,FALSE,FALSE,,,STK17B,0.912596643,0.110648553,0.079470954,-0.477485016,-1.012900207,0.31110783,FALSE,FALSE,,,DPEP2,0.905535641,0.020788451,0.033440734,-0.685824271,-2.108259644,0.035008537,FALSE,FALSE
TOP3B,0.833177578,0.010963904,0.012727628,0.215202001,0.883555385,0.376936272,FALSE,FALSE,,,SF3B1,0.912596643,0.109183859,0.125916248,0.205704865,0.437105522,0.662034823,FALSE,FALSE,,,PSMD7,0.905535641,0.013920507,0.022866173,-0.716003231,0.115095533,0.908369401,FALSE,FALSE
AHDC1,0.833219629,0.021139238,0.02673179,0.338633089,1.004617881,0.315080884,FALSE,FALSE,,,METTL21A,0.912596643,0.043720661,0.038329269,-0.189868752,-0.218125382,0.827331421,FALSE,FALSE,,,GAN,0.905535641,0.034347596,0.033383146,0.041089217,0.393595032,0.69388005,FALSE,FALSE
ALDH9A1,0.833219629,0.008614207,0.010304932,0.258545049,0.787494729,0.430992313,FALSE,FALSE,,,SP140,0.912596643,0.081692247,0.077654781,-0.073124418,-0.664501911,0.506369126,FALSE,FALSE,,,PLCG2,0.905535641,0.179303884,0.21709099,-0.275893111,-1.119978852,0.262722774,FALSE,FALSE
GRM7,0.833219629,0.031688606,0.024232009,-0.387050181,-0.949096962,0.342571299,FALSE,FALSE,,,ITM2C,0.912596643,0.034647345,0.023419947,-0.565006977,-0.182427695,0.855247093,FALSE,FALSE,,,ZC3H18,0.905535641,0.022013776,0.019205927,0.19685505,0.110518972,0.911997805,FALSE,FALSE
TXNRD3,0.833219629,0.014965978,0.016459995,0.13727735,0.454124904,0.64973893,FALSE,FALSE,,,NDUFA10,0.912596643,0.038857764,0.035074133,-0.147795443,-0.859476701,0.390077569,FALSE,FALSE,,,YWHAE,0.905535641,0.069917141,0.093972468,-0.426591954,-1.009260732,0.312849607,FALSE,FALSE
CYSTM1,0.833219629,0.025913761,0.022341157,-0.21401448,-1.196442828,0.231523797,FALSE,FALSE,,,CNTN4,0.912596643,0.016897191,0.02091318,0.307628968,1.252597401,0.210352261,FALSE,FALSE,,,SMYD4,0.905535641,0.052897418,0.050559001,0.065229362,-0.758756183,0.447998421,FALSE,FALSE
SNAP91,0.833219629,0.015701104,0.00957565,-0.713423674,-1.226841003,0.219882356,FALSE,FALSE,,,CPNE9,0.912596643,0.006616603,0.005954441,-0.152124469,NA,NA,FALSE,FALSE,,,ARRB2,0.905535641,0.186261183,0.15887031,0.229477508,0.191445999,0.848176184,FALSE,FALSE
ST5,0.833219629,0.068488821,0.074269503,0.116901396,0.628666697,0.529567285,FALSE,FALSE,,,DYNC1LI1,0.912596643,0.026807266,0.033110129,0.304648498,1.256246613,0.209026572,FALSE,FALSE,,,PSMB6,0.905535641,0.019660933,0.010264811,0.937624731,0.706146177,0.480097238,FALSE,FALSE
ABLIM1,0.833219629,0.025571099,0.022234528,-0.201712394,-0.274519616,0.783685331,FALSE,FALSE,,,PDCD6IP,0.912596643,0.107826159,0.091849803,-0.23135869,-1.533314987,0.125198264,FALSE,FALSE,,,DHX33,0.905535641,0.008966016,0.00955959,-0.092481606,-0.768518563,0.442179166,FALSE,FALSE
ZCRB1,0.833219629,0.013924716,0.009599574,-0.536605686,0.324046147,0.745903097,FALSE,FALSE,,,XYLB,0.912596643,0.028363648,0.037713071,0.411021523,0.550265705,0.582137143,FALSE,FALSE,,,MPDU1,0.905535641,0.009179968,0.013604628,-0.567536454,0.660163617,0.509148837,FALSE,FALSE
DNAL1,0.833219629,0.010158961,0.007048745,-0.527314504,-1.166077058,0.243583292,FALSE,FALSE,,,ABHD5,0.912596643,0.015905378,0.022396646,0.493768028,0.892375601,0.372191645,FALSE,FALSE,,,KDM6B,0.905535641,0.019671238,0.014605536,0.429572456,-0.199206657,0.842101092,FALSE,FALSE
SLC24A4,0.833219629,0.013544392,0.009481604,-0.514492523,-0.832028519,0.405392847,FALSE,FALSE,,,CCR5,0.912596643,0.005184928,0.007336868,0.500840314,0.002401256,0.998084077,FALSE,FALSE,,,GRAPL,0.905535641,0.021897759,0.042965301,-0.972388753,-1.546692057,0.121937519,FALSE,FALSE
NCOA6,0.833219629,0.090418549,0.068642191,-0.397523166,-0.848410761,0.396209252,FALSE,FALSE,,,PRKAR2A,0.912596643,0.079060841,0.074507579,-0.085576111,-0.971341767,0.331378117,FALSE,FALSE,,,AKAP10,0.905535641,0.189219347,0.220420356,-0.220197855,-0.712256775,0.476305785,FALSE,FALSE
NKAIN2,0.833267788,0.050093682,0.033264634,-0.590639525,-0.840543581,0.400603677,FALSE,FALSE,,,RAD54L2,0.912596643,0.023115665,0.021991792,-0.071905715,-0.896844724,0.369801779,FALSE,FALSE,,,PHF12,0.905535641,0.022990753,0.035017682,-0.607029849,-0.70509314,0.480752275,FALSE,FALSE
ABHD11,0.833267788,0.013687462,0.010179859,-0.427137315,-0.929163759,0.352804226,FALSE,FALSE,,,CACNA2D3,0.912596643,0.033722876,0.048167594,0.514335294,0.494130394,0.621214094,FALSE,FALSE,,,MYO18A,0.905535641,0.013145318,0.021866796,-0.734192811,-0.066648983,0.94686115,FALSE,FALSE
EGFL7,0.83335342,0.011378947,0.007946254,-0.518020321,-0.70052731,0.483598056,FALSE,FALSE,,,PDE12,0.912596643,0.005097739,0.006111777,0.261734467,NA,NA,FALSE,FALSE,,,ZNF207,0.905535641,0.126099504,0.122604923,0.040545695,0.749759602,0.453399504,FALSE,FALSE
RABGGTB,0.833408484,0.016167818,0.01948664,0.269360324,0.444613019,0.656599437,FALSE,FALSE,,,ATXN7,0.912596643,0.093740639,0.087007222,-0.107539469,-0.348503506,0.727462081,FALSE,FALSE,,,MYO1D,0.905535641,0.060268037,0.062960588,-0.063055935,-0.575662754,0.564843155,FALSE,FALSE
MMADHC,0.833408484,0.009426277,0.00964425,0.032980919,1.12241923,0.261684232,FALSE,FALSE,,,ROBO2,0.912596643,0.035562894,0.047041073,0.403548238,0.618863567,0.536006242,FALSE,FALSE,,,ASIC2,0.905535641,0.018208377,0.024369998,-0.42050379,-0.218104972,0.827347324,FALSE,FALSE
SEC13,0.833408484,0.03098971,0.022370579,-0.470186643,-1.170250361,0.241900232,FALSE,FALSE,,,CLDND1,0.912596643,0.017827541,0.014291387,-0.318961753,-0.799637465,0.423920874,FALSE,FALSE,,,CCL3,0.905535641,0.021948595,0.018230034,0.267811346,-0.690354407,0.489971341,FALSE,FALSE
TPRG1,0.833408484,0.045432177,0.058817613,0.372533785,1.885101111,0.059416188,FALSE,FALSE,,,ST3GAL6,0.912596643,0.165236694,0.161183688,-0.035828351,-0.187027495,0.851639075,FALSE,FALSE,,,GSDMB,0.905535641,0.012501876,0.017833373,-0.512434942,-0.998495963,0.318038921,FALSE,FALSE
SLBP,0.833408484,0.015055012,0.016275663,0.112472446,0.338778373,0.734776695,FALSE,FALSE,,,IGSF11,0.912596643,0.012858901,0.005808122,-1.146623798,NA,NA,FALSE,FALSE,,,DUSP3,0.905535641,0.022557624,0.021307856,0.082229672,0.389802741,0.696682417,FALSE,FALSE
GRK4,0.833408484,0.009237528,0.009923388,0.103325935,1.220190291,0.222392747,FALSE,FALSE,,,IFT122,0.912596643,0.030419672,0.021756659,-0.483547555,-0.895270052,0.370642745,FALSE,FALSE,,,G6PC3,0.905535641,0.011293329,0.010679422,0.080637298,0.790645135,0.429151101,FALSE,FALSE
FAM184B,0.833408484,0.016007139,0.013980798,-0.1952688,-0.591760673,0.554010862,FALSE,FALSE,,,NUDT16,0.912596643,0.023953691,0.010997228,-1.123108116,-0.895812034,0.370353162,FALSE,FALSE,,,EFTUD2,0.905535641,0.034544392,0.03141005,0.137225279,0.832702236,0.405012683,FALSE,FALSE
MTMR12,0.833408484,0.022106541,0.020601137,-0.101749398,-0.436445164,0.662513777,FALSE,FALSE,,,CPNE4,0.912596643,0.02029204,0.028891868,0.509749613,0.491655988,0.622962556,FALSE,FALSE,,,NMT1,0.905535641,0.091235025,0.108899967,-0.255343827,-0.994634113,0.31991425,FALSE,FALSE
MAP3K1,0.833408484,0.098844563,0.085806157,-0.204080439,-0.77086042,0.44078967,FALSE,FALSE,,,COPB2,0.912596643,0.027048343,0.033491606,0.30825934,0.9914665,0.321457842,FALSE,FALSE,,,ARHGAP27,0.905535641,0.063451011,0.087821616,-0.468932938,-0.28373761,0.77661147,FALSE,FALSE
MRPS33,0.833408484,0.007817553,0.011633376,0.573480787,2.184000536,0.028962209,FALSE,FALSE,,,SERP1,0.912596643,0.067516818,0.052748537,-0.356115832,0.009725327,0.992240434,FALSE,FALSE,,,KPNB1,0.905535641,0.113562238,0.164192657,-0.531906418,-0.67043775,0.502578776,FALSE,FALSE
ENPP2,0.833408484,0.011058249,0.008078964,-0.452880648,-0.676301741,0.498849088,FALSE,FALSE,,,GMPS,0.912596643,0.028216211,0.030275606,0.101631567,0.266934179,0.78951984,FALSE,FALSE,,,SP2,0.905535641,0.013863638,0.007782489,0.833002396,-0.270473646,0.786795889,FALSE,FALSE
MPPED2,0.833408484,0.025246182,0.018331978,-0.461702747,-1.057573927,0.290249734,FALSE,FALSE,,,NAALADL2,0.912596643,0.226771333,0.203972873,-0.152860982,-0.780901982,0.434860146,FALSE,FALSE,,,LRRC59,0.905535641,0.009535908,0.011515408,-0.272123322,0.457166734,0.647551207,FALSE,FALSE
BMS1,0.833408484,0.016155322,0.010454134,-0.627935976,-1.11059929,0.266740868,FALSE,FALSE,,,C3orf70,0.912596643,0.012356484,0.025653874,1.053908444,0.505654587,0.613099154,FALSE,FALSE,,,ABCC3,0.905535641,0.033209069,0.020738913,0.679237002,0.606060682,0.544474458,FALSE,FALSE
CDH23,0.833408484,0.043725559,0.045903563,0.070129309,0.475794506,0.634220784,FALSE,FALSE,,,EHHADH,0.912596643,0.009405883,0.01084496,0.205389496,-0.731226902,0.464640571,FALSE,FALSE,,,LUC7L3,0.905535641,0.382505904,0.419924298,-0.134647252,-0.669120925,0.503418343,FALSE,FALSE
ATP5EP2,0.833408484,0.019068909,0.025699486,0.430517209,0.938107922,0.348188951,FALSE,FALSE,,,LPP,0.912596643,0.589854512,0.56116215,-0.071941454,-1.074907336,0.282416217,FALSE,FALSE,,,DGKE,0.905535641,0.030677301,0.028288923,0.116934285,0.695186341,0.486938531,FALSE,FALSE
UBFD1,0.833408484,0.011106966,0.007817195,-0.50674178,-1.157862539,0.246920137,FALSE,FALSE,,,ZDHHC19,0.912596643,0.008886794,0.006918347,-0.361235637,NA,NA,FALSE,FALSE,,,YPEL2,0.905535641,0.078580324,0.0664339,0.242248507,0.970587346,0.33175381,FALSE,FALSE
NDUFV2,0.833408484,0.019108558,0.029048309,0.604235322,0.689772146,0.490337488,FALSE,FALSE,,,PIGZ,0.912596643,0.009663785,0.006622578,-0.545195271,NA,NA,FALSE,FALSE,,,BCAS3,0.905535641,0.289148645,0.307914913,-0.090720397,-1.933425867,0.053183757,FALSE,FALSE
DOK6,0.833408484,0.00790532,0.008710508,0.139932972,0.876624412,0.380690675,FALSE,FALSE,,,FYTTD1,0.912596643,0.024689468,0.016069864,-0.619538024,-1.010861823,0.312082569,FALSE,FALSE,,,MILR1,0.905535641,0.08104277,0.096110339,-0.246008149,-0.042938478,0.965750576,FALSE,FALSE
C21orf2,0.833408484,0.016585668,0.01325758,-0.323119576,-1.023939515,0.305863845,FALSE,FALSE,,,ZNF721,0.912596643,0.074478641,0.086074714,0.208762738,0.769618597,0.44152617,FALSE,FALSE,,,AMZ2,0.905535641,0.024492896,0.014001904,0.806740335,1.026205882,0.304794549,FALSE,FALSE
ERMAP,0.833429033,0.032824555,0.038742041,0.239124534,0.773413986,0.439277415,FALSE,FALSE,,,POLN,0.912596643,0.019269478,0.031711282,0.718678755,0.875917372,0.381074955,FALSE,FALSE,,,MAP2K6,0.905535641,0.055110631,0.042359249,0.379653622,1.260960398,0.207323116,FALSE,FALSE
ELMOD3,0.833429033,0.042878763,0.049272449,0.200517893,0.294702078,0.768221476,FALSE,FALSE,,,SLC30A9,0.912596643,0.056212704,0.059164599,0.073837985,0.642964596,0.520247073,FALSE,FALSE,,,SLC39A11,0.905535641,0.188933953,0.231823729,-0.295146258,-1.106791076,0.268384267,FALSE,FALSE
SKP2,0.833429033,0.013909478,0.021809241,0.648871349,0.585658462,0.558105053,FALSE,FALSE,,,GUF1,0.912596643,0.010203496,0.006092753,-0.743897268,-0.691072765,0.489519814,FALSE,FALSE,,,FAM104A,0.905535641,0.015170712,0.009617528,0.657550774,-0.660530897,0.508913198,FALSE,FALSE
GGNBP2,0.833429033,0.095246269,0.086901309,-0.13228468,-1.305043809,0.191877931,FALSE,FALSE,,,GNPDA2,0.912596643,0.006420937,0.00506962,-0.340906193,NA,NA,FALSE,FALSE,,,TTYH2,0.905535641,0.033032686,0.050701574,-0.618136259,-0.29269034,0.769758854,FALSE,FALSE
CEP170,0.833551229,0.239888244,0.271904061,0.180735241,0.00314433,0.997491192,FALSE,FALSE,,,PAICS,0.912596643,0.007132055,0.012936917,0.859104026,-0.876088124,0.380982129,FALSE,FALSE,,,TMEM104,0.905535641,0.022117504,0.013693458,0.69170181,0.558254105,0.57667088,FALSE,FALSE
TMIGD3,0.83387026,0.079289658,0.086558549,0.126543611,0.771470046,0.44042837,FALSE,FALSE,,,UBA6,0.912596643,0.079072324,0.06738356,-0.230776182,-0.647134264,0.517545051,FALSE,FALSE,,,KCTD2,0.905535641,0.016304132,0.011658845,0.483812702,0.559774305,0.575633392,FALSE,FALSE
BRK1,0.83387026,0.039943857,0.039655571,-0.010450098,0.391322928,0.695558554,FALSE,FALSE,,,GRSF1,0.912596643,0.033904076,0.022857033,-0.568820572,-0.569964074,0.568702065,FALSE,FALSE,,,HN1,0.905535641,0.021751346,0.021102236,0.043708841,0.878489938,0.379677896,FALSE,FALSE
NR3C2,0.83387026,0.086766671,0.096839544,0.158455309,0.880777053,0.378438502,FALSE,FALSE,,,MTHFD2L,0.912596643,0.022929206,0.026417632,0.204314787,0.711294436,0.476901799,FALSE,FALSE,,,TSEN54,0.905535641,0.023135089,0.014567551,0.667324222,0.585643398,0.558115178,FALSE,FALSE
PIR,0.83387026,0.009181654,0.007761104,-0.242492083,-0.666637996,0.505003393,FALSE,FALSE,,,RCHY1,0.912596643,0.026366645,0.017162029,-0.619493858,-0.184464221,0.853649293,FALSE,FALSE,,,LLGL2,0.905535641,0.015705335,0.01636155,-0.059054652,0.440610894,0.659494715,FALSE,FALSE
PHF6,0.83387026,0.032944356,0.023725042,-0.473620696,-1.19053875,0.233834709,FALSE,FALSE,,,FRAS1,0.912596643,0.012265541,0.003304944,-1.891912925,NA,NA,FALSE,FALSE,,,UNK,0.905535641,0.04774665,0.057629951,-0.271419297,0.054457217,0.956570894,FALSE,FALSE
GPAT4,0.83387026,0.023652151,0.023862137,0.012751856,0.02339778,0.981332976,FALSE,FALSE,,,CDS1,0.912596643,0.006607835,0.004399676,-0.586780345,NA,NA,FALSE,FALSE,,,SEC14L1,0.905535641,0.089893865,0.118314935,-0.396337638,-2.022658975,0.043108319,FALSE,FALSE
LYNX1,0.83387026,0.011551163,0.009173627,-0.332474006,-0.91097631,0.362307856,FALSE,FALSE,,,AFF1,0.912596643,0.328335066,0.296273201,-0.148240701,0.028959966,0.97689652,FALSE,FALSE,,,TNRC6C,0.905535641,0.031019816,0.039292397,-0.341060083,-0.781083048,0.434753651,FALSE,FALSE
RUSC2,0.83387026,0.018268128,0.019249177,0.075468032,1.13201812,0.257626816,FALSE,FALSE,,,METTL14,0.912596643,0.029556857,0.02322349,-0.347908043,-0.384500116,0.70060781,FALSE,FALSE,,,ENGASE,0.905535641,0.02285014,0.026881653,-0.234418823,-0.314055864,0.75347861,FALSE,FALSE
NAA40,0.83387026,0.020480776,0.017477856,-0.228742147,-0.979954026,0.327108813,FALSE,FALSE,,,EXOSC9,0.912596643,0.004959609,0.012800758,1.367931019,NA,NA,FALSE,FALSE,,,CCDC40,0.905535641,0.023896014,0.020177651,0.244011774,0.195998361,0.844611449,FALSE,FALSE
RAB6A,0.83387026,0.125411204,0.11331968,-0.1462678,-1.279304823,0.200789735,FALSE,FALSE,,,NAA15,0.912596643,0.082788979,0.074783454,-0.14671962,-0.145849024,0.884040574,FALSE,FALSE,,,DCXR,0.905535641,0.014440661,0.0143992,0.004148115,0.583844775,0.559324751,FALSE,FALSE
SEC23IP,0.83387026,0.021894552,0.021962153,0.004447556,0.385283565,0.700027337,FALSE,FALSE,,,LRBA,0.912596643,0.220037583,0.210256005,-0.065602959,-0.226335355,0.820940603,FALSE,FALSE,,,DUS1L,0.905535641,0.015423285,0.015815579,-0.036236248,0.143517913,0.885881165,FALSE,FALSE
KPNB1,0.83387026,0.138645146,0.135405628,-0.034109411,-1.338128018,0.180854709,FALSE,FALSE,,,PLRG1,0.912596643,0.009884476,0.013911922,0.493085382,NA,NA,FALSE,FALSE,,,C17orf62,0.905535641,0.081808388,0.088827378,-0.118755633,-1.416445924,0.156644986,FALSE,FALSE
ACTN4,0.83387026,0.046447026,0.053154577,0.194607706,1.248191771,0.211960837,FALSE,FALSE,,,GLRB,0.912596643,0.007305569,0.014685457,1.007319577,NA,NA,FALSE,FALSE,,,THOC1,0.905535641,0.057781717,0.052129696,0.148507635,0.671922995,0.501632721,FALSE,FALSE
USP9Y,0.834104549,0.035303217,0.027612382,-0.35448432,-1.394778382,0.16308268,FALSE,FALSE,,,TRAPPC11,0.912596643,0.042273382,0.037168034,-0.185687177,-0.892694381,0.37202086,FALSE,FALSE,,,MYOM1,0.905535641,0.020079906,0.020018383,0.00442705,-0.651673122,0.514612065,FALSE,FALSE
CDK13,0.834115192,0.192455945,0.215635767,0.164068258,1.003561455,0.315590041,FALSE,FALSE,,,KLKB1,0.912596643,0.005759691,0.004475292,-0.364009767,NA,NA,FALSE,FALSE,,,MYL12B,0.905535641,0.031960378,0.025373698,0.332950663,-0.520694784,0.602579409,FALSE,FALSE
NDUFB6,0.834115192,0.021667815,0.029159504,0.428412514,0.83964398,0.401108033,FALSE,FALSE,,,FRG1,0.912596643,0.018864944,0.022494775,0.253882124,-0.229863078,0.818198167,FALSE,FALSE,,,RAB12,0.905535641,0.118319439,0.095757639,0.30522764,0.388229253,0.697846387,FALSE,FALSE
TSPAN3,0.834242111,0.032021893,0.025149936,-0.348503899,-1.338782439,0.180641509,FALSE,FALSE,,,LPCAT1,0.912596643,0.038670564,0.02633814,-0.554082313,-0.101726552,0.918973726,FALSE,FALSE,,,TWSG1,0.905535641,0.025697629,0.025698881,-7.03E-05,0.97484879,0.329635271,FALSE,FALSE
TMEM130,0.834444246,0.009390886,0.00749072,-0.326156867,-1.260150853,0.207614948,FALSE,FALSE,,,PAPD7,0.912596643,0.040133429,0.037945536,-0.080874265,2.046696608,0.040687883,FALSE,FALSE,,,RAB31,0.905535641,0.244436867,0.279462567,-0.19319316,-0.837496859,0.402313342,FALSE,FALSE
RYR2,0.834733203,0.032259929,0.037063956,0.20027361,0.921555435,0.356760513,FALSE,FALSE,,,BASP1,0.912596643,0.098641844,0.093791331,-0.072745185,-1.270119474,0.204042076,FALSE,FALSE,,,APCDD1,0.905535641,0.010422832,0.008387685,0.313402709,0.987200934,0.323544144,FALSE,FALSE
SFI1,0.834767178,0.022435904,0.027359533,0.286234289,1.544362781,0.122500471,FALSE,FALSE,,,ARL15,0.912596643,0.44040354,0.410978299,-0.099763847,-0.091575649,0.927035199,FALSE,FALSE,,,AFG3L2,0.905535641,0.019503457,0.016614254,0.231308313,0.685752863,0.492868965,FALSE,FALSE
LRCH1,0.83544508,0.305455123,0.308398794,0.013836688,0.014123506,0.988731447,FALSE,FALSE,,,SKIV2L2,0.912596643,0.067209069,0.046836372,-0.521026595,-0.50155682,0.6159793,FALSE,FALSE,,,PSMG2,0.905535641,0.019819877,0.018602201,0.091474734,0.396040097,0.692075448,FALSE,FALSE
MAP1LC3B,0.835580337,0.022849597,0.026407531,0.208780651,0.871239137,0.383623595,FALSE,FALSE,,,RAB3C,0.912596643,0.005805562,0.012096204,1.059046636,NA,NA,FALSE,FALSE,,,ESCO1,0.905535641,0.041694731,0.031478352,0.405505068,0.381823711,0.70259213,FALSE,FALSE
PIK3CG,0.835879169,0.03333249,0.023709046,-0.491491483,-1.042825021,0.297029341,FALSE,FALSE,,,SREK1IP1,0.912596643,0.040039376,0.04575417,0.192483733,0.921946223,0.356556627,FALSE,FALSE,,,SNRPD1,0.905535641,0.018254039,0.015676602,0.219602824,1.016863969,0.309218146,FALSE,FALSE
ANAPC2,0.836189113,0.01039462,0.009334141,-0.155247938,-1.025595044,0.305082504,FALSE,FALSE,,,NLN,0.912596643,0.031260754,0.042505892,0.443310277,0.256561662,0.797517174,FALSE,FALSE,,,TMEM241,0.905535641,0.072368931,0.066659206,0.118566322,1.3155364,0.188329692,FALSE,FALSE
HMGCL,0.83657498,0.026822726,0.018528484,-0.533710984,-0.974247069,0.329933879,FALSE,FALSE,,,ANKRA2,0.912596643,0.022448526,0.026128045,0.218978451,0.510921593,0.60940596,FALSE,FALSE,,,SETBP1,0.905535641,0.126774035,0.139013747,-0.132968255,-0.082274334,0.934428564,FALSE,FALSE
RPL9,0.83657498,0.012608218,0.017941695,0.508951863,0.231749485,0.816732594,FALSE,FALSE,,,CMYA5,0.912596643,0.006778209,0.006195586,-0.12966341,NA,NA,FALSE,FALSE,,,SEC11C,0.905535641,0.014897882,0.00948936,0.650724534,0.387807508,0.698158489,FALSE,FALSE
