no-pathology vs pathology differential expression,,,,,,,,,,,no-pathology vs early-pathology differential expression,,,,,,,,,,, early-pathology vs late-pathology differential expression,,,,,,,,
,IndModel.adj.pvals,no.pathology.mean,pathology.mean,IndModel.FC,MixedModel.z,MixedModel.p,DEGs.Ind.Model,DEGs.Ind.Mix.models,,,,IndModel.adj.pvals,no.pathology.mean,early.pathology.mean,IndModel.FC,MixedModel.z,MixedModel.p,DEGs.Ind.Model,DEGs.Ind.Mix.models,,,,IndModel.adj.pvals,late.pathology.mean,early.pathology.mean,IndModel.FC,MixedModel.z,MixedModel.p,DEGs.Ind.Model,DEGs.Ind.Mix.models
MTCH1,0.702191944,0.054219613,0.062856278,0.213242014,1.533230595,0.125219048,FALSE,FALSE,,,CSRNP1,0.81404142,0.012410531,0.0046478,-1.416944783,NA,NA,FALSE,FALSE,,,HNRNPC,0.798839783,0.100490108,0.139225324,-0.470368152,-1.085837361,0.277550954,FALSE,FALSE
GBGT1,0.702191944,0.011654368,0.025017157,1.102047056,1.411527827,0.158089036,FALSE,FALSE,,,SCAP,0.81404142,0.034695594,0.042809201,0.303168441,1.846711752,0.064788928,FALSE,FALSE,,,NOVA1,0.798839783,0.014249103,0.015008934,-0.074950342,0.949304075,0.342465982,FALSE,FALSE
AHNAK,0.702191944,0.020273689,0.033530636,0.725871244,1.837100893,0.066195002,FALSE,FALSE,,,ARIH2,0.81404142,0.092241405,0.073966545,-0.318541592,-1.121192911,0.262205757,FALSE,FALSE,,,SRP54,0.798839783,0.030525372,0.062904982,-1.04316541,-1.18800688,0.234830699,FALSE,FALSE
IFIT2,0.702191944,0.019336329,0.007836732,-1.302989929,-1.681326623,0.092699489,FALSE,FALSE,,,DAG1,0.81404142,0.005373457,0.010909495,1.021661885,NA,NA,FALSE,FALSE,,,CTAGE5,0.798839783,0.046769278,0.027624303,0.759623112,0.269615871,0.787455789,FALSE,FALSE
RTCA,0.702580891,0.027120315,0.032492431,0.260729757,1.470176329,0.141514004,FALSE,FALSE,,,SLC25A26,0.81404142,0.068282382,0.074523943,0.126190621,0.912268333,0.36162748,FALSE,FALSE,,,GPR137C,0.798839783,0.025562388,0.048503265,-0.924059243,-0.366572746,0.713937741,FALSE,FALSE
ZGRF1,0.702580891,0.015220158,0.007575788,-1.006515479,-1.718248954,0.085751216,FALSE,FALSE,,,TMF1,0.81404142,0.028869434,0.046364728,0.683484875,1.151348455,0.24958891,FALSE,FALSE,,,SAMD4A,0.798839783,0.146997524,0.102398393,0.521598783,-0.478842612,0.6320506,FALSE,FALSE
NR3C1,0.702580891,0.253740891,0.20413475,-0.313834236,-1.68870058,0.091276824,FALSE,FALSE,,,GXYLT2,0.81404142,0.011123496,0.01527632,0.457686822,1.554760725,0.120003066,FALSE,FALSE,,,AP5M1,0.798839783,0.032267273,0.017794809,0.858615226,0.831839576,0.405499502,FALSE,FALSE
BCL7B,0.702580891,0.016784093,0.008591845,-0.966054612,-0.948196394,0.343029483,FALSE,FALSE,,,TAGLN3,0.81404142,0.022513397,0.008973141,-1.327098751,-1.110272561,0.266881593,FALSE,FALSE,,,ACYP1,0.798839783,0.015466381,0.013029799,0.247320887,0.990216344,0.322068385,FALSE,FALSE
MED13L,0.702580891,0.742121087,0.670587383,-0.146229263,-0.933051337,0.350793463,FALSE,FALSE,,,SRPRB,0.81404142,0.006325104,0.013320029,1.074436185,-0.6785898,0.497397807,FALSE,FALSE,,,GALC,0.798839783,0.018365775,0.018868619,-0.038969099,1.148399846,0.250803537,FALSE,FALSE
UACA,0.702580891,0.031312562,0.04020328,0.360571639,0.702307254,0.48248757,FALSE,FALSE,,,CEP63,0.81404142,0.05820146,0.034970177,-0.734930246,-1.219115854,0.222800223,FALSE,FALSE,,,NRDE2,0.798839783,0.022439724,0.047075791,-1.068930408,-1.319669505,0.186945386,FALSE,FALSE
SNU13,0.702580891,0.035130693,0.038594962,0.135680521,1.239704646,0.215084658,FALSE,FALSE,,,KLHL24,0.81404142,0.081060891,0.065488707,-0.307759894,-0.156344672,0.875761346,FALSE,FALSE,,,NUDT14,0.798839783,0.03903218,0.025228253,0.629623714,1.178853304,0.238456595,FALSE,FALSE
PRDM15,0.702580891,0.010265059,0.014925795,0.540065855,1.555842472,0.119745556,FALSE,FALSE,,,ETV5,0.81404142,0.101041409,0.118341532,0.228009815,2.013235076,0.044089905,FALSE,FALSE,,,SCG5,0.798839783,0.023985313,0.01456619,0.719527705,1.392186516,0.163865925,FALSE,FALSE
MFAP1,0.702690284,0.014566739,0.00845085,-0.785509667,-1.11930531,0.263009911,FALSE,FALSE,,,LMLN,0.81404142,0.0092036,0.003263541,-1.495760041,NA,NA,FALSE,FALSE,,,GOLGA8A,0.798839783,0.038096952,0.024990826,0.608277032,0.257567168,0.796740971,FALSE,FALSE
NMNAT2,0.703151075,0.01632578,0.011434113,-0.513807401,-1.277778593,0.201327504,FALSE,FALSE,,,TNIP2,0.81404142,0.00764921,0.012355028,0.691715551,0.292756221,0.769708493,FALSE,FALSE,,,CHP1,0.798839783,0.02347013,0.012233669,0.939968666,1.798222523,0.072141752,FALSE,FALSE
HNRNPDL,0.703151075,0.102254217,0.116415144,0.187118404,0.762651059,0.445671525,FALSE,FALSE,,,PCDH7,0.81404142,0.027969119,0.018865827,-0.568059444,-0.924138114,0.355414411,FALSE,FALSE,,,RTF1,0.798839783,0.037964167,0.072970032,-0.942665753,-0.053708479,0.957167427,FALSE,FALSE
UBE2H,0.703151075,0.13114706,0.112064335,-0.22685826,-1.069996087,0.28462107,FALSE,FALSE,,,PDS5A,0.81404142,0.221041945,0.181499968,-0.284350872,-2.040264301,0.041324008,FALSE,FALSE,,,CAPN3,0.798839783,0.030280075,0.019491581,0.635517609,1.518571619,0.128870359,FALSE,FALSE
DPY19L1,0.703598077,0.01884715,0.031148244,0.724804493,1.059857241,0.289209551,FALSE,FALSE,,,APBB2,0.81404142,0.018745337,0.007314133,-1.357772929,-1.245781912,0.212844472,FALSE,FALSE,,,DMXL2,0.798839783,0.097161225,0.055321251,0.812546906,0.687810118,0.491572363,FALSE,FALSE
CTNNBL1,0.703598077,0.061878539,0.038586891,-0.681328334,-1.203432631,0.228808947,FALSE,FALSE,,,HPSE,0.81404142,0.022525463,0.034561077,0.617591415,1.659846747,0.096945287,FALSE,FALSE,,,CCPG1,0.798839783,0.055599655,0.041743923,0.413509744,0.422481993,0.672673241,FALSE,FALSE
PTPRT,0.703598077,0.023356066,0.010321341,-1.178166833,-1.254544015,0.209644338,FALSE,FALSE,,,PGRMC2,0.81404142,0.010153917,0.016082424,0.66344852,1.087302506,0.276903142,FALSE,FALSE,,,APH1B,0.798839783,0.025307308,0.016453139,0.621191169,0.669115829,0.503421594,FALSE,FALSE
RTCB,0.704079131,0.076221339,0.053385681,-0.513742134,-1.791615331,0.073194606,FALSE,FALSE,,,RAB33B,0.81404142,0.007310302,0.011099399,0.602478535,NA,NA,FALSE,FALSE,,,MTFMT,0.798839783,0.022365821,0.048137629,-1.105869377,-1.317971308,0.187513253,FALSE,FALSE
MEI4,0.704204298,0.014972516,0.008952177,-0.742006094,-1.53527101,0.124717272,FALSE,FALSE,,,RNF175,0.81404142,0.032182838,0.039225889,0.285514568,1.343808277,0.179010392,FALSE,FALSE,,,RAB11A,0.798839783,0.187877094,0.174992538,0.102495777,0.303321954,0.761644517,FALSE,FALSE
PTPN9,0.704204298,0.06009842,0.079534614,0.404255808,1.206943169,0.227454031,FALSE,FALSE,,,DDX60L,0.81404142,0.086096724,0.054458627,-0.660797754,-0.374610809,0.707949933,FALSE,FALSE,,,NEO1,0.798839783,0.012507142,0.027839412,-1.154376636,-0.948858689,0.342692488,FALSE,FALSE
GTF3C1,0.704204298,0.021440799,0.022907339,0.095451169,1.191968086,0.233273759,FALSE,FALSE,,,UFSP2,0.81404142,0.018347162,0.014923154,-0.298004412,-0.840548843,0.400600728,FALSE,FALSE,,,NEIL1,0.798839783,0.014539945,0.009240929,0.65391204,0.279818522,0.77961674,FALSE,FALSE
SUGP2,0.704559474,0.087879452,0.066381962,-0.404734605,-1.57461228,0.115345967,FALSE,FALSE,,,IL7R,0.81404142,0.045384477,0.012376212,-1.874629143,-1.609606644,0.107483757,FALSE,FALSE,,,PSTPIP1,0.798839783,0.037640866,0.024189454,0.637921628,1.003921158,0.315416618,FALSE,FALSE
PPP2R1A,0.704559474,0.042495189,0.0493238,0.214984431,0.787507288,0.430984964,FALSE,FALSE,,,MRPS30,0.81404142,0.007905863,0.003175081,-1.316129618,NA,NA,FALSE,FALSE,,,WDR61,0.798839783,0.030067891,0.015611944,0.945573466,1.020650706,0.307419957,FALSE,FALSE
ZFYVE19,0.704660747,0.01002348,0.015901339,0.665764846,1.225738792,0.220296987,FALSE,FALSE,,,PLK2,0.81404142,0.009222372,0.002531798,-1.864975714,NA,NA,FALSE,FALSE,,,IQGAP1,0.798839783,0.05550918,0.051575429,0.106042473,1.513642866,0.130116443,FALSE,FALSE
ZNF236,0.704660747,0.062750048,0.047256647,-0.409099289,-1.611881409,0.106987748,FALSE,FALSE,,,CWC27,0.81404142,0.080024764,0.111003695,0.472089281,1.860772107,0.062776366,FALSE,FALSE,,,CHD2,0.798839783,0.111404224,0.109253811,0.028120332,0.962227443,0.335935367,FALSE,FALSE
MGAT4B,0.705423388,0.013434927,0.006954035,-0.95006627,-1.674582637,0.094016148,FALSE,FALSE,,,POC5,0.81404142,0.030626304,0.020946489,-0.548062875,-1.360026928,0.173821403,FALSE,FALSE,,,MCTP2,0.798839783,0.025534428,0.037971485,-0.572472706,-0.595177776,0.551724644,FALSE,FALSE
PTEN,0.705423388,0.193504117,0.244336861,0.336507264,1.229959849,0.218712141,FALSE,FALSE,,,MEF2C,0.81404142,1.531597276,1.621120715,0.081954524,-0.306341932,0.759344316,FALSE,FALSE,,,HAGH,0.798839783,0.054939513,0.038777868,0.502610653,0.315880272,0.752093386,FALSE,FALSE
C2orf88,0.705605554,0.009905074,0.011281474,0.187716017,0.547417998,0.584091593,FALSE,FALSE,,,RAD50,0.81404142,0.073186627,0.053032826,-0.464694437,-1.2751927,0.202241044,FALSE,FALSE,,,IL32,0.798839783,0.012177592,0.021129889,-0.79505635,-0.287748552,0.773539222,FALSE,FALSE
ASPH,0.705605554,0.05715295,0.065579385,0.19841439,0.57348975,0.566313137,FALSE,FALSE,,,WDR55,0.81404142,0.006527425,0.006189549,-0.076679646,NA,NA,FALSE,FALSE,,,ZNF200,0.798839783,0.00757902,0.011476847,-0.598643151,-0.077681228,0.938081627,FALSE,FALSE
ZNF821,0.705605554,0.03651102,0.016277063,-1.165491536,-1.705345772,0.088129956,FALSE,FALSE,,,PPP2R2B,0.81404142,0.083029362,0.068490183,-0.277724401,-0.275808995,0.782694775,FALSE,FALSE,,,PARN,0.798839783,0.053464001,0.103333411,-0.950667082,-0.099895699,0.920427131,FALSE,FALSE
RP11-729L2.2,0.705605554,0.011489844,0.013989317,0.283966345,1.48279422,0.138129092,FALSE,FALSE,,,MRPL22,0.81404142,0.0071504,0.014067804,0.976301246,2.1887831,0.028612609,FALSE,FALSE,,,NPIPA1,0.798839783,0.012064981,0.024171565,-1.002485294,-1.233400503,0.217426377,FALSE,FALSE
RP11-314N13.10,0.705605554,0.019542106,0.012207538,-0.678813659,-1.272113181,0.203332908,FALSE,FALSE,,,ADAM19,0.81404142,0.007142889,0.017997147,1.333188727,NA,NA,FALSE,FALSE,,,PDXDC1,0.798839783,0.159621895,0.167662988,-0.070905692,1.024632353,0.305536693,FALSE,FALSE
ZNF708,0.705605554,0.04083575,0.049594797,0.280356058,0.738216833,0.460382695,FALSE,FALSE,,,ATP6V0E1,0.81404142,0.077633258,0.063508747,-0.289719541,-1.110056561,0.266974654,FALSE,FALSE,,,CLEC19A,0.798839783,0.021204131,0.01091966,0.95741746,0.728491172,0.466312971,FALSE,FALSE
FBXO46,0.705605554,0.011722294,0.007677963,-0.610459426,-1.167908919,0.242843506,FALSE,FALSE,,,KIAA1191,0.81404142,0.015721479,0.008051896,-0.965336431,-0.966631188,0.333728438,FALSE,FALSE,,,PALB2,0.798839783,0.009625524,0.022151057,-1.202438594,0.286425623,0.774552152,FALSE,FALSE
ZFP36L2,0.70610507,0.363619466,0.396760031,0.125837262,0.887043308,0.375055585,FALSE,FALSE,,,DOK3,0.81404142,0.04130093,0.064456562,0.642152981,1.232105802,0.217909564,FALSE,FALSE,,,SULT1A1,0.798839783,0.012923538,0.025954196,-1.00596669,0.079799773,0.936396505,FALSE,FALSE
ERMN,0.70610507,0.003228888,0.01067758,1.725475552,NA,NA,FALSE,FALSE,,,TBC1D9B,0.81404142,0.04477191,0.033756997,-0.407407297,-1.459684878,0.1443767,FALSE,FALSE,,,RP11-347C12.1,0.798839783,0.040687453,0.021875403,0.895274333,1.551707302,0.120732275,FALSE,FALSE
GNB2L1,0.70610507,0.072230765,0.094379163,0.385854919,0.461726369,0.644277559,FALSE,FALSE,,,WRNIP1,0.81404142,0.011658911,0.015693932,0.42877377,1.095658221,0.273228373,FALSE,FALSE,,,NETO2,0.798839783,0.023703432,0.035656588,-0.58907271,-0.5142774,0.607058061,FALSE,FALSE
CEBPD,0.70610507,0.080578946,0.072239461,-0.157615804,-1.156550913,0.247455887,FALSE,FALSE,,,SERPINB1,0.81404142,0.020039803,0.031393941,0.647617819,0.709124307,0.47824734,FALSE,FALSE,,,PHKB,0.798839783,0.136275275,0.11797416,0.208052926,0.324097735,0.745864042,FALSE,FALSE
ERP44,0.70610507,0.08911728,0.097112452,0.123951096,0.633308598,0.52653214,FALSE,FALSE,,,SERPINB9,0.81404142,0.178862423,0.147631586,-0.276848904,-1.422336482,0.154928593,FALSE,FALSE,,,SNX20,0.798839783,0.013047176,0.023698458,-0.861055622,-1.153548422,0.248685355,FALSE,FALSE
FDX1,0.70610507,0.016965004,0.021631446,0.350568369,1.186389283,0.235468602,FALSE,FALSE,,,SYCP2L,0.81404142,0.008554958,0.002540452,-1.751675628,NA,NA,FALSE,FALSE,,,BBS2,0.798839783,0.025952956,0.019568664,0.407353615,1.253654776,0.209967512,FALSE,FALSE
ARHGAP22,0.70610507,0.51098128,0.54988146,0.105850207,0.851056032,0.394738228,FALSE,FALSE,,,ABT1,0.81404142,0.008861827,0.003925412,-1.17476008,NA,NA,FALSE,FALSE,,,MT3,0.798839783,0.023688868,0.016215632,0.546824016,0.948986797,0.342627327,FALSE,FALSE
CCSER2,0.70610507,0.124585175,0.113445632,-0.135131352,-1.188152752,0.234773234,FALSE,FALSE,,,TUBB,0.81404142,0.051311524,0.050315258,-0.028286918,1.688153933,0.091381684,FALSE,FALSE,,,COQ9,0.798839783,0.025746433,0.013804909,0.899191212,1.560082986,0.118740272,FALSE,FALSE
ZC3H14,0.70610507,0.053649186,0.065549168,0.28902119,1.369825779,0.170741293,FALSE,FALSE,,,CLIC1,0.81404142,0.024454704,0.037390357,0.612554208,0.883301831,0.377073215,FALSE,FALSE,,,ZNF821,0.798839783,0.018189138,0.015918788,0.192346702,1.206393216,0.227665911,FALSE,FALSE
ZNF383,0.70610507,0.003505876,0.011028086,1.653335529,NA,NA,FALSE,FALSE,,,C6orf89,0.81404142,0.040222891,0.028551256,-0.494462552,-0.821537398,0.411340231,FALSE,FALSE,,,KLHL36,0.798839783,0.034008069,0.022840757,0.574266638,1.768385848,0.076996421,FALSE,FALSE
L3MBTL2,0.70610507,0.010977166,0.006552145,-0.744466525,-1.421312454,0.155225945,FALSE,FALSE,,,TAF8,0.81404142,0.02501739,0.039976009,0.676203152,1.012024142,0.31152651,FALSE,FALSE,,,EMC8,0.798839783,0.022906721,0.013850664,0.725815833,1.640616989,0.100876946,FALSE,FALSE
P3H1,0.70615548,0.010602805,0.014247417,0.426254318,1.432690953,0.151946176,FALSE,FALSE,,,TRAM2,0.81404142,0.013748816,0.007404567,-0.89282017,-1.673271787,0.094273804,FALSE,FALSE,,,COX4I1,0.798839783,0.121485617,0.095048813,0.354045002,0.937455029,0.348524546,FALSE,FALSE
SLAMF6,0.70615548,0.014158886,0.009811962,-0.529094276,-2.303689628,0.021240073,FALSE,FALSE,,,TMEM14A,0.81404142,0.018396487,0.014912429,-0.302915047,-0.659074196,0.509848125,FALSE,FALSE,,,SNAI3,0.798839783,0.031000257,0.019108161,0.698091255,1.289617677,0.197183435,FALSE,FALSE
RP11-287D1.3,0.70615548,0.030413124,0.032381861,0.09049187,0.403512922,0.686570931,FALSE,FALSE,,,PRIM2,0.81404142,0.119569423,0.105169188,-0.185136408,-1.804378205,0.071172037,FALSE,FALSE,,,ANKRD11,0.798839783,0.278569708,0.329117015,-0.240562225,-2.215557105,0.026721849,FALSE,FALSE
PPP3CA,0.70615548,0.298108689,0.340792032,0.19305318,0.411469006,0.680728664,FALSE,FALSE,,,CYB5R4,0.81404142,0.056701205,0.077799503,0.456381548,0.386020758,0.699481296,FALSE,FALSE,,,MYO1C,0.798839783,0.012894401,0.027705245,-1.103414365,-0.693438782,0.488034231,FALSE,FALSE
METTL14,0.70615548,0.029945086,0.019059932,-0.651776256,-0.952880863,0.340650437,FALSE,FALSE,,,SMIM8,0.81404142,0.0228248,0.040386949,0.823286949,2.175723952,0.029575908,FALSE,FALSE,,,TSR1,0.798839783,0.007416145,0.020626615,-1.475765761,-0.891376897,0.372727008,FALSE,FALSE
FBXO8,0.70615548,0.00506705,0.01020704,1.010346377,NA,NA,FALSE,FALSE,,,RARS2,0.81404142,0.056948694,0.043676128,-0.382817793,-1.197353846,0.231168665,FALSE,FALSE,,,CTNS,0.798839783,0.020445763,0.015480008,0.401395674,0.730213523,0.465259678,FALSE,FALSE
PLPP1,0.70615548,0.084711593,0.056766336,-0.577523791,-1.806299198,0.070871617,FALSE,FALSE,,,PM20D2,0.81404142,0.010975213,0.007299863,-0.588307745,-1.377246181,0.168436148,FALSE,FALSE,,,MINK1,0.798839783,0.055174851,0.041241562,0.419911873,1.13383909,0.256862051,FALSE,FALSE
MICAL1,0.70615548,0.035232825,0.043113151,0.291207858,0.854176202,0.393007367,FALSE,FALSE,,,GRIK2,0.81404142,0.012528626,0.018710538,0.578622867,0.715121076,0.474534232,FALSE,FALSE,,,CAMTA2,0.798839783,0.024065796,0.020766685,0.212713164,1.536014551,0.124534812,FALSE,FALSE
MID1IP1,0.70615548,0.00623569,0.014688686,1.236084331,0.805871726,0.420316816,FALSE,FALSE,,,ATG5,0.81404142,0.054484192,0.038368561,-0.505913026,-1.32626161,0.184753058,FALSE,FALSE,,,SCIMP,0.798839783,0.035706701,0.022525607,0.664628888,1.492968277,0.135445491,FALSE,FALSE
TERF1,0.70615548,0.037120532,0.0420512,0.179929591,0.823031979,0.410489808,FALSE,FALSE,,,SCML4,0.81404142,0.014909236,0.020918898,0.488600528,1.4571544,0.145073765,FALSE,FALSE,,,CD68,0.798839783,0.047432586,0.033206281,0.514422369,1.139562657,0.25446855,FALSE,FALSE
PLEC,0.70615548,0.043575385,0.058963801,0.436316103,0.797859085,0.424952269,FALSE,FALSE,,,SEC63,0.81404142,0.081444834,0.060679046,-0.424624791,-1.209758914,0.226371416,FALSE,FALSE,,,NCOR1,0.798839783,0.214065113,0.202789509,0.078066679,1.136390433,0.255793198,FALSE,FALSE
ERC1,0.70615548,0.236154339,0.24326337,0.042789052,0.531580499,0.595016574,FALSE,FALSE,,,MICAL1,0.81404142,0.034796825,0.047008072,0.433952827,1.028977799,0.303490107,FALSE,FALSE,,,SPECC1,0.798839783,0.183047783,0.170331364,0.103876191,-0.139599803,0.888976197,FALSE,FALSE
ZNF891,0.70615548,0.003744771,0.008324636,1.152509574,NA,NA,FALSE,FALSE,,,SHPRH,0.81404142,0.151265975,0.130310507,-0.215134092,-2.032506921,0.042102364,FALSE,FALSE,,,ERAL1,0.798839783,0.003729201,0.02201427,-2.56150071,-1.309185073,0.190471667,FALSE,FALSE
RPGRIP1,0.70615548,0.003481596,0.009635688,1.468638912,NA,NA,FALSE,FALSE,,,GRM1,0.81404142,0.011607811,0.003906981,-1.570969753,NA,NA,FALSE,FALSE,,,PIPOX,0.798839783,0.007136635,0.013124624,-0.87896018,-0.568616971,0.569616105,FALSE,FALSE
GNPNAT1,0.70615548,0.00379479,0.008946648,1.237327094,NA,NA,FALSE,FALSE,,,ZDHHC14,0.81404142,0.217863787,0.184714256,-0.2381312,-1.249170084,0.211602871,FALSE,FALSE,,,GIT1,0.798839783,0.021596722,0.047965542,-1.151185983,-0.833667975,0.404468109,FALSE,FALSE
PPIB,0.70615548,0.041045597,0.045898937,0.161233271,0.217500555,0.827818275,FALSE,FALSE,,,QKI,0.81404142,1.088303955,0.989864393,-0.136778745,-1.821725866,0.068496591,FALSE,FALSE,,,BLMH,0.798839783,0.026915661,0.020219029,0.412732117,0.73128249,0.464606623,FALSE,FALSE
NPIPB4,0.70615548,0.02997827,0.020320531,-0.560979053,-1.454843689,0.14571254,FALSE,FALSE,,,PDE10A,0.81404142,0.00966595,0.002579255,-1.905957401,NA,NA,FALSE,FALSE,,,FBXL20,0.798839783,0.161279062,0.138672334,0.217879167,1.093124417,0.274339177,FALSE,FALSE
ARMC5,0.70615548,0.004442159,0.011512601,1.373880897,NA,NA,FALSE,FALSE,,,MPC1,0.81404142,0.034806678,0.023720369,-0.55323771,-1.329037286,0.183835669,FALSE,FALSE,,,IKZF3,0.798839783,0.023366848,0.025735636,-0.13930429,-0.095249869,0.924116361,FALSE,FALSE
ADAP2,0.70615548,0.269559844,0.237526005,-0.18252012,-2.315795878,0.020569416,FALSE,FALSE,,,WDR27,0.81404142,0.031965922,0.015674754,-1.028091866,-1.212924461,0.225158703,FALSE,FALSE,,,PSME3,0.798839783,0.009870127,0.019165203,-0.957348765,-0.99802959,0.318265011,FALSE,FALSE
DNAJC7,0.70615548,0.081281127,0.059132754,-0.458962928,-1.50942034,0.131191399,FALSE,FALSE,,,ZNF12,0.81404142,0.027917691,0.029676624,0.088147341,-1.193186291,0.232796423,FALSE,FALSE,,,IFI35,0.798839783,0.022081731,0.015341031,0.525457795,1.131744195,0.257741995,FALSE,FALSE
SLC16A5,0.70615548,0.003221546,0.009464292,1.55474123,NA,NA,FALSE,FALSE,,,NDUFA4,0.81404142,0.063945024,0.04545989,-0.492237905,-0.001694991,0.998647593,FALSE,FALSE,,,SNX11,0.798839783,0.016039822,0.015354573,0.06298968,0.622953499,0.53331508,FALSE,FALSE
RBL1,0.70615548,0.02479193,0.031343656,0.338302916,0.953729567,0.340220549,FALSE,FALSE,,,TOMM7,0.81404142,0.037538858,0.059416347,0.66247514,1.561237553,0.118467712,FALSE,FALSE,,,SNF8,0.798839783,0.0243302,0.018122516,0.424964984,1.21004532,0.226261503,FALSE,FALSE
ZNF765,0.70615548,0.017894686,0.020887795,0.223128974,0.50390317,0.614329423,FALSE,FALSE,,,SPDYE1,0.81404142,0.009952979,0.004028896,-1.304743925,-0.724004063,0.469063241,FALSE,FALSE,,,VEZF1,0.798839783,0.025727099,0.016307731,0.657732765,1.387022445,0.165434919,FALSE,FALSE
NRAS,0.706243902,0.00479542,0.008614123,0.845046837,NA,NA,FALSE,FALSE,,,GRM3,0.81404142,0.01089488,0.00390659,-1.479668587,NA,NA,FALSE,FALSE,,,DYNLL2,0.798839783,0.014714064,0.022951836,-0.641413849,-0.675900856,0.499103594,FALSE,FALSE
FBXL7,0.706243902,0.002972569,0.006691052,1.170522589,NA,NA,FALSE,FALSE,,,GTPBP10,0.81404142,0.026741122,0.013347719,-1.002466774,-0.657667038,0.510752107,FALSE,FALSE,,,SUMO2,0.798839783,0.01674764,0.00922607,0.860169699,0.966201674,0.333943275,FALSE,FALSE
FGD2,0.706243902,0.276067067,0.222177108,-0.313308617,-2.014655132,0.043940797,FALSE,FALSE,,,AKAP9,0.81404142,0.242775536,0.208795971,-0.217529177,-1.22080283,0.222160682,FALSE,FALSE,,,MIF4GD,0.798839783,0.022112933,0.011436992,0.95118279,0.653248044,0.513596382,FALSE,FALSE
RP11-295P9.13,0.706243902,0.005690939,0.013492984,1.245470696,1.236692539,0.21620125,FALSE,FALSE,,,PILRA,0.81404142,0.094600003,0.117500862,0.312759212,0.64837954,0.5167395,FALSE,FALSE,,,SRP68,0.798839783,0.020782171,0.011893243,0.805204168,0.838037118,0.402009858,FALSE,FALSE
CALCOCO2,0.706243902,0.063440438,0.048480565,-0.387996219,-1.473881827,0.140513411,FALSE,FALSE,,,ZNHIT1,0.81404142,0.021546091,0.01328783,-0.697320608,-1.730303274,0.083576105,FALSE,FALSE,,,JMJD6,0.798839783,0.025850276,0.016638787,0.635629446,0.848435568,0.396195442,FALSE,FALSE
ZSWIM4,0.706243902,0.006497992,0.014684961,1.176273555,0.467862749,0.639882744,FALSE,FALSE,,,ZNF277,0.81404142,0.063962737,0.04486823,-0.51153741,-1.153909668,0.248537205,FALSE,FALSE,,,METTL23,0.798839783,0.004995635,0.014556801,-1.542953261,-1.109910692,0.267037513,FALSE,FALSE
LILRA6,0.706243902,0.00364937,0.00823005,1.173253764,NA,NA,FALSE,FALSE,,,CLEC5A,0.81404142,0.009064662,0.019420206,1.099233361,2.229553104,0.025777126,FALSE,FALSE,,,SLC38A10,0.798839783,0.080118888,0.114132121,-0.510490572,-1.603480114,0.108828696,FALSE,FALSE
MUL1,0.706301891,0.004757051,0.009007615,0.921077659,NA,NA,FALSE,FALSE,,,SLC25A6,0.81404142,0.052538987,0.06281943,0.257822462,0.658024226,0.510522564,FALSE,FALSE,,,B3GNTL1,0.798839783,0.016785526,0.00963274,0.801199657,0.900755713,0.367718219,FALSE,FALSE
LYRM4,0.706301891,0.051971912,0.052787493,0.022464012,0.939741735,0.347350052,FALSE,FALSE,,,ANOS1,0.81404142,0.088280989,0.121105941,0.456094932,0.929408039,0.352677663,FALSE,FALSE,,,ENOSF1,0.798839783,0.027005021,0.015640209,0.787967855,1.4216178,0.155137234,FALSE,FALSE
IRF7,0.706301891,0.027679716,0.017521859,-0.659673283,-2.020925496,0.043287478,FALSE,FALSE,,,TMSB4X,0.81404142,0.926237926,1.014227295,0.130926269,2.195784546,0.028107368,FALSE,FALSE,,,TGIF1,0.798839783,0.020669897,0.015025208,0.460146193,1.134703125,0.256499728,FALSE,FALSE
GHITM,0.706301891,0.020630185,0.024161835,0.227973303,0.66436503,0.506456709,FALSE,FALSE,,,TRAPPC2,0.81404142,0.011899519,0.018075028,0.603094571,2.141381504,0.032243285,FALSE,FALSE,,,MBD2,0.798839783,0.054958659,0.042057018,0.386000237,1.611192627,0.107137744,FALSE,FALSE
DAB1,0.706906341,0.083849672,0.068499757,-0.291706269,-1.351542124,0.176521836,FALSE,FALSE,,,CDKL5,0.81404142,0.04166222,0.029067879,-0.519313884,-1.259258077,0.207937131,FALSE,FALSE,,,BTBD3,0.798839783,0.037978439,0.02094562,0.858531985,1.563830181,0.117857455,FALSE,FALSE
COG8,0.706982949,0.006459376,0.013759185,1.090928238,0.247562258,0.804473116,FALSE,FALSE,,,TSPAN7,0.81404142,0.03749066,0.023905752,-0.649173437,-0.241224951,0.809380774,FALSE,FALSE,,,KIZ,0.798839783,0.057468812,0.044462913,0.370176753,0.678998673,0.497138703,FALSE,FALSE
HECTD3,0.707147868,0.003663347,0.008025731,1.131470439,NA,NA,FALSE,FALSE,,,BCOR,0.81404142,0.06739058,0.086936691,0.367418251,1.020237496,0.307615839,FALSE,FALSE,,,PYGB,0.798839783,0.036813547,0.026962729,0.449270205,-0.079466744,0.936661383,FALSE,FALSE
TDRD10,0.707147868,0.00409954,0.008522757,1.055857921,NA,NA,FALSE,FALSE,,,YIPF6,0.81404142,0.026782894,0.014478588,-0.887390953,-0.863854111,0.387668038,FALSE,FALSE,,,GSS,0.798839783,0.023232089,0.020063624,0.211536648,1.085952375,0.277500063,FALSE,FALSE
