MODULE	GENE
ftdvsall_precg_mic1_down_t2	HRH2
ftdvsall_precg_mic1_down_t2	HS3ST4
ftdvsall_precg_mic1_down_t2	HUNK
ftdvsall_precg_mic1_down_t2	IFITM10
ftdvsall_precg_mic1_down_t2	IGF2BP3
ftdvsall_precg_mic1_down_t2	IRF3
ftdvsall_precg_mic1_down_t2	ITGAD
ftdvsall_precg_mic1_down_t2	ITGB8
ftdvsall_precg_mic1_down_t2	ITPK1-AS1
ftdvsall_precg_mic1_down_t2	ITPRIP
ftdvsall_precg_mic1_down_t2	KAT2A
ftdvsall_precg_mic1_down_t2	KCNIP1
ftdvsall_precg_mic1_down_t2	KCNMA1
ftdvsall_precg_mic1_down_t2	KCNMB1
ftdvsall_precg_mic1_down_t2	KLHL28
ftdvsall_precg_mic1_down_t2	KLHL6
ftdvsall_precg_mic1_down_t2	KNDC1
ftdvsall_precg_mic1_down_t2	KNG1
ftdvsall_precg_mic1_down_t2	KRT18
ftdvsall_precg_mic1_down_t2	LGI4
ftdvsall_precg_mic1_down_t2	LIG3
ftdvsall_precg_mic1_down_t2	LIN9
ftdvsall_precg_mic1_down_t2	LINC00957
ftdvsall_precg_mic1_down_t2	LINC01266
ftdvsall_precg_mic1_down_t2	LINC01301
ftdvsall_precg_mic1_down_t2	LINC01374
ftdvsall_precg_mic1_down_t2	LINC01609
ftdvsall_precg_mic1_down_t2	LINC01708
ftdvsall_precg_mic1_down_t2	LINC01775
ftdvsall_precg_mic1_down_t2	LINC01856
ftdvsall_precg_mic1_down_t2	LINC01864
ftdvsall_precg_mic1_down_t2	LINC02254
ftdvsall_precg_mic1_down_t2	LINC02325
ftdvsall_precg_mic1_down_t2	LINC02492
ftdvsall_precg_mic1_down_t2	LINC02551
ftdvsall_precg_mic1_down_t2	LMCD1-AS1
ftdvsall_precg_mic1_down_t2	LPAR5
ftdvsall_precg_mic1_down_t2	LRAT
ftdvsall_precg_mic1_down_t2	LRP5
ftdvsall_precg_mic1_down_t2	LRRC36
ftdvsall_precg_mic1_down_t2	LTBP3
ftdvsall_precg_mic1_down_t2	LTF
ftdvsall_precg_mic1_down_t2	MAZ
ftdvsall_precg_mic1_down_t2	MEX3B
ftdvsall_precg_mic1_down_t2	MGRN1
ftdvsall_precg_mic1_down_t2	MIR155HG
ftdvsall_precg_mic1_down_t2	MLXIP
ftdvsall_precg_mic1_down_t2	MPND
ftdvsall_precg_mic1_down_t2	MRPL43
ftdvsall_precg_mic1_down_t2	MRPL50
ftdvsall_precg_mic1_down_t2	MT1G
ftdvsall_precg_mic1_down_t2	MTA2
ftdvsall_precg_mic1_down_t2	N4BP2L1
ftdvsall_precg_mic1_down_t2	NACC1
ftdvsall_precg_mic1_down_t2	NAPG
ftdvsall_precg_mic1_down_t2	NBPF10
ftdvsall_precg_mic1_down_t2	NCOA7-AS1
ftdvsall_precg_mic1_down_t2	NDRG2
ftdvsall_precg_mic1_down_t2	NEUROD2
ftdvsall_precg_mic1_down_t2	NFKBID
ftdvsall_precg_mic1_down_t2	NHSL1
ftdvsall_precg_mic1_down_t2	NIM1K
ftdvsall_precg_mic1_down_t2	NOCT
ftdvsall_precg_mic1_down_t2	NOP56
ftdvsall_precg_mic1_down_t2	NOP58
ftdvsall_precg_mic1_down_t2	NQO1
ftdvsall_precg_mic1_down_t2	NRG3
ftdvsall_precg_mic1_down_t2	NRK
ftdvsall_precg_mic1_down_t2	NT5C3A
ftdvsall_precg_mic1_down_t2	NUP188
ftdvsall_precg_mic1_down_t2	NUP210
ftdvsall_precg_mic1_down_t2	NUP210L
ftdvsall_precg_mic1_down_t2	NUP58
ftdvsall_precg_mic1_down_t2	OGA
ftdvsall_precg_mic1_down_t2	OGFR
ftdvsall_precg_mic1_down_t2	OLR1
ftdvsall_precg_mic1_down_t2	OPRK1
ftdvsall_precg_mic1_down_t2	OTUD7B
ftdvsall_precg_mic1_down_t2	P4HA2
ftdvsall_precg_mic1_down_t2	PAAF1
ftdvsall_precg_mic1_down_t2	PARD3
ftdvsall_precg_mic1_down_t2	PARD6G
ftdvsall_precg_mic1_down_t2	PARP4
ftdvsall_precg_mic1_down_t2	PAXX
ftdvsall_precg_mic1_down_t2	PCDH17
ftdvsall_precg_mic1_down_t2	PHEX
ftdvsall_precg_mic1_down_t2	PHF2
ftdvsall_precg_mic1_down_t2	PHGDH
ftdvsall_precg_mic1_down_t2	PIDD1
ftdvsall_precg_mic1_down_t2	PITPNC1
ftdvsall_precg_mic1_down_t2	PLOD3
ftdvsall_precg_mic1_down_t2	PLPP2
ftdvsall_precg_mic1_down_t2	POLR2M
ftdvsall_precg_mic1_down_t2	POMT2
ftdvsall_precg_mic1_down_t2	PPP1R14C
ftdvsall_precg_mic1_down_t2	PPP1R17
ftdvsall_precg_mic1_down_t2	PPP1R3C
ftdvsall_precg_mic1_down_t2	PQBP1
ftdvsall_precg_mic1_down_t2	PRDM16
ftdvsall_precg_mic1_down_t2	PRDX3
ftdvsall_precg_mic1_down_t2	PRDX6
ftdvsall_precg_mic1_down_t2	PRH1
ftdvsall_precg_mic1_down_t2	PRKAR2A
ftdvsall_precg_mic1_down_t2	PRKRA
ftdvsall_precg_mic1_down_t2	PRPF31
ftdvsall_precg_mic1_down_t2	PRRC2A
ftdvsall_precg_mic1_down_t2	PRSS3
ftdvsall_precg_mic1_down_t2	QARS
ftdvsall_precg_mic1_down_t2	QDPR
ftdvsall_precg_mic1_down_t2	QSOX1
ftdvsall_precg_mic1_down_t2	RAB11B-AS1
ftdvsall_precg_mic1_down_t2	RB1-DT
ftdvsall_precg_mic1_down_t2	RBM44
ftdvsall_precg_mic1_down_t2	RBX1
ftdvsall_precg_mic1_down_t2	REC114
ftdvsall_precg_mic1_down_t2	RETSAT
ftdvsall_precg_mic1_down_t2	RFC5
ftdvsall_precg_mic1_down_t2	RFX4
ftdvsall_precg_mic1_down_t2	RGS2
ftdvsall_precg_mic1_down_t2	RNF122
ftdvsall_precg_mic1_down_t2	RNF212B
ftdvsall_precg_mic1_down_t2	RNF217-AS1
ftdvsall_precg_mic1_down_t2	RNF26
ftdvsall_precg_mic1_down_t2	RNF44
ftdvsall_precg_mic1_down_t2	RNF5
ftdvsall_precg_mic1_down_t2	RNPS1
ftdvsall_precg_mic1_down_t2	RRP15
ftdvsall_precg_mic1_down_t2	SAMD14
ftdvsall_precg_mic1_down_t2	SCAI
ftdvsall_precg_mic1_down_t2	SCML2
ftdvsall_precg_mic1_down_t2	SCN3A
ftdvsall_precg_mic1_down_t2	SEMA5A
ftdvsall_precg_mic1_down_t2	SERHL2
ftdvsall_precg_mic1_down_t2	SFT2D3
ftdvsall_precg_mic1_down_t2	SFTA3
ftdvsall_precg_mic1_down_t2	SH3GL1
ftdvsall_precg_mic1_down_t2	SIK1
ftdvsall_precg_mic1_down_t2	SLA2
ftdvsall_precg_mic1_down_t2	SLC16A9
ftdvsall_precg_mic1_down_t2	SLC24A3
ftdvsall_precg_mic1_down_t2	SLC2A1-AS1
ftdvsall_precg_mic1_down_t2	SLC44A1
ftdvsall_precg_mic1_down_t2	SLC4A2
ftdvsall_precg_mic1_down_t2	SNRPB
ftdvsall_precg_mic1_down_t2	SOAT1
ftdvsall_precg_mic1_down_t2	SOD2.1
ftdvsall_precg_mic1_down_t2	SORL1
ftdvsall_precg_mic1_down_t2	SPATA45
ftdvsall_precg_mic1_down_t2	ST7
ftdvsall_precg_mic1_down_t2	ST8SIA5
ftdvsall_precg_mic1_down_t2	STK32A-AS1
ftdvsall_precg_mic1_down_t2	SUGP1
ftdvsall_precg_mic1_down_t2	TACC3
ftdvsall_precg_mic1_down_t2	TAF6
ftdvsall_precg_mic1_down_t2	TANGO2
ftdvsall_precg_mic1_down_t2	TCP1
ftdvsall_precg_mic1_down_t2	TCP11
ftdvsall_precg_mic1_down_t2	TEX264
ftdvsall_precg_mic1_down_t2	TGM3
ftdvsall_precg_mic1_down_t2	TMBIM1
ftdvsall_precg_mic1_down_t2	TMCC2
ftdvsall_precg_mic1_down_t2	TMEM14B
ftdvsall_precg_mic1_down_t2	TMEM161A
ftdvsall_precg_mic1_down_t2	TMEM222
ftdvsall_precg_mic1_down_t2	TMEM240
ftdvsall_precg_mic1_down_t2	TMEM45A
ftdvsall_precg_mic1_down_t2	TMEM9B
ftdvsall_precg_mic1_down_t2	TMPRSS4
ftdvsall_precg_mic1_down_t2	TNFRSF19
ftdvsall_precg_mic1_down_t2	TNR
ftdvsall_precg_mic1_down_t2	TOM1
ftdvsall_precg_mic1_down_t2	TOPAZ1
ftdvsall_precg_mic1_down_t2	TRAF3
ftdvsall_precg_mic1_down_t2	TRAF3IP3
ftdvsall_precg_mic1_down_t2	TRAPPC4
ftdvsall_precg_mic1_down_t2	TRIM26
ftdvsall_precg_mic1_down_t2	TRPT1
ftdvsall_precg_mic1_down_t2	TSHR
ftdvsall_precg_mic1_down_t2	TSPAN14
ftdvsall_precg_mic1_down_t2	TSPO
ftdvsall_precg_mic1_down_t2	TTYH1
ftdvsall_precg_mic1_down_t2	TUT7
ftdvsall_precg_mic1_down_t2	UBE2B
ftdvsall_precg_mic1_down_t2	UBE2E2-AS1
ftdvsall_precg_mic1_down_t2	UCP3
ftdvsall_precg_mic1_down_t2	UNC13D
ftdvsall_precg_mic1_down_t2	UNC79
ftdvsall_precg_mic1_down_t2	USP18
ftdvsall_precg_mic1_down_t2	USP19
ftdvsall_precg_mic1_down_t2	USP22
ftdvsall_precg_mic1_down_t2	VAV3-AS1
ftdvsall_precg_mic1_down_t2	VXN
ftdvsall_precg_mic1_down_t2	WHRN
ftdvsall_precg_mic1_down_t2	WRB
ftdvsall_precg_mic1_down_t2	YARS
ftdvsall_precg_mic1_down_t2	YPEL2
ftdvsall_precg_mic1_down_t2	Z83844.1
ftdvsall_precg_mic1_down_t2	ZBTB22
ftdvsall_precg_mic1_down_t2	ZBTB37
ftdvsall_precg_mic1_down_t2	ZBTB40
ftdvsall_precg_mic1_down_t2	ZCCHC17
ftdvsall_precg_mic1_down_t2	ZCCHC2
ftdvsall_precg_mic1_down_t2	ZMYND10
ftdvsall_precg_mic1_down_t2	ZNF184
ftdvsall_precg_mic1_down_t2	ZNF558
ftdvsall_precg_mic1_down_t2	ZNF585B
ftdvsall_precg_mic1_down_t2	ZNF669
ftdvsall_precg_mic1_down_t2	ZSCAN21
ftdvsall_precg_mic1_down_t2	ZXDC
ftdvsall_precg_mic1_up_t2	MARCH1
ftdvsall_precg_mic1_up_t2	ABCB7
ftdvsall_precg_mic1_up_t2	ABHD6
ftdvsall_precg_mic1_up_t2	ABI1
ftdvsall_precg_mic1_up_t2	AC002116.2
ftdvsall_precg_mic1_up_t2	AC005537.1
ftdvsall_precg_mic1_up_t2	AC006157.1
ftdvsall_precg_mic1_up_t2	AC009126.1
ftdvsall_precg_mic1_up_t2	AC011043.2
ftdvsall_precg_mic1_up_t2	AC024560.3
ftdvsall_precg_mic1_up_t2	AC027018.1
ftdvsall_precg_mic1_up_t2	AC060765.1
ftdvsall_precg_mic1_up_t2	AC093152.1
ftdvsall_precg_mic1_up_t2	AC098613.1
ftdvsall_precg_mic1_up_t2	AC116565.2
ftdvsall_precg_mic1_up_t2	AC118549.1
ftdvsall_precg_mic1_up_t2	AC119674.2
ftdvsall_precg_mic1_up_t2	AC140847.2
ftdvsall_precg_mic1_up_t2	AC240565.1
ftdvsall_precg_mic1_up_t2	ACAP2
ftdvsall_precg_mic1_up_t2	ADAM28
ftdvsall_precg_mic1_up_t2	ADAMTSL4
ftdvsall_precg_mic1_up_t2	ADGRG5
ftdvsall_precg_mic1_up_t2	AKR1E2
ftdvsall_precg_mic1_up_t2	AL049812.3
ftdvsall_precg_mic1_up_t2	AL078459.1
ftdvsall_precg_mic1_up_t2	AL121992.1
ftdvsall_precg_mic1_up_t2	AL132712.1
ftdvsall_precg_mic1_up_t2	AL136454.1
ftdvsall_precg_mic1_up_t2	AL158152.2
ftdvsall_precg_mic1_up_t2	AL354794.1
ftdvsall_precg_mic1_up_t2	AL390036.1
ftdvsall_precg_mic1_up_t2	AL591501.1
ftdvsall_precg_mic1_up_t2	ALG5
ftdvsall_precg_mic1_up_t2	AMER2
ftdvsall_precg_mic1_up_t2	AMIGO1
ftdvsall_precg_mic1_up_t2	ANKDD1B
ftdvsall_precg_mic1_up_t2	ANOS1
ftdvsall_precg_mic1_up_t2	AP000842.2
ftdvsall_precg_mic1_up_t2	AQR
ftdvsall_precg_mic1_up_t2	ARCN1
ftdvsall_precg_mic1_up_t2	ARHGAP12
ftdvsall_precg_mic1_up_t2	ARHGAP25
ftdvsall_precg_mic1_up_t2	ARHGEF6
ftdvsall_precg_mic1_up_t2	ARID2
ftdvsall_precg_mic1_up_t2	ARPP19
ftdvsall_precg_mic1_up_t2	ARSG
ftdvsall_precg_mic1_up_t2	ASH2L
ftdvsall_precg_mic1_up_t2	ATCAY
ftdvsall_precg_mic1_up_t2	ATMIN
ftdvsall_precg_mic1_up_t2	ATP8B4
ftdvsall_precg_mic1_up_t2	AUTS2
ftdvsall_precg_mic1_up_t2	BAZ1B
ftdvsall_precg_mic1_up_t2	BCAP29
ftdvsall_precg_mic1_up_t2	BCOR
ftdvsall_precg_mic1_up_t2	BMF
ftdvsall_precg_mic1_up_t2	BMPER
ftdvsall_precg_mic1_up_t2	BTAF1
ftdvsall_precg_mic1_up_t2	BTK
ftdvsall_precg_mic1_up_t2	BVES
ftdvsall_precg_mic1_up_t2	C17orf100
ftdvsall_precg_mic1_up_t2	C4orf17
ftdvsall_precg_mic1_up_t2	CAB39
ftdvsall_precg_mic1_up_t2	CACNA2D1
ftdvsall_precg_mic1_up_t2	CARMIL1
ftdvsall_precg_mic1_up_t2	CASQ2
ftdvsall_precg_mic1_up_t2	CBLL1
ftdvsall_precg_mic1_up_t2	CC2D1B
ftdvsall_precg_mic1_up_t2	CCNH
ftdvsall_precg_mic1_up_t2	CD34
ftdvsall_precg_mic1_up_t2	CD58
ftdvsall_precg_mic1_up_t2	CD86
ftdvsall_precg_mic1_up_t2	CDC42SE2
ftdvsall_precg_mic1_up_t2	CDCA7L
ftdvsall_precg_mic1_up_t2	CDK13
ftdvsall_precg_mic1_up_t2	CDR2L
ftdvsall_precg_mic1_up_t2	CHD7
ftdvsall_precg_mic1_up_t2	CHD8
ftdvsall_precg_mic1_up_t2	CHIC2
ftdvsall_precg_mic1_up_t2	CLBA1
ftdvsall_precg_mic1_up_t2	CLDN5
ftdvsall_precg_mic1_up_t2	CLEC7A
ftdvsall_precg_mic1_up_t2	COQ5
ftdvsall_precg_mic1_up_t2	CPEB4
ftdvsall_precg_mic1_up_t2	CRCP
ftdvsall_precg_mic1_up_t2	CRELD2
ftdvsall_precg_mic1_up_t2	CTDSPL2
ftdvsall_precg_mic1_up_t2	DAP
ftdvsall_precg_mic1_up_t2	DAPK2
ftdvsall_precg_mic1_up_t2	DCAF13
ftdvsall_precg_mic1_up_t2	DCAF4
ftdvsall_precg_mic1_up_t2	DCLRE1A
ftdvsall_precg_mic1_up_t2	DDIT3
ftdvsall_precg_mic1_up_t2	DDX5
ftdvsall_precg_mic1_up_t2	DDX60L
ftdvsall_precg_mic1_up_t2	DHX33
ftdvsall_precg_mic1_up_t2	DISC1
ftdvsall_precg_mic1_up_t2	DR1
ftdvsall_precg_mic1_up_t2	DRD1
ftdvsall_precg_mic1_up_t2	DYNLL1
ftdvsall_precg_mic1_up_t2	EDEM2
ftdvsall_precg_mic1_up_t2	EEA1
ftdvsall_precg_mic1_up_t2	EED
ftdvsall_precg_mic1_up_t2	EGLN1
ftdvsall_precg_mic1_up_t2	EIF2AK1
ftdvsall_precg_mic1_up_t2	EIF3I
ftdvsall_precg_mic1_up_t2	EMP3
ftdvsall_precg_mic1_up_t2	ENPP5
ftdvsall_precg_mic1_up_t2	EPS15
ftdvsall_precg_mic1_up_t2	EPS8
ftdvsall_precg_mic1_up_t2	ERMARD
ftdvsall_precg_mic1_up_t2	ERP44
ftdvsall_precg_mic1_up_t2	EXOC8
ftdvsall_precg_mic1_up_t2	FADS1
ftdvsall_precg_mic1_up_t2	FAM118A
ftdvsall_precg_mic1_up_t2	FAM157C
ftdvsall_precg_mic1_up_t2	FAM95C
ftdvsall_precg_mic1_up_t2	FANK1
ftdvsall_precg_mic1_up_t2	FBXO33
ftdvsall_precg_mic1_up_t2	FCGR3A
ftdvsall_precg_mic1_up_t2	FCGRT
ftdvsall_precg_mic1_up_t2	FECH
ftdvsall_precg_mic1_up_t2	FN3KRP
ftdvsall_precg_mic1_up_t2	FP671120.1
ftdvsall_precg_mic1_up_t2	FTH1
ftdvsall_precg_mic1_up_t2	FTO
ftdvsall_precg_mic1_up_t2	FYB1
ftdvsall_precg_mic1_up_t2	GABRG2
ftdvsall_precg_mic1_up_t2	GLRA2
ftdvsall_precg_mic1_up_t2	GM2A
ftdvsall_precg_mic1_up_t2	GOT1
ftdvsall_precg_mic1_up_t2	GPBP1L1
ftdvsall_precg_mic1_up_t2	GPCPD1
ftdvsall_precg_mic1_up_t2	GRIK2
ftdvsall_precg_mic1_up_t2	GSK3B
ftdvsall_precg_mic1_up_t2	GTF2A2
ftdvsall_precg_mic1_up_t2	HAMP
ftdvsall_precg_mic1_up_t2	HBS1L
ftdvsall_precg_mic1_up_t2	HELB
ftdvsall_precg_mic1_up_t2	HERC1
ftdvsall_precg_mic1_up_t2	HIST2H2BF
ftdvsall_precg_mic1_up_t2	HNRNPLL
ftdvsall_precg_mic1_up_t2	HNRNPR
ftdvsall_precg_mic1_up_t2	HORMAD2-AS1
ftdvsall_precg_mic1_up_t2	HS2ST1
ftdvsall_precg_mic1_up_t2	IER2
ftdvsall_precg_mic1_up_t2	IFI16
ftdvsall_precg_mic1_up_t2	IFIH1
ftdvsall_precg_mic1_up_t2	IL10RB-DT
ftdvsall_precg_mic1_up_t2	IL21R
ftdvsall_precg_mic1_up_t2	IMP4
ftdvsall_precg_mic1_up_t2	IRAK1BP1
ftdvsall_precg_mic1_up_t2	IREB2
ftdvsall_precg_mic1_up_t2	ITFG1
ftdvsall_precg_mic1_up_t2	ITGA9
ftdvsall_precg_mic1_up_t2	ITPR1
ftdvsall_precg_mic1_up_t2	JMJD1C
ftdvsall_precg_mic1_up_t2	KANK4
ftdvsall_precg_mic1_up_t2	KCNA1
ftdvsall_precg_mic1_up_t2	KDM1A
ftdvsall_precg_mic1_up_t2	KIN
ftdvsall_precg_mic1_up_t2	KLHL5
ftdvsall_precg_mic1_up_t2	LACTB
ftdvsall_precg_mic1_up_t2	LARP4B
ftdvsall_precg_mic1_up_t2	LBHD1
ftdvsall_precg_mic1_up_t2	LENG8-AS1
ftdvsall_precg_mic1_up_t2	LINC00968
ftdvsall_precg_mic1_up_t2	LINC01426
ftdvsall_precg_mic1_up_t2	LINC01500
ftdvsall_precg_mic1_up_t2	LINC01800
ftdvsall_precg_mic1_up_t2	LINC02471
ftdvsall_precg_mic1_up_t2	LINC02513
ftdvsall_precg_mic1_up_t2	LMO3
ftdvsall_precg_mic1_up_t2	LMO7
ftdvsall_precg_mic1_up_t2	LMX1A
ftdvsall_precg_mic1_up_t2	LPA
ftdvsall_precg_mic1_up_t2	LRMP
ftdvsall_precg_mic1_up_t2	LSG1
ftdvsall_precg_mic1_up_t2	LY6G6F-LY6G6D
ftdvsall_precg_mic1_up_t2	LYST
ftdvsall_precg_mic1_up_t2	MAF
ftdvsall_precg_mic1_up_t2	MAP2
ftdvsall_precg_mic1_up_t2	MAP3K4
ftdvsall_precg_mic1_up_t2	MASP2
ftdvsall_precg_mic1_up_t2	MINDY3
ftdvsall_precg_mic1_up_t2	MIR124-2HG
ftdvsall_precg_mic1_up_t2	MIRLET7BHG
ftdvsall_precg_mic1_up_t2	MISP3
ftdvsall_precg_mic1_up_t2	MLLT1
ftdvsall_precg_mic1_up_t2	MNDA
ftdvsall_precg_mic1_up_t2	MPLKIP
ftdvsall_precg_mic1_up_t2	MPP6
ftdvsall_precg_mic1_up_t2	MRPS18A
ftdvsall_precg_mic1_up_t2	MS4A14
ftdvsall_precg_mic1_up_t2	MSL2
ftdvsall_precg_mic1_up_t2	MT-CO1
ftdvsall_precg_mic1_up_t2	MTHFD2L
ftdvsall_precg_mic1_up_t2	MTHFS
ftdvsall_precg_mic1_up_t2	MYO6
ftdvsall_precg_mic1_up_t2	NAIP
ftdvsall_precg_mic1_up_t2	NCBP1
ftdvsall_precg_mic1_up_t2	NEB
ftdvsall_precg_mic1_up_t2	NEURL1B
ftdvsall_precg_mic1_up_t2	NHLRC2
ftdvsall_precg_mic1_up_t2	NLK
ftdvsall_precg_mic1_up_t2	NOS1AP
ftdvsall_precg_mic1_up_t2	NPIPB13
ftdvsall_precg_mic1_up_t2	NRIP1
ftdvsall_precg_mic1_up_t2	NSMAF
ftdvsall_precg_mic1_up_t2	NUP155
ftdvsall_precg_mic1_up_t2	NUP37
ftdvsall_precg_mic1_up_t2	OCRL
ftdvsall_precg_mic1_up_t2	OPA3
ftdvsall_precg_mic1_up_t2	P2RY13
ftdvsall_precg_mic1_up_t2	P3H3
ftdvsall_precg_mic1_up_t2	PATL1
ftdvsall_precg_mic1_up_t2	PAX7
ftdvsall_precg_mic1_up_t2	PCDH12
ftdvsall_precg_mic1_up_t2	PCP4
ftdvsall_precg_mic1_up_t2	PDCD5
ftdvsall_precg_mic1_up_t2	PDXK
ftdvsall_precg_mic1_up_t2	PDZD8
ftdvsall_precg_mic1_up_t2	PEG10
ftdvsall_precg_mic1_up_t2	PELI1
ftdvsall_precg_mic1_up_t2	PGGT1B
ftdvsall_precg_mic1_up_t2	PHF6
ftdvsall_precg_mic1_up_t2	PIH1D1
ftdvsall_precg_mic1_up_t2	PIK3AP1
ftdvsall_precg_mic1_up_t2	PIK3CG
ftdvsall_precg_mic1_up_t2	PLCH2
ftdvsall_precg_mic1_up_t2	PMM2
ftdvsall_precg_mic1_up_t2	POLR1B
ftdvsall_precg_mic1_up_t2	POLR2F
ftdvsall_precg_mic1_up_t2	POT1
ftdvsall_precg_mic1_up_t2	PPP2R2A
ftdvsall_precg_mic1_up_t2	PRMT7
ftdvsall_precg_mic1_up_t2	PRR14L
ftdvsall_precg_mic1_up_t2	PRR25
ftdvsall_precg_mic1_up_t2	PSME4
ftdvsall_precg_mic1_up_t2	PTPN2
ftdvsall_precg_mic1_up_t2	PTPRC
ftdvsall_precg_mic1_up_t2	PTPRE
ftdvsall_precg_mic1_up_t2	PTPRO
ftdvsall_precg_mic1_up_t2	RALGAPA1
ftdvsall_precg_mic1_up_t2	RALGAPB
ftdvsall_precg_mic1_up_t2	RAP1GDS1
ftdvsall_precg_mic1_up_t2	RASSF8
ftdvsall_precg_mic1_up_t2	RB1
ftdvsall_precg_mic1_up_t2	RBM3
ftdvsall_precg_mic1_up_t2	RBM45
ftdvsall_precg_mic1_up_t2	RECQL
ftdvsall_precg_mic1_up_t2	RFX3
ftdvsall_precg_mic1_up_t2	RFX7
ftdvsall_precg_mic1_up_t2	RNF14
ftdvsall_precg_mic1_up_t2	RPAP3
ftdvsall_precg_mic1_up_t2	RPGR
ftdvsall_precg_mic1_up_t2	RPL19
ftdvsall_precg_mic1_up_t2	RPL23A
ftdvsall_precg_mic1_up_t2	RPL34
ftdvsall_precg_mic1_up_t2	RPL37
ftdvsall_precg_mic1_up_t2	RPL7
ftdvsall_precg_mic1_up_t2	RSPRY1
ftdvsall_precg_mic1_up_t2	RUNX1
ftdvsall_precg_mic1_up_t2	RUNX2
ftdvsall_precg_mic1_up_t2	S100A13
ftdvsall_precg_mic1_up_t2	SALL1
ftdvsall_precg_mic1_up_t2	SAMD12
ftdvsall_precg_mic1_up_t2	SBF2
ftdvsall_precg_mic1_up_t2	SCN2A
ftdvsall_precg_mic1_up_t2	SEC11C
ftdvsall_precg_mic1_up_t2	SEC22B
ftdvsall_precg_mic1_up_t2	SEC23A
ftdvsall_precg_mic1_up_t2	SENP5
ftdvsall_precg_mic1_up_t2	SERPINI1
ftdvsall_precg_mic1_up_t2	SGSH
ftdvsall_precg_mic1_up_t2	SH3RF3
ftdvsall_precg_mic1_up_t2	SIRPB2
ftdvsall_precg_mic1_up_t2	SKP1
ftdvsall_precg_mic1_up_t2	SLC2A14
ftdvsall_precg_mic1_up_t2	SLC38A10
ftdvsall_precg_mic1_up_t2	SLC7A10
ftdvsall_precg_mic1_up_t2	SMC2
ftdvsall_precg_mic1_up_t2	SNAPC3
ftdvsall_precg_mic1_up_t2	SNCB
ftdvsall_precg_mic1_up_t2	SNRNP25
ftdvsall_precg_mic1_up_t2	SPAG16
ftdvsall_precg_mic1_up_t2	SPAST
ftdvsall_precg_mic1_up_t2	SPSB2
ftdvsall_precg_mic1_up_t2	SSR1
ftdvsall_precg_mic1_up_t2	SSR3
ftdvsall_precg_mic1_up_t2	SSRP1
ftdvsall_precg_mic1_up_t2	STIM2
ftdvsall_precg_mic1_up_t2	STK3
ftdvsall_precg_mic1_up_t2	STOM
ftdvsall_precg_mic1_up_t2	STRN
ftdvsall_precg_mic1_up_t2	STXBP1
ftdvsall_precg_mic1_up_t2	SUFU
ftdvsall_precg_mic1_up_t2	SULF1
ftdvsall_precg_mic1_up_t2	SUPT16H
ftdvsall_precg_mic1_up_t2	TAPT1
ftdvsall_precg_mic1_up_t2	TCEA1
ftdvsall_precg_mic1_up_t2	TCF12
ftdvsall_precg_mic1_up_t2	TCP10
ftdvsall_precg_mic1_up_t2	TENM1
ftdvsall_precg_mic1_up_t2	TET2
ftdvsall_precg_mic1_up_t2	TGFBR1
ftdvsall_precg_mic1_up_t2	THAP6
ftdvsall_precg_mic1_up_t2	THOC3
ftdvsall_precg_mic1_up_t2	TIMM23B
ftdvsall_precg_mic1_up_t2	TIMM29
ftdvsall_precg_mic1_up_t2	TIMP1
ftdvsall_precg_mic1_up_t2	TMEM167A
ftdvsall_precg_mic1_up_t2	TMEM167B
ftdvsall_precg_mic1_up_t2	TMEM50A
ftdvsall_precg_mic1_up_t2	TMEM50B
ftdvsall_precg_mic1_up_t2	TPGS2
ftdvsall_precg_mic1_up_t2	TRIM11
ftdvsall_precg_mic1_up_t2	TRIP4
ftdvsall_precg_mic1_up_t2	TTC14
ftdvsall_precg_mic1_up_t2	TTC39B
ftdvsall_precg_mic1_up_t2	TTLL7
ftdvsall_precg_mic1_up_t2	TUBB2A
ftdvsall_precg_mic1_up_t2	TUBE1
ftdvsall_precg_mic1_up_t2	U62317.5
ftdvsall_precg_mic1_up_t2	UBA6
ftdvsall_precg_mic1_up_t2	UBAC1
ftdvsall_precg_mic1_up_t2	UBE2V2
ftdvsall_precg_mic1_up_t2	UGGT2
ftdvsall_precg_mic1_up_t2	UQCRH
ftdvsall_precg_mic1_up_t2	USP24
ftdvsall_precg_mic1_up_t2	USP33
ftdvsall_precg_mic1_up_t2	USP50
ftdvsall_precg_mic1_up_t2	VEGFC
ftdvsall_precg_mic1_up_t2	VGF
ftdvsall_precg_mic1_up_t2	VLDLR
ftdvsall_precg_mic1_up_t2	VPS13C
ftdvsall_precg_mic1_up_t2	VPS50
ftdvsall_precg_mic1_up_t2	WARS
ftdvsall_precg_mic1_up_t2	WASHC4
ftdvsall_precg_mic1_up_t2	WASL
ftdvsall_precg_mic1_up_t2	WDFY3
ftdvsall_precg_mic1_up_t2	WIPF1
ftdvsall_precg_mic1_up_t2	WSCD2
ftdvsall_precg_mic1_up_t2	XRN2
ftdvsall_precg_mic1_up_t2	ZBTB25
ftdvsall_precg_mic1_up_t2	ZBTB44
ftdvsall_precg_mic1_up_t2	ZC2HC1C
ftdvsall_precg_mic1_up_t2	ZFYVE9
ftdvsall_precg_mic1_up_t2	ZGRF1
ftdvsall_precg_mic1_up_t2	ZIC1
