MODULE	GENE
cntrol_5vs2_up_t2	LINC00376
cntrol_5vs2_up_t2	LINC00393
cntrol_5vs2_up_t2	LINC00461
cntrol_5vs2_up_t2	LINC00474
cntrol_5vs2_up_t2	LINC00598
cntrol_5vs2_up_t2	LINC00862
cntrol_5vs2_up_t2	LINC00900
cntrol_5vs2_up_t2	LINC00910
cntrol_5vs2_up_t2	LINC00960
cntrol_5vs2_up_t2	LINC01102
cntrol_5vs2_up_t2	LINC01122
cntrol_5vs2_up_t2	LINC01137
cntrol_5vs2_up_t2	LINC01185
cntrol_5vs2_up_t2	LINC01214
cntrol_5vs2_up_t2	LINC01250
cntrol_5vs2_up_t2	LINC01310
cntrol_5vs2_up_t2	LINC01322
cntrol_5vs2_up_t2	LINC01353
cntrol_5vs2_up_t2	LINC01362
cntrol_5vs2_up_t2	LINC01484
cntrol_5vs2_up_t2	LINC01500
cntrol_5vs2_up_t2	LINC01568
cntrol_5vs2_up_t2	LINC01616
cntrol_5vs2_up_t2	LINC01699
cntrol_5vs2_up_t2	LINC01719
cntrol_5vs2_up_t2	LINC01793
cntrol_5vs2_up_t2	LINC01852
cntrol_5vs2_up_t2	LINC01965
cntrol_5vs2_up_t2	LINC01979
cntrol_5vs2_up_t2	LINC02062
cntrol_5vs2_up_t2	LINC02068
cntrol_5vs2_up_t2	LINC02115
cntrol_5vs2_up_t2	LINC02185
cntrol_5vs2_up_t2	LINC02210-CRHR1
cntrol_5vs2_up_t2	LINC02245
cntrol_5vs2_up_t2	LINC02248
cntrol_5vs2_up_t2	LINC02338
cntrol_5vs2_up_t2	LINC02343
cntrol_5vs2_up_t2	LINC02455
cntrol_5vs2_up_t2	LINC02588
cntrol_5vs2_up_t2	LIPC
cntrol_5vs2_up_t2	LIPE-AS1
cntrol_5vs2_up_t2	LMAN2
cntrol_5vs2_up_t2	LMF1
cntrol_5vs2_up_t2	LMO3
cntrol_5vs2_up_t2	LNPEP
cntrol_5vs2_up_t2	LNX1
cntrol_5vs2_up_t2	LONRF2
cntrol_5vs2_up_t2	LONRF3
cntrol_5vs2_up_t2	LOXL2
cntrol_5vs2_up_t2	LOXL3
cntrol_5vs2_up_t2	LPAR4
cntrol_5vs2_up_t2	LPCAT1
cntrol_5vs2_up_t2	LPIN1
cntrol_5vs2_up_t2	LPIN2
cntrol_5vs2_up_t2	LRCH3
cntrol_5vs2_up_t2	LRIG1
cntrol_5vs2_up_t2	LRIG3
cntrol_5vs2_up_t2	LRP10
cntrol_5vs2_up_t2	LRP2BP
cntrol_5vs2_up_t2	LRRC10B
cntrol_5vs2_up_t2	LRRC17
cntrol_5vs2_up_t2	LRRC27
cntrol_5vs2_up_t2	LRRC28
cntrol_5vs2_up_t2	LRRC4
cntrol_5vs2_up_t2	LRRC41
cntrol_5vs2_up_t2	LRRC4B
cntrol_5vs2_up_t2	LRRC8B
cntrol_5vs2_up_t2	LRRK2
cntrol_5vs2_up_t2	LRWD1
cntrol_5vs2_up_t2	LSM12
cntrol_5vs2_up_t2	LSMEM1
cntrol_5vs2_up_t2	LTK
cntrol_5vs2_up_t2	LTN1
cntrol_5vs2_up_t2	LUC7L2
cntrol_5vs2_up_t2	LUC7L3
cntrol_5vs2_up_t2	LURAP1L-AS1
cntrol_5vs2_up_t2	LYG1
cntrol_5vs2_up_t2	LYST
cntrol_5vs2_up_t2	LZIC
cntrol_5vs2_up_t2	MACO1
cntrol_5vs2_up_t2	MAGED1
cntrol_5vs2_up_t2	MAGEE1
cntrol_5vs2_up_t2	MAGI1
cntrol_5vs2_up_t2	MAIP1
cntrol_5vs2_up_t2	MALAT1
cntrol_5vs2_up_t2	MALT1
cntrol_5vs2_up_t2	MAMDC2-AS1
cntrol_5vs2_up_t2	MAML3
cntrol_5vs2_up_t2	MAN1A1
cntrol_5vs2_up_t2	MANSC1
cntrol_5vs2_up_t2	MANSC4
cntrol_5vs2_up_t2	MAP1A
cntrol_5vs2_up_t2	MAP2
cntrol_5vs2_up_t2	MAP2K1
cntrol_5vs2_up_t2	MAP3K4
cntrol_5vs2_up_t2	MAP4
cntrol_5vs2_up_t2	MAP4K3
cntrol_5vs2_up_t2	MAP9
cntrol_5vs2_up_t2	MAPK12
cntrol_5vs2_up_t2	MAPK6
cntrol_5vs2_up_t2	MAPK8IP2
cntrol_5vs2_up_t2	MAPRE3
cntrol_5vs2_up_t2	MARCKS
cntrol_5vs2_up_t2	MARK3
cntrol_5vs2_up_t2	MAST3
cntrol_5vs2_up_t2	MATN1-AS1
cntrol_5vs2_up_t2	MATN2
cntrol_5vs2_up_t2	MBLAC2
cntrol_5vs2_up_t2	MBNL1
cntrol_5vs2_up_t2	MBNL2
cntrol_5vs2_up_t2	MBP
cntrol_5vs2_up_t2	MBTPS1
cntrol_5vs2_up_t2	MCHR2-AS1
cntrol_5vs2_up_t2	MCM3AP
cntrol_5vs2_up_t2	MCPH1-AS1
cntrol_5vs2_up_t2	MDC1
cntrol_5vs2_up_t2	MDGA1
cntrol_5vs2_up_t2	MDGA2
cntrol_5vs2_up_t2	MDM2
cntrol_5vs2_up_t2	MDN1
cntrol_5vs2_up_t2	MEAF6
cntrol_5vs2_up_t2	MECOM
cntrol_5vs2_up_t2	MED27
cntrol_5vs2_up_t2	MED31
cntrol_5vs2_up_t2	MED8
cntrol_5vs2_up_t2	MEF2C-AS1
cntrol_5vs2_up_t2	MEGF11
cntrol_5vs2_up_t2	MEIS2
cntrol_5vs2_up_t2	MELTF-AS1
cntrol_5vs2_up_t2	MEPE
cntrol_5vs2_up_t2	METTL24
cntrol_5vs2_up_t2	METTL25
cntrol_5vs2_up_t2	METTL26
cntrol_5vs2_up_t2	MFF
cntrol_5vs2_up_t2	MFGE8
cntrol_5vs2_up_t2	MFHAS1
cntrol_5vs2_up_t2	MFSD1
cntrol_5vs2_up_t2	MFSD4A
cntrol_5vs2_up_t2	MGA
cntrol_5vs2_up_t2	MGAT3
cntrol_5vs2_up_t2	MGAT4C
cntrol_5vs2_up_t2	MGRN1
cntrol_5vs2_up_t2	MIA3
cntrol_5vs2_up_t2	MICAL3
cntrol_5vs2_up_t2	MICU1
cntrol_5vs2_up_t2	MICU3
cntrol_5vs2_up_t2	MIER2
cntrol_5vs2_up_t2	MIER3
cntrol_5vs2_up_t2	MIGA1
cntrol_5vs2_up_t2	MINK1
cntrol_5vs2_up_t2	MIPEP
cntrol_5vs2_up_t2	MIPOL1
cntrol_5vs2_up_t2	MIR222HG
cntrol_5vs2_up_t2	MIR4435-2HG
cntrol_5vs2_up_t2	MIRLET7BHG
cntrol_5vs2_up_t2	MIS18BP1
cntrol_5vs2_up_t2	MKKS
cntrol_5vs2_up_t2	MKL1
cntrol_5vs2_up_t2	MKRN1
cntrol_5vs2_up_t2	MLF2
cntrol_5vs2_up_t2	MLLT1
cntrol_5vs2_up_t2	MLLT11
cntrol_5vs2_up_t2	MLXIP
cntrol_5vs2_up_t2	MMP16
cntrol_5vs2_up_t2	MMS19
cntrol_5vs2_up_t2	MN1
cntrol_5vs2_up_t2	MORF4L2
cntrol_5vs2_up_t2	MORN3
cntrol_5vs2_up_t2	MOSMO
cntrol_5vs2_up_t2	MOXD1
cntrol_5vs2_up_t2	MPDZ
cntrol_5vs2_up_t2	MPHOSPH10
cntrol_5vs2_up_t2	MPP6
cntrol_5vs2_up_t2	MPPED1
cntrol_5vs2_up_t2	MPRIP
cntrol_5vs2_up_t2	MROH1
cntrol_5vs2_up_t2	MRPL19
cntrol_5vs2_up_t2	MRPL24
cntrol_5vs2_up_t2	MRPL33
cntrol_5vs2_up_t2	MRPL41
cntrol_5vs2_up_t2	MRPL51
cntrol_5vs2_up_t2	MRPL58
cntrol_5vs2_up_t2	MRPL9
cntrol_5vs2_up_t2	MRPS10
cntrol_5vs2_up_t2	MRPS18C
cntrol_5vs2_up_t2	MRPS21
cntrol_5vs2_up_t2	MRPS22
cntrol_5vs2_up_t2	MRPS25
cntrol_5vs2_up_t2	MRVI1
cntrol_5vs2_up_t2	MSANTD4
cntrol_5vs2_up_t2	MSH4
cntrol_5vs2_up_t2	MSRB2
cntrol_5vs2_up_t2	MSRB3
cntrol_5vs2_up_t2	MT-ATP6
cntrol_5vs2_up_t2	MT-CO1
cntrol_5vs2_up_t2	MT-CO2
cntrol_5vs2_up_t2	MT-CO3
cntrol_5vs2_up_t2	MT-CYB
cntrol_5vs2_up_t2	MT-ND1
cntrol_5vs2_up_t2	MT-ND2
cntrol_5vs2_up_t2	MT-ND3
cntrol_5vs2_up_t2	MT-ND4
cntrol_5vs2_up_t2	MT-ND5
cntrol_5vs2_up_t2	MT3
cntrol_5vs2_up_t2	MTDH
cntrol_5vs2_up_t2	MTF2
cntrol_5vs2_up_t2	MTFR1
cntrol_5vs2_up_t2	MTMR11
cntrol_5vs2_up_t2	MTMR12
cntrol_5vs2_up_t2	MTMR14
cntrol_5vs2_up_t2	MTMR7
cntrol_5vs2_up_t2	MTMR8
cntrol_5vs2_up_t2	MTREX
cntrol_5vs2_up_t2	MTRR
cntrol_5vs2_up_t2	MTUS2
cntrol_5vs2_up_t2	MUC20-OT1
cntrol_5vs2_up_t2	MXI1
cntrol_5vs2_up_t2	MYADM
cntrol_5vs2_up_t2	MYCBP2
cntrol_5vs2_up_t2	MYEF2
cntrol_5vs2_up_t2	MYH9
cntrol_5vs2_up_t2	MYL6B
cntrol_5vs2_up_t2	MYL9
cntrol_5vs2_up_t2	MYLK-AS1
cntrol_5vs2_up_t2	MYLK-AS2
cntrol_5vs2_up_t2	MYO19
cntrol_5vs2_up_t2	MYO1D
cntrol_5vs2_up_t2	MYO3B
cntrol_5vs2_up_t2	MYO5A
cntrol_5vs2_up_t2	MYO5B
cntrol_5vs2_up_t2	MYO5C
cntrol_5vs2_up_t2	MYO9A
cntrol_5vs2_up_t2	MYO9B
cntrol_5vs2_up_t2	MYOM2
cntrol_5vs2_up_t2	MYSM1
cntrol_5vs2_up_t2	MYT1
cntrol_5vs2_up_t2	MYT1L
cntrol_5vs2_up_t2	N4BP1
cntrol_5vs2_up_t2	N4BP2
cntrol_5vs2_up_t2	N4BP2L1
cntrol_5vs2_up_t2	N4BP2L2
cntrol_5vs2_up_t2	NAA15
cntrol_5vs2_up_t2	NAALADL2
cntrol_5vs2_up_t2	NAB1
cntrol_5vs2_up_t2	NACA
cntrol_5vs2_up_t2	NAF1
cntrol_5vs2_up_t2	NALCN
cntrol_5vs2_up_t2	NALCN-AS1
cntrol_5vs2_up_t2	NANOS3
cntrol_5vs2_up_t2	NAP1L3
cntrol_5vs2_up_t2	NAPB
cntrol_5vs2_up_t2	NARS
cntrol_5vs2_up_t2	NATD1
cntrol_5vs2_up_t2	NAV2
cntrol_5vs2_up_t2	NAV3
cntrol_5vs2_up_t2	NBEA
cntrol_5vs2_up_t2	NBN
cntrol_5vs2_up_t2	NBPF11
cntrol_5vs2_up_t2	NBPF20
cntrol_5vs2_up_t2	NBR1
cntrol_5vs2_up_t2	NCBP1
cntrol_5vs2_up_t2	NCBP2L
cntrol_5vs2_up_t2	NCKAP1
cntrol_5vs2_up_t2	NCL
cntrol_5vs2_up_t2	NCOA1
cntrol_5vs2_up_t2	NCOA2
cntrol_5vs2_up_t2	NCOA6
cntrol_5vs2_up_t2	NCOA7
cntrol_5vs2_up_t2	NCOR1
cntrol_5vs2_up_t2	NCOR2
cntrol_5vs2_up_t2	NDC1
cntrol_5vs2_up_t2	NDFIP1
cntrol_5vs2_up_t2	NDN
cntrol_5vs2_up_t2	NDST3
cntrol_5vs2_up_t2	NDUFA10
cntrol_5vs2_up_t2	NDUFA5
cntrol_5vs2_up_t2	NDUFS8
cntrol_5vs2_up_t2	NDUFV3
cntrol_5vs2_up_t2	NEBL
cntrol_5vs2_up_t2	NECAB2
cntrol_5vs2_up_t2	NECAB3
cntrol_5vs2_up_t2	NECAP1
cntrol_5vs2_up_t2	NEK8
cntrol_5vs2_up_t2	NELL1
cntrol_5vs2_up_t2	NENF
cntrol_5vs2_up_t2	NES
cntrol_5vs2_up_t2	NETO1
cntrol_5vs2_up_t2	NEU1
cntrol_5vs2_up_t2	NEUROD2
cntrol_5vs2_up_t2	NEXMIF
cntrol_5vs2_up_t2	NF1
cntrol_5vs2_up_t2	NFASC
cntrol_5vs2_up_t2	NFAT5
cntrol_5vs2_up_t2	NFIA
cntrol_5vs2_up_t2	NFIB
cntrol_5vs2_up_t2	NFIC
cntrol_5vs2_up_t2	NFKB1
cntrol_5vs2_up_t2	NFX1
cntrol_5vs2_up_t2	NGEF
cntrol_5vs2_up_t2	NGLY1
cntrol_5vs2_up_t2	NHLRC3
cntrol_5vs2_up_t2	NHP2
cntrol_5vs2_up_t2	NHS
cntrol_5vs2_up_t2	NHSL2
cntrol_5vs2_up_t2	NIN
cntrol_5vs2_up_t2	NIPA2
cntrol_5vs2_up_t2	NIPBL
cntrol_5vs2_up_t2	NIPSNAP3A
cntrol_5vs2_up_t2	NKAIN3
cntrol_5vs2_up_t2	NKTR
cntrol_5vs2_up_t2	NLGN4Y
cntrol_5vs2_up_t2	NLK
cntrol_5vs2_up_t2	NLN
cntrol_5vs2_up_t2	NLRC5
cntrol_5vs2_up_t2	NMD3
cntrol_5vs2_up_t2	NMT2
cntrol_5vs2_up_t2	NNMT
cntrol_5vs2_up_t2	NOL10
cntrol_5vs2_up_t2	NOP14
cntrol_5vs2_up_t2	NOP2
cntrol_5vs2_up_t2	NOP58
cntrol_5vs2_up_t2	NOS1AP
cntrol_5vs2_up_t2	NOVA1
cntrol_5vs2_up_t2	NPFFR2
cntrol_5vs2_up_t2	NPHP3-ACAD11
cntrol_5vs2_up_t2	NPHP4
cntrol_5vs2_up_t2	NPIPB11
cntrol_5vs2_up_t2	NPIPB15
cntrol_5vs2_up_t2	NPM1
cntrol_5vs2_up_t2	NPTN
cntrol_5vs2_up_t2	NPTX1
cntrol_5vs2_up_t2	NPTX2
cntrol_5vs2_up_t2	NPTXR
cntrol_5vs2_up_t2	NQO2
cntrol_5vs2_up_t2	NR1D2
cntrol_5vs2_up_t2	NR2C2AP
cntrol_5vs2_up_t2	NR2F1
cntrol_5vs2_up_t2	NR2F1-AS1
cntrol_5vs2_up_t2	NR4A2
cntrol_5vs2_up_t2	NRDE2
cntrol_5vs2_up_t2	NRSN2-AS1
cntrol_5vs2_up_t2	NRXN2
cntrol_5vs2_up_t2	NSD1
cntrol_5vs2_up_t2	NSD3
cntrol_5vs2_up_t2	NSL1
cntrol_5vs2_up_t2	NSMCE4A
cntrol_5vs2_up_t2	NSRP1
cntrol_5vs2_up_t2	NSUN2
cntrol_5vs2_up_t2	NSUN3
cntrol_5vs2_up_t2	NT5C1A
cntrol_5vs2_up_t2	NTNG2
cntrol_5vs2_up_t2	NTRK3
cntrol_5vs2_up_t2	NUBPL
cntrol_5vs2_up_t2	NUCKS1
cntrol_5vs2_up_t2	NUDT3
cntrol_5vs2_up_t2	NUMBL
cntrol_5vs2_up_t2	NUP133
cntrol_5vs2_up_t2	NUP160
cntrol_5vs2_up_t2	NUTM2A-AS1
cntrol_5vs2_up_t2	NUTM2B-AS1
cntrol_5vs2_up_t2	OARD1
cntrol_5vs2_up_t2	ODF2L
cntrol_5vs2_up_t2	OGFRL1
cntrol_5vs2_up_t2	OGG1
cntrol_5vs2_up_t2	OLA1
cntrol_5vs2_up_t2	OLFM1
cntrol_5vs2_up_t2	ONECUT2
cntrol_5vs2_up_t2	OOEP
cntrol_5vs2_up_t2	OPN3
cntrol_5vs2_up_t2	OPRK1
cntrol_5vs2_up_t2	ORAI1
cntrol_5vs2_up_t2	ORAI2
cntrol_5vs2_up_t2	ORC2
cntrol_5vs2_up_t2	ORMDL1
cntrol_5vs2_up_t2	OSBP2
cntrol_5vs2_up_t2	OSBPL1A
cntrol_5vs2_up_t2	OSBPL2
cntrol_5vs2_up_t2	OSBPL8
cntrol_5vs2_up_t2	OTUD5
cntrol_5vs2_up_t2	OTUD7A
cntrol_5vs2_up_t2	OTULIN
cntrol_5vs2_up_t2	OXA1L
cntrol_5vs2_up_t2	P2RX7
cntrol_5vs2_up_t2	PABPC3
cntrol_5vs2_up_t2	PABPN1
cntrol_5vs2_up_t2	PABPN1L
cntrol_5vs2_up_t2	PACRG
cntrol_5vs2_up_t2	PACRGL
cntrol_5vs2_up_t2	PACSIN2
cntrol_5vs2_up_t2	PAFAH1B2
cntrol_5vs2_up_t2	PAFAH1B3
cntrol_5vs2_up_t2	PAK2
cntrol_5vs2_up_t2	PAK3
cntrol_5vs2_up_t2	PAM
cntrol_5vs2_up_t2	PANK1
cntrol_5vs2_up_t2	PAQR4
cntrol_5vs2_up_t2	PARD3
cntrol_5vs2_up_t2	PARN
cntrol_5vs2_up_t2	PARP1
cntrol_5vs2_up_t2	PARP11
cntrol_5vs2_up_t2	PARP2
cntrol_5vs2_up_t2	PARVB
cntrol_5vs2_up_t2	PATJ
cntrol_5vs2_up_t2	PBRM1
cntrol_5vs2_up_t2	PBX1
cntrol_5vs2_up_t2	PCBP1
cntrol_5vs2_up_t2	PCDH15
cntrol_5vs2_up_t2	PCDH17
cntrol_5vs2_up_t2	PCDH7
cntrol_5vs2_up_t2	PCDH8
cntrol_5vs2_up_t2	PCF11
cntrol_5vs2_up_t2	PCGF5
cntrol_5vs2_up_t2	PCID2
cntrol_5vs2_up_t2	PCMT1
cntrol_5vs2_up_t2	PCMTD2
cntrol_5vs2_up_t2	PCNP
cntrol_5vs2_up_t2	PCNT
cntrol_5vs2_up_t2	PCNX1
cntrol_5vs2_up_t2	PCP4
cntrol_5vs2_up_t2	PCSK1N
cntrol_5vs2_up_t2	PCSK2
cntrol_5vs2_up_t2	PDE1A
cntrol_5vs2_up_t2	PDE2A
cntrol_5vs2_up_t2	PDE4A
cntrol_5vs2_up_t2	PDE4DIP
cntrol_5vs2_up_t2	PDE8B
cntrol_5vs2_up_t2	PDGFD
cntrol_5vs2_up_t2	PDHX
cntrol_5vs2_up_t2	PDIA3
cntrol_5vs2_up_t2	PDIA4
cntrol_5vs2_up_t2	PDIA6
cntrol_5vs2_up_t2	PDK1
cntrol_5vs2_up_t2	PDS5A
cntrol_5vs2_up_t2	PDS5B
cntrol_5vs2_up_t2	PDZRN4
cntrol_5vs2_up_t2	PEAK1
cntrol_5vs2_up_t2	PEBP1
cntrol_5vs2_up_t2	PEG10
cntrol_5vs2_up_t2	PELI2
cntrol_5vs2_up_t2	PER2
cntrol_5vs2_up_t2	PER3
cntrol_5vs2_up_t2	PES1
cntrol_5vs2_up_t2	PEX1
cntrol_5vs2_up_t2	PEX5
cntrol_5vs2_up_t2	PEX6
cntrol_5vs2_up_t2	PGK1
cntrol_5vs2_up_t2	PGM2L1
cntrol_5vs2_up_t2	PGP
cntrol_5vs2_up_t2	PGPEP1
cntrol_5vs2_up_t2	PGRMC1
cntrol_5vs2_up_t2	PGRMC2
cntrol_5vs2_up_t2	PHACTR2
cntrol_5vs2_up_t2	PHC2
cntrol_5vs2_up_t2	PHEX-AS1
cntrol_5vs2_up_t2	PHF1
cntrol_5vs2_up_t2	PHF12
cntrol_5vs2_up_t2	PHF14
cntrol_5vs2_up_t2	PHF20
cntrol_5vs2_up_t2	PHF21A
cntrol_5vs2_up_t2	PHF3
cntrol_5vs2_up_t2	PHGDH
cntrol_5vs2_up_t2	PHIP
cntrol_5vs2_up_t2	PHKA2
cntrol_5vs2_up_t2	PHYHIPL
cntrol_5vs2_up_t2	PIAS2
cntrol_5vs2_up_t2	PIAS3
cntrol_5vs2_up_t2	PICK1
cntrol_5vs2_up_t2	PIGX
cntrol_5vs2_up_t2	PIK3C2A
cntrol_5vs2_up_t2	PIN4
cntrol_5vs2_up_t2	PIP4K2A
cntrol_5vs2_up_t2	PITHD1
cntrol_5vs2_up_t2	PJA2
cntrol_5vs2_up_t2	PKIA-AS1
cntrol_5vs2_up_t2	PKIG
cntrol_5vs2_up_t2	PLD2
cntrol_5vs2_up_t2	PLD5
cntrol_5vs2_up_t2	PLEKHA2
cntrol_5vs2_up_t2	PLEKHG6
cntrol_5vs2_up_t2	PLEKHH1
cntrol_5vs2_up_t2	PLG
cntrol_5vs2_up_t2	PLGLB1
cntrol_5vs2_up_t2	PLK4
cntrol_5vs2_up_t2	PLK5
cntrol_5vs2_up_t2	PLOD2
cntrol_5vs2_up_t2	PLPP5
cntrol_5vs2_up_t2	PLPPR1
cntrol_5vs2_up_t2	PLPPR2
cntrol_5vs2_up_t2	PLXNA2
cntrol_5vs2_up_t2	PLXNA4
cntrol_5vs2_up_t2	PMPCB
cntrol_5vs2_up_t2	PMS1
cntrol_5vs2_up_t2	PNCK
cntrol_5vs2_up_t2	PNISR
cntrol_5vs2_up_t2	PNMA2
cntrol_5vs2_up_t2	PNN
cntrol_5vs2_up_t2	PNPLA7
cntrol_5vs2_up_t2	PNPLA8
cntrol_5vs2_up_t2	POC5
cntrol_5vs2_up_t2	POGK
cntrol_5vs2_up_t2	POGZ
cntrol_5vs2_up_t2	POLA1
cntrol_5vs2_up_t2	POLD3
cntrol_5vs2_up_t2	POLDIP3
cntrol_5vs2_up_t2	POLI
cntrol_5vs2_up_t2	POLR1C
cntrol_5vs2_up_t2	POLR2C
cntrol_5vs2_up_t2	POMZP3
cntrol_5vs2_up_t2	POR
cntrol_5vs2_up_t2	POU3F3
cntrol_5vs2_up_t2	PPARG
cntrol_5vs2_up_t2	PPFIA1
cntrol_5vs2_up_t2	PPFIA2
cntrol_5vs2_up_t2	PPFIA4
cntrol_5vs2_up_t2	PPIA
cntrol_5vs2_up_t2	PPIG
cntrol_5vs2_up_t2	PPIL1
cntrol_5vs2_up_t2	PPIP5K2
cntrol_5vs2_up_t2	PPL
cntrol_5vs2_up_t2	PPM1D
cntrol_5vs2_up_t2	PPM1E
cntrol_5vs2_up_t2	PPM1F
cntrol_5vs2_up_t2	PPP1CA
cntrol_5vs2_up_t2	PPP1CB
cntrol_5vs2_up_t2	PPP1R13B
cntrol_5vs2_up_t2	PPP1R15B
cntrol_5vs2_up_t2	PPP1R16B
cntrol_5vs2_up_t2	PPP1R2
cntrol_5vs2_up_t2	PPP1R35
cntrol_5vs2_up_t2	PPP1R9A
cntrol_5vs2_up_t2	PPP2R1B
cntrol_5vs2_up_t2	PPP2R3C
cntrol_5vs2_up_t2	PPP3CB
cntrol_5vs2_up_t2	PPP4C
cntrol_5vs2_up_t2	PPP4R3B
cntrol_5vs2_up_t2	PRDM5
cntrol_5vs2_up_t2	PREX1
cntrol_5vs2_up_t2	PRKAB2
cntrol_5vs2_up_t2	PRKACB
cntrol_5vs2_up_t2	PRKAG2-AS1
cntrol_5vs2_up_t2	PRKAR1A
cntrol_5vs2_up_t2	PRKAR2A
cntrol_5vs2_up_t2	PRKCA
cntrol_5vs2_up_t2	PRKCA-AS1
cntrol_5vs2_up_t2	PRKCE
cntrol_5vs2_up_t2	PRKCI
cntrol_5vs2_up_t2	PRKN
cntrol_5vs2_up_t2	PRKRA
cntrol_5vs2_up_t2	PRLHR
cntrol_5vs2_up_t2	PRNP
cntrol_5vs2_up_t2	PRPF19
cntrol_5vs2_up_t2	PRPF38B
cntrol_5vs2_up_t2	PRPF39
cntrol_5vs2_up_t2	PRPSAP2
cntrol_5vs2_up_t2	PRR3
cntrol_5vs2_up_t2	PRRC2B
cntrol_5vs2_up_t2	PRRC2C
cntrol_5vs2_up_t2	PRRT3
cntrol_5vs2_up_t2	PRSS35
cntrol_5vs2_up_t2	PRSS38
cntrol_5vs2_up_t2	PRSS50.1
cntrol_5vs2_up_t2	PRUNE1
cntrol_5vs2_up_t2	PSAP
cntrol_5vs2_up_t2	PSD3
cntrol_5vs2_up_t2	PSMA4
cntrol_5vs2_up_t2	PSMB5
cntrol_5vs2_up_t2	PSMD10
cntrol_5vs2_up_t2	PSMD3
cntrol_5vs2_up_t2	PSMF1
cntrol_5vs2_up_t2	PTBP1
cntrol_5vs2_up_t2	PTCD2
cntrol_5vs2_up_t2	PTCH1
cntrol_5vs2_up_t2	PTCHD1
cntrol_5vs2_up_t2	PTCHD1-AS
cntrol_5vs2_up_t2	PTEN
cntrol_5vs2_up_t2	PTK2
cntrol_5vs2_up_t2	PTK2B
cntrol_5vs2_up_t2	PTMA
cntrol_5vs2_up_t2	PTMS
cntrol_5vs2_up_t2	PTOV1-AS1
cntrol_5vs2_up_t2	PTP4A1
cntrol_5vs2_up_t2	PTPDC1
cntrol_5vs2_up_t2	PTPN13
cntrol_5vs2_up_t2	PTPN18
cntrol_5vs2_up_t2	PTPN21
cntrol_5vs2_up_t2	PTPN5
cntrol_5vs2_up_t2	PTPRA
cntrol_5vs2_up_t2	PTPRB
cntrol_5vs2_up_t2	PTPRE
cntrol_5vs2_up_t2	PTPRG
cntrol_5vs2_up_t2	PTPRM
cntrol_5vs2_up_t2	PTPRO
cntrol_5vs2_up_t2	PTPRR
cntrol_5vs2_up_t2	PTPRS
cntrol_5vs2_up_t2	PUM1
cntrol_5vs2_up_t2	PURA
cntrol_5vs2_up_t2	PURB
cntrol_5vs2_up_t2	PUS10
cntrol_5vs2_up_t2	PUS7L
cntrol_5vs2_up_t2	PVT1
cntrol_5vs2_up_t2	PXDN
cntrol_5vs2_up_t2	PXN
cntrol_5vs2_up_t2	QKI
cntrol_5vs2_up_t2	RAB11B
cntrol_5vs2_up_t2	RAB11FIP2
cntrol_5vs2_up_t2	RAB11FIP3
cntrol_5vs2_up_t2	RAB11FIP4
cntrol_5vs2_up_t2	RAB18
cntrol_5vs2_up_t2	RAB1A
cntrol_5vs2_up_t2	RAB2A
cntrol_5vs2_up_t2	RAB39B
cntrol_5vs2_up_t2	RAB3GAP2
cntrol_5vs2_up_t2	RAB4A
cntrol_5vs2_up_t2	RAB6A
cntrol_5vs2_up_t2	RAB7B
cntrol_5vs2_up_t2	RAB8B
cntrol_5vs2_up_t2	RAB9A
cntrol_5vs2_up_t2	RABGAP1
cntrol_5vs2_up_t2	RABGAP1L
cntrol_5vs2_up_t2	RABGEF1
cntrol_5vs2_up_t2	RABL2B
cntrol_5vs2_up_t2	RAD21
cntrol_5vs2_up_t2	RAD51B
cntrol_5vs2_up_t2	RAD52
cntrol_5vs2_up_t2	RAF1
cntrol_5vs2_up_t2	RAI1
cntrol_5vs2_up_t2	RAI14
cntrol_5vs2_up_t2	RALGPS2
cntrol_5vs2_up_t2	RALYL
cntrol_5vs2_up_t2	RAN
cntrol_5vs2_up_t2	RANBP2
cntrol_5vs2_up_t2	RAP1B
cntrol_5vs2_up_t2	RAPGEF4
cntrol_5vs2_up_t2	RAPH1
cntrol_5vs2_up_t2	RASA1
cntrol_5vs2_up_t2	RASA2
cntrol_5vs2_up_t2	RASA3
cntrol_5vs2_up_t2	RASGRF2
cntrol_5vs2_up_t2	RASSF9
cntrol_5vs2_up_t2	RAVER1
cntrol_5vs2_up_t2	RBAK-RBAKDN
cntrol_5vs2_up_t2	RBBP4
cntrol_5vs2_up_t2	RBFOX3
cntrol_5vs2_up_t2	RBL1
cntrol_5vs2_up_t2	RBM25
cntrol_5vs2_up_t2	RBM39
cntrol_5vs2_up_t2	RBMX
cntrol_5vs2_up_t2	RBP2
cntrol_5vs2_up_t2	RCN2
cntrol_5vs2_up_t2	RECK
cntrol_5vs2_up_t2	REL
cntrol_5vs2_up_t2	RELN
cntrol_5vs2_up_t2	REPS1
cntrol_5vs2_up_t2	RERE
cntrol_5vs2_up_t2	REV1
cntrol_5vs2_up_t2	REV3L
cntrol_5vs2_up_t2	RFC1
cntrol_5vs2_up_t2	RFC3
cntrol_5vs2_up_t2	RFK
cntrol_5vs2_up_t2	RFX7
cntrol_5vs2_up_t2	RGN
cntrol_5vs2_up_t2	RGS2
cntrol_5vs2_up_t2	RHBDD1
cntrol_5vs2_up_t2	RHBDD2
