ct_subcluster,ext_module,ora
preCG-excitatory-5,Ex4,8.13328316527742
preCG-excitatory-5,Ex5,15.2825819490347
preCG-excitatory-5,Ex6,0.668999528049613
preCG-excitatory-5,Ex7,32.4734032611279
preCG-excitatory-5,Ex8,0
preCG-excitatory-5,Ex9,7.81286887838815
preCG-excitatory-6,Ex0,14.361647526835
preCG-excitatory-6,Ex1,34.7515319989632
preCG-excitatory-6,Ex11,3.71463294683535
preCG-excitatory-6,Ex12,151.869186718652
preCG-excitatory-6,Ex14,25.3803261646277
preCG-excitatory-6,Ex2,55.7110575836978
preCG-excitatory-6,Ex3,19.9386955594724
preCG-excitatory-6,Ex4,1.25785435259095
preCG-excitatory-6,Ex5,10.1979778273046
preCG-excitatory-6,Ex6,0.330683706855216
preCG-excitatory-6,Ex7,7.68699192622104
preCG-excitatory-6,Ex8,0
preCG-excitatory-6,Ex9,110.689509158831
preCG-excitatory-7,Ex0,0
preCG-excitatory-7,Ex1,42.6106778167442
preCG-excitatory-7,Ex11,3.6729443164424
preCG-excitatory-7,Ex12,23.6011041829285
preCG-excitatory-7,Ex14,17.3367743795533
preCG-excitatory-7,Ex2,217.173249515973
preCG-excitatory-7,Ex3,12.3130897616267
preCG-excitatory-7,Ex4,0
preCG-excitatory-7,Ex5,28.850603829541
preCG-excitatory-7,Ex6,0
preCG-excitatory-7,Ex7,19.8944860988695
preCG-excitatory-7,Ex8,1.67094631285668
preCG-excitatory-7,Ex9,12.5848263093997
preCG-excitatory-9,Ex0,183.809318413201
preCG-excitatory-9,Ex1,0.953805821124431
preCG-excitatory-9,Ex11,3.22516694222668
preCG-excitatory-9,Ex12,8.97220204147206
preCG-excitatory-9,Ex14,5.93200413198064
preCG-excitatory-9,Ex2,373.544630263916
preCG-excitatory-9,Ex3,15.8957722663218
preCG-excitatory-9,Ex4,15.9428258471773
preCG-excitatory-9,Ex5,1.3158172014519
preCG-excitatory-9,Ex6,1.71392131929654
preCG-excitatory-9,Ex7,3.07936937581281
preCG-excitatory-9,Ex8,5.17835239136947
preCG-excitatory-9,Ex9,8.48074141872929
insula-excitatory-0,Ex0,11.8135642846623
insula-excitatory-0,Ex1,14.7157129453463
insula-excitatory-0,Ex11,200.813142814734
insula-excitatory-0,Ex12,18.1476193813342
insula-excitatory-0,Ex14,16.3666796909486
insula-excitatory-0,Ex2,31.2299027102683
insula-excitatory-0,Ex3,84.1152425616427
insula-excitatory-0,Ex4,2.52674660767583
insula-excitatory-0,Ex5,26.6726357878474
insula-excitatory-0,Ex6,0.327331440098615
insula-excitatory-0,Ex7,19.8944860988695
insula-excitatory-0,Ex8,1.67094631285668
insula-excitatory-0,Ex9,22.7977824094446
insula-excitatory-1,Ex0,19.3789620520312
insula-excitatory-1,Ex1,16.0866824150639
insula-excitatory-1,Ex11,17.2137193155214
insula-excitatory-1,Ex12,44.7905174824581
insula-excitatory-1,Ex14,8.75989761771065
insula-excitatory-1,Ex2,73.5545290443086
insula-excitatory-1,Ex3,196.874032830603
insula-excitatory-1,Ex4,2.52674660767583
insula-excitatory-1,Ex5,11.7113928494743
insula-excitatory-1,Ex6,0.327331440098615
insula-excitatory-1,Ex7,11.3504686142759
insula-excitatory-1,Ex8,1.67094631285668
insula-excitatory-1,Ex9,20.4835531816401
insula-excitatory-10,Ex0,11.8135642846623
insula-excitatory-10,Ex1,28.6784724302921
insula-excitatory-10,Ex11,8.25646234596759
insula-excitatory-10,Ex12,335.305964148133
insula-excitatory-10,Ex14,27.5162516347178
insula-excitatory-10,Ex2,64.1051085056563
insula-excitatory-10,Ex3,54.8283880071613
insula-excitatory-10,Ex4,0
insula-excitatory-10,Ex5,13.3799411981548
insula-excitatory-10,Ex6,0
insula-excitatory-10,Ex7,4.16333699120837
insula-excitatory-10,Ex8,1.67094631285668
insula-excitatory-10,Ex9,58.9163824871949
insula-excitatory-13,Ex0,8.48785119076235
insula-excitatory-13,Ex1,47.2502970641657
insula-excitatory-13,Ex11,7.14301737183155
insula-excitatory-13,Ex12,119.060853674127
insula-excitatory-13,Ex14,193.482419129302
insula-excitatory-13,Ex2,46.6220676393435
insula-excitatory-13,Ex3,19.711137454849
insula-excitatory-13,Ex4,2.52674660767583
insula-excitatory-13,Ex5,38.2496454940955
insula-excitatory-13,Ex6,0
insula-excitatory-13,Ex7,19.8944860988695
insula-excitatory-13,Ex8,1.67094631285668
insula-excitatory-13,Ex9,75.9907722000154
insula-excitatory-2,Ex0,259.66721105155
insula-excitatory-2,Ex1,1.93368444068103
insula-excitatory-2,Ex11,3.22516694222668
insula-excitatory-2,Ex12,5.0929084773406
insula-excitatory-2,Ex14,3.99497866614192
insula-excitatory-2,Ex2,217.173249515973
insula-excitatory-2,Ex3,8.94744496036156
insula-excitatory-2,Ex4,21.2999936212365
insula-excitatory-2,Ex5,1.3158172014519
insula-excitatory-2,Ex6,3.23649515348973
insula-excitatory-2,Ex7,5.27906235063904
insula-excitatory-2,Ex8,5.17835239136947
insula-excitatory-2,Ex9,4.21920181841369
insula-excitatory-3,Ex0,0.845734637856418
insula-excitatory-3,Ex1,23.6155602510819
insula-excitatory-3,Ex11,7.69380709733624
insula-excitatory-3,Ex12,23.6011041829285
insula-excitatory-3,Ex14,26.2471862376368
insula-excitatory-3,Ex2,83.926386199726
insula-excitatory-3,Ex3,15.8957722663218
insula-excitatory-3,Ex4,0
insula-excitatory-3,Ex5,161.283459989467
insula-excitatory-3,Ex6,0
insula-excitatory-3,Ex7,32.0512841345085
insula-excitatory-3,Ex8,3.39613287741735
insula-excitatory-3,Ex9,8.48074141872929
insula-excitatory-4,Ex0,2.60529891346533
insula-excitatory-4,Ex1,260.513167344241
insula-excitatory-4,Ex11,7.14301737183155
insula-excitatory-4,Ex12,42.6377947200682
insula-excitatory-4,Ex14,33.108599922627
insula-excitatory-4,Ex2,73.5545290443086
insula-excitatory-4,Ex3,21.6977968733043
insula-excitatory-4,Ex4,1.24510442567797
insula-excitatory-4,Ex5,38.2496454940955
insula-excitatory-4,Ex6,0.327331440098615
insula-excitatory-4,Ex7,24.7794834825326
insula-excitatory-4,Ex8,3.39613287741735
insula-excitatory-4,Ex9,25.2081723831021
insula-excitatory-5,Ex0,160.354941789134
insula-excitatory-5,Ex1,2.94043870000149
insula-excitatory-5,Ex11,2.78782719972917
insula-excitatory-5,Ex12,7.9614866096756
insula-excitatory-5,Ex14,4.62448199533055
insula-excitatory-5,Ex2,237.74526338636
insula-excitatory-5,Ex3,10.6018192326545
insula-excitatory-5,Ex4,14.2692651717044
insula-excitatory-5,Ex5,2.6709434792154
insula-excitatory-5,Ex6,1.71392131929654
insula-excitatory-5,Ex7,3.07936937581281
insula-excitatory-5,Ex8,5.17835239136947
insula-excitatory-5,Ex9,6.26696093276944
insula-excitatory-6,Ex0,273.66649128514
insula-excitatory-6,Ex1,1.93368444068103
insula-excitatory-6,Ex11,3.22516694222668
insula-excitatory-6,Ex12,3.30574412514851
insula-excitatory-6,Ex14,4.62448199533055
insula-excitatory-6,Ex2,217.173249515973
insula-excitatory-6,Ex3,8.94744496036156
insula-excitatory-6,Ex4,21.2999936212365
insula-excitatory-6,Ex5,1.3158172014519
insula-excitatory-6,Ex6,2.84212652302894
insula-excitatory-6,Ex7,5.27906235063904
insula-excitatory-6,Ex8,7.01885966281728
insula-excitatory-6,Ex9,2.32129341084836
insula-excitatory-7,Ex0,3.52056680142625
insula-excitatory-7,Ex1,20.4551746211779
insula-excitatory-7,Ex11,11.3160326792878
insula-excitatory-7,Ex12,14.4631682050078
insula-excitatory-7,Ex14,22.6459294561323
insula-excitatory-7,Ex2,106.792160827252
insula-excitatory-7,Ex3,15.8957722663218
insula-excitatory-7,Ex4,2.52674660767583
insula-excitatory-7,Ex5,51.8889563965271
insula-excitatory-7,Ex6,0
insula-excitatory-7,Ex7,136.860914062991
insula-excitatory-7,Ex8,0
insula-excitatory-7,Ex9,7.72395797637747
insula-excitatory-8,Ex0,9.56473010629256
insula-excitatory-8,Ex1,42.6106778167442
insula-excitatory-8,Ex11,8.83475921768168
insula-excitatory-8,Ex12,119.060853674127
insula-excitatory-8,Ex14,36.1937156473958
insula-excitatory-8,Ex2,31.2299027102683
insula-excitatory-8,Ex3,35.1850834273421
insula-excitatory-8,Ex4,0
insula-excitatory-8,Ex5,18.7318443640479
insula-excitatory-8,Ex6,0
insula-excitatory-8,Ex7,12.6707271578745
insula-excitatory-8,Ex8,0
insula-excitatory-8,Ex9,302.113623124159
calcarine-excitatory-0,Ex0,0.85439524519732
calcarine-excitatory-0,Ex1,55.6406397240029
calcarine-excitatory-0,Ex11,6.68822431182817
calcarine-excitatory-0,Ex12,26.9386628012738
calcarine-excitatory-0,Ex14,19.6318890327179
calcarine-excitatory-0,Ex2,149.054257171295
calcarine-excitatory-0,Ex3,14.2364733858187
calcarine-excitatory-0,Ex4,0
calcarine-excitatory-0,Ex5,18.9433593646537
calcarine-excitatory-0,Ex6,0
calcarine-excitatory-0,Ex7,18.5824243191166
calcarine-excitatory-0,Ex8,17.3660940235932
calcarine-excitatory-0,Ex9,11.0073236405494
calcarine-excitatory-1,Ex0,37.3759995723939
calcarine-excitatory-1,Ex1,2.94043870000149
calcarine-excitatory-1,Ex11,1.53686569635212
calcarine-excitatory-1,Ex12,8.97220204147206
calcarine-excitatory-1,Ex14,5.26923819162124
calcarine-excitatory-1,Ex2,217.173249515973
calcarine-excitatory-1,Ex3,7.34132201573912
calcarine-excitatory-1,Ex4,8.04650279559662
calcarine-excitatory-1,Ex5,2.6709434792154
calcarine-excitatory-1,Ex6,0.662148698165489
calcarine-excitatory-1,Ex7,2.02471534074215
calcarine-excitatory-1,Ex8,10.8828523708264
calcarine-excitatory-1,Ex9,8.48074141872929
calcarine-excitatory-10,Ex0,4.4503966921925
calcarine-excitatory-10,Ex1,24.8938162329574
calcarine-excitatory-10,Ex11,1.43613247019701
calcarine-excitatory-10,Ex12,11.5370631955719
calcarine-excitatory-10,Ex14,16.9404414199474
calcarine-excitatory-10,Ex2,213.378742532611
calcarine-excitatory-10,Ex3,7.30970148165631
calcarine-excitatory-10,Ex4,1.56140324982039
calcarine-excitatory-10,Ex5,24.242696514598
calcarine-excitatory-10,Ex6,0.410501359693219
calcarine-excitatory-10,Ex7,35.372049230817
calcarine-excitatory-10,Ex8,4.26991831907514
calcarine-excitatory-10,Ex9,4.5389211978949
calcarine-excitatory-12,Ex0,7.43951057145193
calcarine-excitatory-12,Ex1,9.60190855906037
calcarine-excitatory-12,Ex11,42.7319479450299
calcarine-excitatory-12,Ex12,14.4631682050078
calcarine-excitatory-12,Ex14,11.0839746517635
calcarine-excitatory-12,Ex2,64.1051085056563
calcarine-excitatory-12,Ex3,17.772423209769
calcarine-excitatory-12,Ex4,1.24510442567797
calcarine-excitatory-12,Ex5,11.7113928494743
calcarine-excitatory-12,Ex6,4.91439507856093
calcarine-excitatory-12,Ex7,6.42467174111597
calcarine-excitatory-12,Ex8,21.7333523347863
calcarine-excitatory-12,Ex9,11.7214935548396
calcarine-excitatory-13,Ex0,15.3354750236936
calcarine-excitatory-13,Ex1,11.6958914065875
calcarine-excitatory-13,Ex11,4.51291411601863
calcarine-excitatory-13,Ex12,9.72122754794142
calcarine-excitatory-13,Ex14,2.39375124702969
calcarine-excitatory-13,Ex2,363.51612651699
calcarine-excitatory-13,Ex3,3.04415144982963
calcarine-excitatory-13,Ex4,5.63824079476143
calcarine-excitatory-13,Ex5,24.0876682729595
calcarine-excitatory-13,Ex6,0
calcarine-excitatory-13,Ex7,28.4024384782506
calcarine-excitatory-13,Ex8,3.68315212004634
calcarine-excitatory-13,Ex9,1.23287277426
calcarine-excitatory-14,Ex0,4.50869198524336
calcarine-excitatory-14,Ex1,7.3360533245186
calcarine-excitatory-14,Ex11,2.38633989997834
calcarine-excitatory-14,Ex12,5.14918371520902
calcarine-excitatory-14,Ex14,4.03853480516508
calcarine-excitatory-14,Ex2,164.042124945013
calcarine-excitatory-14,Ex3,4.31546106621091
calcarine-excitatory-14,Ex4,11.1846976079432
calcarine-excitatory-14,Ex5,11.8404644569426
calcarine-excitatory-14,Ex6,1.36949612228896
calcarine-excitatory-14,Ex7,11.4779938416145
calcarine-excitatory-14,Ex8,35.0036827883636
calcarine-excitatory-14,Ex9,0.565038779854922
calcarine-excitatory-16,Ex0,6.15376382332467
calcarine-excitatory-16,Ex1,44.0351203830989
calcarine-excitatory-16,Ex11,11.6517135698701
calcarine-excitatory-16,Ex12,71.7105646570299
calcarine-excitatory-16,Ex14,140.519417222262
calcarine-excitatory-16,Ex2,54.9994187190198
calcarine-excitatory-16,Ex3,12.9283980667185
calcarine-excitatory-16,Ex4,2.12836474410912
calcarine-excitatory-16,Ex5,21.1580931589141
calcarine-excitatory-16,Ex6,0.559558741759388
calcarine-excitatory-16,Ex7,11.4111112576744
calcarine-excitatory-16,Ex8,2.856177513081
calcarine-excitatory-16,Ex9,25.2040557171269
calcarine-excitatory-2,Ex0,11.8135642846623
calcarine-excitatory-2,Ex1,10.8232378453095
calcarine-excitatory-2,Ex11,2.36088065791013
calcarine-excitatory-2,Ex12,13.2992978315629
calcarine-excitatory-2,Ex14,11.0839746517635
calcarine-excitatory-2,Ex2,341.958155558867
calcarine-excitatory-2,Ex3,4.27080456001222
calcarine-excitatory-2,Ex4,2.52674660767583
calcarine-excitatory-2,Ex5,18.7318443640479
calcarine-excitatory-2,Ex6,0
calcarine-excitatory-2,Ex7,18.3609784995641
calcarine-excitatory-2,Ex8,1.67094631285668
calcarine-excitatory-2,Ex9,2.32129341084836
calcarine-excitatory-3,Ex0,0
calcarine-excitatory-3,Ex1,5.0931063908459
calcarine-excitatory-3,Ex11,8.35858198243646
calcarine-excitatory-3,Ex12,0
calcarine-excitatory-3,Ex14,1.64582309564623
calcarine-excitatory-3,Ex2,5.58324866084144
calcarine-excitatory-3,Ex3,1.39524627748426
calcarine-excitatory-3,Ex4,3.88668033510352
calcarine-excitatory-3,Ex5,2.69855569214643
calcarine-excitatory-3,Ex6,36.6591324979131
calcarine-excitatory-3,Ex7,1.0087835394722
calcarine-excitatory-3,Ex8,113.346268728944
calcarine-excitatory-3,Ex9,0
calcarine-excitatory-4,Ex0,0
calcarine-excitatory-4,Ex1,5.03804238700385
calcarine-excitatory-4,Ex11,0.75069532702922
calcarine-excitatory-4,Ex12,0
calcarine-excitatory-4,Ex14,1.62879493985171
calcarine-excitatory-4,Ex2,5.52744548881733
calcarine-excitatory-4,Ex3,1.38110569824856
calcarine-excitatory-4,Ex4,17.6662982905923
calcarine-excitatory-4,Ex5,0
calcarine-excitatory-4,Ex6,11.1262950071846
calcarine-excitatory-4,Ex7,0
calcarine-excitatory-4,Ex8,381.305859283527
calcarine-excitatory-4,Ex9,0
calcarine-excitatory-5,Ex0,7.52135915771807
calcarine-excitatory-5,Ex1,27.2764803808215
calcarine-excitatory-5,Ex11,5.64670513674798
calcarine-excitatory-5,Ex12,89.4537522716114
calcarine-excitatory-5,Ex14,21.8257232945806
calcarine-excitatory-5,Ex2,64.817510547349
calcarine-excitatory-5,Ex3,16.0747336721048
calcarine-excitatory-5,Ex4,0
calcarine-excitatory-5,Ex5,4.10939729994179
calcarine-excitatory-5,Ex6,0
calcarine-excitatory-5,Ex7,6.49398430516839
calcarine-excitatory-5,Ex8,3.43126722884071
calcarine-excitatory-5,Ex9,48.5354932785119
calcarine-excitatory-7,Ex0,6.41891495542333
calcarine-excitatory-7,Ex1,25.2418180080765
calcarine-excitatory-7,Ex11,5.08586136016429
calcarine-excitatory-7,Ex12,25.0866865096027
calcarine-excitatory-7,Ex14,23.8165361211755
calcarine-excitatory-7,Ex2,83.926386199726
calcarine-excitatory-7,Ex3,7.34132201573912
calcarine-excitatory-7,Ex4,1.24510442567797
calcarine-excitatory-7,Ex5,22.5800458968553
calcarine-excitatory-7,Ex6,0.662148698165489
calcarine-excitatory-7,Ex7,24.7794834825326
calcarine-excitatory-7,Ex8,3.39613287741735
calcarine-excitatory-7,Ex9,9.25752019134996
calcarine-excitatory-8,Ex0,35.9698462548685
calcarine-excitatory-8,Ex1,2.97117089945822
calcarine-excitatory-8,Ex11,1.15112580442282
calcarine-excitatory-8,Ex12,10.1241104787882
calcarine-excitatory-8,Ex14,4.67557645484963
calcarine-excitatory-8,Ex2,378.337721109737
calcarine-excitatory-8,Ex3,5.84337177551806
calcarine-excitatory-8,Ex4,11.1846976079432
calcarine-excitatory-8,Ex5,4.10939729994179
calcarine-excitatory-8,Ex6,1.015196719723
calcarine-excitatory-8,Ex7,6.49398430516839
calcarine-excitatory-8,Ex8,9.01347961793545
calcarine-excitatory-8,Ex9,6.33759231236762
insula-inhibitory-0,In0,3.09131537012552
insula-inhibitory-0,In1,5.5214639672204
insula-inhibitory-0,In10,3.30563788091848
insula-inhibitory-0,In11,3.41405005920785
insula-inhibitory-0,In2,4.65420020854357
insula-inhibitory-0,In3,5.46458913567155
insula-inhibitory-0,In4,3.17767842169659
insula-inhibitory-0,In5,2.35636835531778
insula-inhibitory-0,In6,4.21911470659084
insula-inhibitory-0,In7,4.1166135148464
insula-inhibitory-0,In8,2.32725053352864
insula-inhibitory-0,In9,5.16230818388804
insula-inhibitory-1,In0,1.36685099957707
insula-inhibitory-1,In1,1.49228023715819
insula-inhibitory-1,In10,9.51133121176215
insula-inhibitory-1,In11,2.14878535973309
insula-inhibitory-1,In2,4.65420020854357
insula-inhibitory-1,In3,9.40621092879303
insula-inhibitory-1,In4,4.89185721817266
insula-inhibitory-1,In5,106.719749576279
insula-inhibitory-1,In6,5.21768674356194
insula-inhibitory-1,In7,1.35072650814145
insula-inhibitory-1,In8,52.3706855949331
insula-inhibitory-1,In9,6.46531767394852
insula-inhibitory-10,In0,23.5623174581834
insula-inhibitory-10,In1,1.82708190023329
insula-inhibitory-10,In10,1.17039357020105
insula-inhibitory-10,In11,2.14878535973309
insula-inhibitory-10,In2,3.26593232154251
insula-inhibitory-10,In3,0.557585882919007
insula-inhibitory-10,In4,3.72240574640469
insula-inhibitory-10,In5,1.8972431546663
insula-inhibitory-10,In6,2.45904054857596
insula-inhibitory-10,In7,12.4155046516399
insula-inhibitory-10,In8,2.11217230172585
insula-inhibitory-10,In9,21.9265073360389
insula-inhibitory-11,In0,3.12868470762205
insula-inhibitory-11,In1,0.278915243536044
insula-inhibitory-11,In10,1.18309169680398
insula-inhibitory-11,In11,2.41316963910798
insula-inhibitory-11,In2,1.31917132741761
insula-inhibitory-11,In3,0.563516013018747
insula-inhibitory-11,In4,0.398161777989596
insula-inhibitory-11,In5,0.165449938230524
insula-inhibitory-11,In6,0
insula-inhibitory-11,In7,1.98737537014701
insula-inhibitory-11,In8,0.968073361749031
insula-inhibitory-11,In9,0.461211537372357
insula-inhibitory-2,In0,36.5991696151001
insula-inhibitory-2,In1,0.562746016813674
insula-inhibitory-2,In10,1.49228023715819
insula-inhibitory-2,In11,3.41405005920785
insula-inhibitory-2,In2,6.80513204692038
insula-inhibitory-2,In3,0.557585882919007
insula-inhibitory-2,In4,4.89185721817266
insula-inhibitory-2,In5,1.8972431546663
insula-inhibitory-2,In6,1.68332642099603
insula-inhibitory-2,In7,23.0721326474053
insula-inhibitory-2,In8,1.70260097471075
insula-inhibitory-2,In9,11.4503841727905
insula-inhibitory-3,In0,0.954311870740071
insula-inhibitory-3,In1,70.0408994589037
insula-inhibitory-3,In10,4.18724971635682
insula-inhibitory-3,In11,1.71839196982587
insula-inhibitory-3,In2,5.21970815072425
insula-inhibitory-3,In3,7.67096377729777
insula-inhibitory-3,In4,5.58433036651983
insula-inhibitory-3,In5,0.882362315546199
insula-inhibitory-3,In6,57.8138502628014
insula-inhibitory-3,In7,0.788723067308069
insula-inhibitory-3,In8,1.72229624348015
insula-inhibitory-3,In9,2.36136643775098
insula-inhibitory-4,In0,0.954311870740071
insula-inhibitory-4,In1,13.3909134332115
insula-inhibitory-4,In10,24.1228011901111
insula-inhibitory-4,In11,3.45629192088724
insula-inhibitory-4,In2,6.30898594148303
insula-inhibitory-4,In3,82.2166448838242
insula-inhibitory-4,In4,6.25286512127171
insula-inhibitory-4,In5,9.37085982610084
insula-inhibitory-4,In6,21.2915754398362
insula-inhibitory-4,In7,1.98737537014701
insula-inhibitory-4,In8,3.55912505436787
insula-inhibitory-4,In9,2.99935429005064
insula-inhibitory-5,In0,3.09131537012552
insula-inhibitory-5,In1,2.17518168686143
insula-inhibitory-5,In10,4.58065621173817
insula-inhibitory-5,In11,22.6367577727577
insula-inhibitory-5,In2,204.372587325055
insula-inhibitory-5,In3,2.51245923218024
insula-inhibitory-5,In4,54.5918499416761
insula-inhibitory-5,In5,2.35636835531778
insula-inhibitory-5,In6,3.75112283073379
insula-inhibitory-5,In7,7.35972417217634
insula-inhibitory-5,In8,2.11217230172585
insula-inhibitory-5,In9,1.74904909856385
insula-inhibitory-6,In0,3.96707465633503
insula-inhibitory-6,In1,5.04147609465886
insula-inhibitory-6,In10,2.53692058352372
insula-inhibitory-6,In11,2.88214358067331
insula-inhibitory-6,In2,4.1719610809971
insula-inhibitory-6,In3,5.46458913567155
insula-inhibitory-6,In4,2.16285585670524
insula-inhibitory-6,In5,1.67876247422121
insula-inhibitory-6,In6,3.75112283073379
insula-inhibitory-6,In7,4.52595100612579
insula-inhibitory-6,In8,1.50737874905677
insula-inhibitory-6,In9,5.57967660298728
insula-inhibitory-7,In0,1.36685099957707
insula-inhibitory-7,In1,36.9928371361971
insula-inhibitory-7,In10,3.30563788091848
insula-inhibitory-7,In11,1.92016748520379
insula-inhibitory-7,In2,4.1719610809971
insula-inhibitory-7,In3,7.57405700717328
insula-inhibitory-7,In4,6.17993506141249
insula-inhibitory-7,In5,2.59745181104871
insula-inhibitory-7,In6,39.9618949000903
insula-inhibitory-7,In7,0.780339878607546
insula-inhibitory-7,In8,3.01595689885426
insula-inhibitory-7,In9,2.33457488822571
insula-inhibitory-9,In0,2.58630539529834
insula-inhibitory-9,In1,3.75724116944881
insula-inhibitory-9,In10,5.10290666981588
insula-inhibitory-9,In11,18.1730630698141
insula-inhibitory-9,In2,104.692145473507
insula-inhibitory-9,In3,3.71999835290322
insula-inhibitory-9,In4,26.7476324295349
insula-inhibitory-9,In5,1.4839682741505
insula-inhibitory-9,In6,5.27996556195813
insula-inhibitory-9,In7,7.45506086167746
insula-inhibitory-9,In8,1.72229624348015
insula-inhibitory-9,In9,1.76862790898108
calcarine-inhibitory-0,In0,52.4081272425278
calcarine-inhibitory-0,In1,2.17518168686143
calcarine-inhibitory-0,In10,1.49228023715819
calcarine-inhibitory-0,In11,2.62933664983754
calcarine-inhibitory-0,In2,8.6867679174352
calcarine-inhibitory-0,In3,1.15947798553127
calcarine-inhibitory-0,In4,10.0149192894984
calcarine-inhibitory-0,In5,2.35636835531778
calcarine-inhibitory-0,In6,2.87177559534437
calcarine-inhibitory-0,In7,16.5955881908007
calcarine-inhibitory-0,In8,1.50737874905677
calcarine-inhibitory-0,In9,16.8688134924697
calcarine-inhibitory-1,In0,1.83966037685451
calcarine-inhibitory-1,In1,0.869964513565734
calcarine-inhibitory-1,In10,4.18724971635682
calcarine-inhibitory-1,In11,2.66072499174955
calcarine-inhibitory-1,In2,2.87277148500847
calcarine-inhibitory-1,In3,5.5313127966156
calcarine-inhibitory-1,In4,4.94871054212431
calcarine-inhibitory-1,In5,41.0655113209615
calcarine-inhibitory-1,In6,0.639443686133623
calcarine-inhibitory-1,In7,1.98737537014701
calcarine-inhibitory-1,In8,24.0004898950351
calcarine-inhibitory-1,In9,8.03690293041947
calcarine-inhibitory-2,In0,1.36685099957707
calcarine-inhibitory-2,In1,25.1016168857703
calcarine-inhibitory-2,In10,0.562746016813674
calcarine-inhibitory-2,In11,1.07720172500785
