"ct_subcluster","ext_module","fdr"
"preCG-inhibitory-7","In0",3.15222934884912e-05
"preCG-inhibitory-7","In1",0.0344948961908694
"preCG-inhibitory-7","In10",0.831307403378747
"preCG-inhibitory-7","In11",0.000714332870477215
"preCG-inhibitory-7","In2",0.831307403378747
"preCG-inhibitory-7","In3",0.831307403378747
"preCG-inhibitory-7","In4",0.604906409738565
"preCG-inhibitory-7","In5",0.870069836891035
"preCG-inhibitory-7","In6",0.45945412974175
"preCG-inhibitory-7","In7",0.654895832782322
"preCG-inhibitory-7","In8",0.482675862009586
"preCG-inhibitory-7","In9",0.52049689763298
"preCG-inhibitory-9","In0",3.56740756938585e-18
"preCG-inhibitory-9","In1",0.0358414308640359
"preCG-inhibitory-9","In10",7.57608305148629e-05
"preCG-inhibitory-9","In11",0.594977483162323
"preCG-inhibitory-9","In2",0.000504486328891914
"preCG-inhibitory-9","In3",0.0369701908758278
"preCG-inhibitory-9","In4",0.000305685356859522
"preCG-inhibitory-9","In5",3.15923346423122e-07
"preCG-inhibitory-9","In6",0.0540674224684011
"preCG-inhibitory-9","In7",4.70708333825679e-05
"preCG-inhibitory-9","In8",8.06954570998395e-08
"preCG-inhibitory-9","In9",1.38107111798214e-104
"insula-inhibitory-0","In0",0.00132764631010723
"insula-inhibitory-0","In1",3.47071465951392e-06
"insula-inhibitory-0","In10",0.00413459059899107
"insula-inhibitory-0","In11",0.000255115557630427
"insula-inhibitory-0","In2",0.000123126467464454
"insula-inhibitory-0","In3",3.81001278270437e-06
"insula-inhibitory-0","In4",0.0195679929590862
"insula-inhibitory-0","In5",0.0223527018568728
"insula-inhibitory-0","In6",0.000472408468882196
"insula-inhibitory-0","In7",0.000192946122060877
"insula-inhibitory-0","In8",0.0184861120285444
"insula-inhibitory-0","In9",1.81049336993915e-06
"insula-inhibitory-1","In0",0.45681954469696
"insula-inhibitory-1","In1",0.478948647202183
"insula-inhibitory-1","In10",3.84282937459267e-12
"insula-inhibitory-1","In11",0.0426191373919344
"insula-inhibitory-1","In2",0.000123126467464454
"insula-inhibitory-1","In3",4.42024931854327e-12
"insula-inhibitory-1","In4",0.000305685356859522
"insula-inhibitory-1","In5",3.15911521479972e-84
"insula-inhibitory-1","In6",2.46521549591778e-05
"insula-inhibitory-1","In7",0.510253545188514
"insula-inhibitory-1","In8",3.75645234780362e-64
"insula-inhibitory-1","In9",1.03261477037096e-08
"insula-inhibitory-10","In0",3.03776476614051e-37
"insula-inhibitory-10","In1",0.21414820549194
"insula-inhibitory-10","In10",0.831307403378747
"insula-inhibitory-10","In11",0.0426191373919344
"insula-inhibitory-10","In2",0.0068632013222328
"insula-inhibitory-10","In3",0.65412420397649
"insula-inhibitory-10","In4",0.00551457221717517
"insula-inhibitory-10","In5",0.112779000512468
"insula-inhibitory-10","In6",0.0540674224684011
"insula-inhibitory-10","In7",2.61988032595105e-17
"insula-inhibitory-10","In8",0.0516287590680506
"insula-inhibitory-10","In9",2.479817108924e-31
"insula-inhibitory-11","In0",0.001212756781441
"insula-inhibitory-11","In1",0.339454923197965
"insula-inhibitory-11","In10",0.831307403378747
"insula-inhibitory-11","In11",0.0207126518267388
"insula-inhibitory-11","In2",0.63857942022496
"insula-inhibitory-11","In3",0.65412420397649
"insula-inhibitory-11","In4",0.604906409738565
"insula-inhibitory-11","In5",0.0681516542187784
"insula-inhibitory-11","In6",0.113353779724908
"insula-inhibitory-11","In7",0.146917803722908
"insula-inhibitory-11","In8",1
"insula-inhibitory-11","In9",0.52049689763298
"insula-inhibitory-2","In0",3.02003495341893e-50
"insula-inhibitory-2","In1",0.65412420397649
"insula-inhibitory-2","In10",0.478948647202183
"insula-inhibitory-2","In11",0.000255115557630427
"insula-inhibitory-2","In2",1.48701626646351e-07
"insula-inhibitory-2","In3",0.65412420397649
"insula-inhibitory-2","In4",0.000305685356859522
"insula-inhibitory-2","In5",0.112779000512468
"insula-inhibitory-2","In6",0.308629648334157
"insula-inhibitory-2","In7",9.72393400209284e-31
"insula-inhibitory-2","In8",0.189638280570635
"insula-inhibitory-2","In9",4.56365126165091e-17
"insula-inhibitory-3","In0",1
"insula-inhibitory-3","In1",3.84998274046322e-60
"insula-inhibitory-3","In10",0.000286283728377182
"insula-inhibitory-3","In11",0.1760628224204
"insula-inhibitory-3","In2",2.46521549591778e-05
"insula-inhibitory-3","In3",2.0879705371315e-09
"insula-inhibitory-3","In4",5.97978721920584e-05
"insula-inhibitory-3","In5",1
"insula-inhibitory-3","In6",5.50688148618646e-51
"insula-inhibitory-3","In7",1
"insula-inhibitory-3","In8",0.187113939961813
"insula-inhibitory-3","In9",0.056890716034501
"insula-inhibitory-4","In0",1
"insula-inhibitory-4","In1",1.89035055042734e-17
"insula-inhibitory-4","In10",6.11368890857043e-30
"insula-inhibitory-4","In11",0.000230708059672273
"insula-inhibitory-4","In2",8.0668850481437e-07
"insula-inhibitory-4","In3",2.28823169847723e-65
"insula-inhibitory-4","In4",1.11074387116222e-05
"insula-inhibitory-4","In5",2.15604362928691e-16
"insula-inhibitory-4","In6",4.606412920229e-25
"insula-inhibitory-4","In7",0.146917803722908
"insula-inhibitory-4","In8",7.43569481938162e-05
"insula-inhibitory-4","In9",0.0051939428910123
"insula-inhibitory-5","In0",0.00132764631010723
"insula-inhibitory-5","In1",0.126287069370528
"insula-inhibitory-5","In10",7.57608305148629e-05
"insula-inhibitory-5","In11",3.65766382561078e-37
"insula-inhibitory-5","In2",8.56671124708505e-90
"insula-inhibitory-5","In3",0.0369701908758278
"insula-inhibitory-5","In4",7.32512953067184e-43
"insula-inhibitory-5","In5",0.0223527018568728
"insula-inhibitory-5","In6",0.00182168376124559
"insula-inhibitory-5","In7",1.52265446581883e-09
"insula-inhibitory-5","In8",0.0516287590680506
"insula-inhibitory-5","In9",0.259451671117413
"insula-inhibitory-6","In0",3.55774744762204e-05
"insula-inhibitory-6","In1",1.7406176297727e-05
"insula-inhibitory-6","In10",0.0358414308640359
"insula-inhibitory-6","In11",0.00233826178072097
"insula-inhibitory-6","In2",0.000504486328891914
"insula-inhibitory-6","In3",3.81001278270437e-06
"insula-inhibitory-6","In4",0.14508781745348
"insula-inhibitory-6","In5",0.241791982629268
"insula-inhibitory-6","In6",0.00182168376124559
"insula-inhibitory-6","In7",4.70708333825679e-05
"insula-inhibitory-6","In8",0.363966525926088
"insula-inhibitory-6","In9",3.36989427054336e-07
"insula-inhibitory-7","In0",0.45681954469696
"insula-inhibitory-7","In1",2.54435433875735e-41
"insula-inhibitory-7","In10",0.00413459059899107
"insula-inhibitory-7","In11",0.1112123871545
"insula-inhibitory-7","In2",0.000504486328891914
"insula-inhibitory-7","In3",2.47056222993021e-09
"insula-inhibitory-7","In4",1.21244377759992e-05
"insula-inhibitory-7","In5",0.00714892120520999
"insula-inhibitory-7","In6",8.54795128165909e-41
"insula-inhibitory-7","In7",1
"insula-inhibitory-7","In8",0.00081184570704632
"insula-inhibitory-7","In9",0.0575363819205617
"insula-inhibitory-9","In0",0.00991901633105433
"insula-inhibitory-9","In1",0.00109769695907732
"insula-inhibitory-9","In10",1.55660327803511e-05
"insula-inhibitory-9","In11",5.92262449660314e-31
"insula-inhibitory-9","In2",3.00539864475256e-69
"insula-inhibitory-9","In3",0.00117556593333664
"insula-inhibitory-9","In4",7.13508796163975e-26
"insula-inhibitory-9","In5",0.346885136820914
"insula-inhibitory-9","In6",2.2434100705505e-05
"insula-inhibitory-9","In7",1.27505085403897e-09
"insula-inhibitory-9","In8",0.187113939961813
"insula-inhibitory-9","In9",0.258690643156159
"calcarine-inhibitory-0","In0",1.44317570611252e-61
"calcarine-inhibitory-0","In1",0.126287069370528
"calcarine-inhibitory-0","In10",0.478948647202183
"calcarine-inhibitory-0","In11",0.00663123553742775
"calcarine-inhibitory-0","In2",3.64644919610128e-10
"calcarine-inhibitory-0","In3",0.831307403378747
"calcarine-inhibitory-0","In4",4.62299883313985e-10
"calcarine-inhibitory-0","In5",0.0223527018568728
"calcarine-inhibitory-0","In6",0.0203482505137129
"calcarine-inhibitory-0","In7",4.62645445293306e-23
"calcarine-inhibitory-0","In8",0.363966525926088
"calcarine-inhibitory-0","In9",5.35316254583725e-25
"calcarine-inhibitory-1","In0",0.151031369274823
"calcarine-inhibitory-1","In1",1
"calcarine-inhibitory-1","In10",0.000286283728377182
"calcarine-inhibitory-1","In11",0.00610004328298053
"calcarine-inhibitory-1","In2",0.0203482505137129
"calcarine-inhibitory-1","In3",3.44483989824662e-06
"calcarine-inhibitory-1","In4",0.000287140110441905
"calcarine-inhibitory-1","In5",1.0963311476453e-54
"calcarine-inhibitory-1","In6",0.831307403378747
"calcarine-inhibitory-1","In7",0.146917803722908
"calcarine-inhibitory-1","In8",3.30645214873624e-40
"calcarine-inhibitory-1","In9",2.4039960572681e-11
"calcarine-inhibitory-2","In0",0.45681954469696
"calcarine-inhibitory-2","In1",4.34695109610549e-31
"calcarine-inhibitory-2","In10",0.65412420397649
"calcarine-inhibitory-2","In11",0.870069836891035
"calcarine-inhibitory-2","In2",0.00194126536708433
"calcarine-inhibitory-2","In3",0.0369701908758278
"calcarine-inhibitory-2","In4",0.14508781745348
"calcarine-inhibitory-2","In5",0.462231383694482
"calcarine-inhibitory-2","In6",2.07483215209486e-16
"calcarine-inhibitory-2","In7",1
"calcarine-inhibitory-2","In8",0.275814876774368
"calcarine-inhibitory-2","In9",0.0575363819205617
"calcarine-inhibitory-3","In0",1
"calcarine-inhibitory-3","In1",1.72330021187045e-24
"calcarine-inhibitory-3","In10",1.01313387685197e-07
"calcarine-inhibitory-3","In11",0.346885136820914
"calcarine-inhibitory-3","In2",0.00194126536708433
"calcarine-inhibitory-3","In3",1.77862180142743e-08
"calcarine-inhibitory-3","In4",6.52811629524699e-05
"calcarine-inhibitory-3","In5",0.0446370779955822
"calcarine-inhibitory-3","In6",1.84838912251156e-08
"calcarine-inhibitory-3","In7",0.355118744234777
"calcarine-inhibitory-3","In8",0.363966525926088
"calcarine-inhibitory-3","In9",6.2070696724685e-08
"calcarine-inhibitory-4","In0",3.55774744762204e-05
"calcarine-inhibitory-4","In1",0.21414820549194
"calcarine-inhibitory-4","In10",0.65412420397649
"calcarine-inhibitory-4","In11",1.37467014052416e-13
"calcarine-inhibitory-4","In2",1.381785699695e-40
"calcarine-inhibitory-4","In3",0.65412420397649
"calcarine-inhibitory-4","In4",4.19839159570675e-12
"calcarine-inhibitory-4","In5",0.728931491719876
"calcarine-inhibitory-4","In6",0.63857942022496
"calcarine-inhibitory-4","In7",4.70708333825679e-05
"calcarine-inhibitory-4","In8",0.0184861120285444
"calcarine-inhibitory-4","In9",0.259451671117413
"calcarine-inhibitory-6","In0",1
"calcarine-inhibitory-6","In1",1.89035055042734e-17
"calcarine-inhibitory-6","In10",1
"calcarine-inhibitory-6","In11",0.109498314112855
"calcarine-inhibitory-6","In2",0.181833257642126
"calcarine-inhibitory-6","In3",0.21414820549194
"calcarine-inhibitory-6","In4",1
"calcarine-inhibitory-6","In5",1
"calcarine-inhibitory-6","In6",0.000434662548025752
"calcarine-inhibitory-6","In7",0.654895832782322
"calcarine-inhibitory-6","In8",0.187113939961813
"calcarine-inhibitory-6","In9",0.676212731932216
"preCG-microglia-0","Mic0",3.00609889118802e-78
"preCG-microglia-0","Mic1",3.12986765206566e-05
"preCG-microglia-0","Mic2",1
"preCG-microglia-1","Mic0",1.91070643939336e-49
"preCG-microglia-1","Mic1",0.17272098770475
"preCG-microglia-1","Mic2",0.00236079889647148
"preCG-microglia-3","Mic0",0.000567129531771371
"preCG-microglia-3","Mic1",0.0301574928826089
"preCG-microglia-3","Mic2",1
"preCG-microglia-4","Mic0",1
"preCG-microglia-4","Mic1",7.93680144216881e-10
"preCG-microglia-4","Mic2",0.0149355144732921
"preCG-microglia-7","Mic0",0.00129406538126899
"preCG-microglia-7","Mic1",1
"preCG-microglia-7","Mic2",1
"insula-microglia-0","Mic0",5.49649310642138e-28
"insula-microglia-0","Mic1",6.84909342139219e-11
"insula-microglia-0","Mic2",0.513850265845022
"insula-microglia-1","Mic0",3.68744166139792e-96
"insula-microglia-1","Mic1",0.0562150482551674
"insula-microglia-1","Mic2",0.0226415239566799
"insula-microglia-11","Mic0",0.462893626329833
"insula-microglia-11","Mic1",2.01837925011473e-09
"insula-microglia-11","Mic2",2.02554257337581e-06
"insula-microglia-2","Mic0",6.11626272363558e-136
"insula-microglia-2","Mic1",1
"insula-microglia-2","Mic2",0.127499255986408
"insula-microglia-3","Mic0",0.000141988132700779
"insula-microglia-3","Mic1",0.0562150482551674
"insula-microglia-3","Mic2",0.00271926047827295
"insula-microglia-4","Mic0",2.04799648736086e-112
"insula-microglia-4","Mic1",1
"insula-microglia-4","Mic2",0.00271926047827295
"insula-microglia-5","Mic0",0.0990286480134689
"insula-microglia-5","Mic1",6.84909342139219e-11
"insula-microglia-5","Mic2",0.000307307802534576
"insula-microglia-6","Mic0",1.46639802289248e-09
"insula-microglia-6","Mic1",2.03371065447876e-05
"insula-microglia-6","Mic2",0.268148577760104
"insula-microglia-7","Mic0",4.41434180095127e-06
"insula-microglia-7","Mic1",1.58085496535519e-18
"insula-microglia-7","Mic2",0.000157139458120337
"insula-microglia-9","Mic0",1
"insula-microglia-9","Mic1",1
"insula-microglia-9","Mic2",0.373184953244915
"calcarine-microglia-0","Mic0",3.12117740089343e-29
"calcarine-microglia-0","Mic1",1
"calcarine-microglia-0","Mic2",1
"calcarine-microglia-2","Mic0",1
"calcarine-microglia-2","Mic1",0.00271926047827295
"calcarine-microglia-2","Mic2",1
"calcarine-microglia-3","Mic0",1
"calcarine-microglia-3","Mic1",8.12512368052396e-24
"calcarine-microglia-3","Mic2",3.11684709030116e-06
"preCG-oligodendrocyte-0","Oli0",0.000166578992402623
"preCG-oligodendrocyte-0","Oli1",1
"preCG-oligodendrocyte-0","Oli3",0.0187515359268621
"preCG-oligodendrocyte-0","Oli4",1
"preCG-oligodendrocyte-0","Oli5",0.000582376284898875
"preCG-oligodendrocyte-1","Oli0",0.000141529338601667
"preCG-oligodendrocyte-1","Oli1",1
"preCG-oligodendrocyte-1","Oli3",1
"preCG-oligodendrocyte-1","Oli4",1
"preCG-oligodendrocyte-1","Oli5",1.37470547005692e-05
"preCG-oligodendrocyte-11","Oli0",0.0388968136461145
"preCG-oligodendrocyte-11","Oli1",1
"preCG-oligodendrocyte-11","Oli3",7.44490427396945e-13
"preCG-oligodendrocyte-11","Oli4",1
"preCG-oligodendrocyte-11","Oli5",1
"preCG-oligodendrocyte-13","Oli0",0.00180017020569167
"preCG-oligodendrocyte-13","Oli1",1
"preCG-oligodendrocyte-13","Oli3",1
"preCG-oligodendrocyte-13","Oli4",0.0474214817063194
"preCG-oligodendrocyte-13","Oli5",9.13582705947168e-05
"preCG-oligodendrocyte-14","Oli0",1
"preCG-oligodendrocyte-14","Oli1",1
"preCG-oligodendrocyte-14","Oli3",1
"preCG-oligodendrocyte-14","Oli4",1.87737814327538e-08
"preCG-oligodendrocyte-14","Oli5",0.0836167505611859
"preCG-oligodendrocyte-15","Oli0",0.079264961240783
"preCG-oligodendrocyte-15","Oli1",1
"preCG-oligodendrocyte-15","Oli3",1
"preCG-oligodendrocyte-15","Oli4",0.342009611339857
"preCG-oligodendrocyte-15","Oli5",4.8014797352286e-18
"preCG-oligodendrocyte-2","Oli0",0.188613341235023
"preCG-oligodendrocyte-2","Oli1",1
"preCG-oligodendrocyte-2","Oli3",1
"preCG-oligodendrocyte-2","Oli4",1.06640867903488e-26
"preCG-oligodendrocyte-2","Oli5",0.264868752224481
"preCG-oligodendrocyte-3","Oli0",1
"preCG-oligodendrocyte-3","Oli1",1
"preCG-oligodendrocyte-3","Oli3",0.000266503703767058
"preCG-oligodendrocyte-3","Oli4",1
"preCG-oligodendrocyte-3","Oli5",0.00758980517911109
"preCG-oligodendrocyte-4","Oli0",1
"preCG-oligodendrocyte-4","Oli1",1
"preCG-oligodendrocyte-4","Oli3",1
"preCG-oligodendrocyte-4","Oli4",9.73933831291443e-10
"preCG-oligodendrocyte-4","Oli5",1
"preCG-oligodendrocyte-5","Oli0",9.05881603946042e-06
"preCG-oligodendrocyte-5","Oli1",1
"preCG-oligodendrocyte-5","Oli3",1
"preCG-oligodendrocyte-5","Oli4",1
"preCG-oligodendrocyte-5","Oli5",0.0914496877325818
"preCG-oligodendrocyte-6","Oli0",0.109494898323521
"preCG-oligodendrocyte-6","Oli1",1
"preCG-oligodendrocyte-6","Oli3",1.40979848334444e-09
"preCG-oligodendrocyte-6","Oli4",0.485189655253624
"preCG-oligodendrocyte-6","Oli5",1
"preCG-oligodendrocyte-7","Oli0",9.05881603946042e-06
"preCG-oligodendrocyte-7","Oli1",1
"preCG-oligodendrocyte-7","Oli3",1
"preCG-oligodendrocyte-7","Oli4",1
"preCG-oligodendrocyte-7","Oli5",0.00221182288598503
"preCG-oligodendrocyte-8","Oli0",4.26532108909964e-05
"preCG-oligodendrocyte-8","Oli1",1
"preCG-oligodendrocyte-8","Oli3",1
"preCG-oligodendrocyte-8","Oli4",0.432841281441238
"preCG-oligodendrocyte-8","Oli5",0.00630126287954704
"preCG-oligodendrocyte-9","Oli0",1
"preCG-oligodendrocyte-9","Oli1",1
"preCG-oligodendrocyte-9","Oli3",0.000109972729966498
"preCG-oligodendrocyte-9","Oli4",1
"preCG-oligodendrocyte-9","Oli5",1
"insula-oligodendrocyte-0","Oli0",4.38405723248778e-23
"insula-oligodendrocyte-0","Oli1",1
"insula-oligodendrocyte-0","Oli3",1.89683352257309e-11
"insula-oligodendrocyte-0","Oli4",1
"insula-oligodendrocyte-0","Oli5",4.88150176847043e-10
"insula-oligodendrocyte-1","Oli0",0.000328004462759536
"insula-oligodendrocyte-1","Oli1",1
"insula-oligodendrocyte-1","Oli3",1
"insula-oligodendrocyte-1","Oli4",1
"insula-oligodendrocyte-1","Oli5",4.76803551974404e-05
"insula-oligodendrocyte-10","Oli0",0.0110118727292885
"insula-oligodendrocyte-10","Oli1",1
"insula-oligodendrocyte-10","Oli3",0.285555169871623
"insula-oligodendrocyte-10","Oli4",0.794472558335484
"insula-oligodendrocyte-10","Oli5",0.264868752224481
"insula-oligodendrocyte-11","Oli0",1
"insula-oligodendrocyte-11","Oli1",1
"insula-oligodendrocyte-11","Oli3",1
"insula-oligodendrocyte-11","Oli4",4.71566125488653e-25
"insula-oligodendrocyte-11","Oli5",1
"insula-oligodendrocyte-12","Oli0",8.88490544091158e-16
"insula-oligodendrocyte-12","Oli1",1
"insula-oligodendrocyte-12","Oli3",0.285555169871623
"insula-oligodendrocyte-12","Oli4",0.214137225554486
"insula-oligodendrocyte-12","Oli5",9.11086840095608e-16
"insula-oligodendrocyte-13","Oli0",1
"insula-oligodendrocyte-13","Oli1",1
"insula-oligodendrocyte-13","Oli3",1
"insula-oligodendrocyte-13","Oli4",0.0303750453470645
"insula-oligodendrocyte-13","Oli5",1
"insula-oligodendrocyte-14","Oli0",1
"insula-oligodendrocyte-14","Oli1",1
"insula-oligodendrocyte-14","Oli3",0.0298889427671298
"insula-oligodendrocyte-14","Oli4",5.7727763194737e-11
"insula-oligodendrocyte-14","Oli5",0.0247038556415652
"insula-oligodendrocyte-15","Oli0",1.40979848334444e-09
"insula-oligodendrocyte-15","Oli1",1
"insula-oligodendrocyte-15","Oli3",0.00158835575507085
"insula-oligodendrocyte-15","Oli4",0.789887511658618
"insula-oligodendrocyte-15","Oli5",3.40857046539117e-29
"insula-oligodendrocyte-16","Oli0",1
"insula-oligodendrocyte-16","Oli1",1
"insula-oligodendrocyte-16","Oli3",0.0997310674541187
"insula-oligodendrocyte-16","Oli4",0.277733893793194
"insula-oligodendrocyte-16","Oli5",1
"insula-oligodendrocyte-17","Oli0",1
"insula-oligodendrocyte-17","Oli1",1
"insula-oligodendrocyte-17","Oli3",1
"insula-oligodendrocyte-17","Oli4",0.0242198909400355
"insula-oligodendrocyte-17","Oli5",0.0858996969772721
"insula-oligodendrocyte-18","Oli0",0.188613341235023
"insula-oligodendrocyte-18","Oli1",1
"insula-oligodendrocyte-18","Oli3",1
"insula-oligodendrocyte-18","Oli4",4.67954344089234e-72
"insula-oligodendrocyte-18","Oli5",1
"insula-oligodendrocyte-2","Oli0",0.188613341235023
"insula-oligodendrocyte-2","Oli1",0.0353121008435577
"insula-oligodendrocyte-2","Oli3",1
"insula-oligodendrocyte-2","Oli4",1.23997278077909e-93
"insula-oligodendrocyte-2","Oli5",0.264868752224481
"insula-oligodendrocyte-3","Oli0",8.28974437905252e-06
"insula-oligodendrocyte-3","Oli1",1
"insula-oligodendrocyte-3","Oli3",1
"insula-oligodendrocyte-3","Oli4",0.211679121628606
"insula-oligodendrocyte-3","Oli5",2.59525156900054e-08
"insula-oligodendrocyte-4","Oli0",1
"insula-oligodendrocyte-4","Oli1",1
"insula-oligodendrocyte-4","Oli3",0.079264961240783
"insula-oligodendrocyte-4","Oli4",1
"insula-oligodendrocyte-4","Oli5",1
"insula-oligodendrocyte-5","Oli0",0.0110118727292885
"insula-oligodendrocyte-5","Oli1",0.0353121008435577
"insula-oligodendrocyte-5","Oli3",1
"insula-oligodendrocyte-5","Oli4",2.58644266146404e-86
"insula-oligodendrocyte-5","Oli5",0.264868752224481
"insula-oligodendrocyte-6","Oli0",1.6911380176165e-06
"insula-oligodendrocyte-6","Oli1",1
"insula-oligodendrocyte-6","Oli3",0.211679121628606
"insula-oligodendrocyte-6","Oli4",1
"insula-oligodendrocyte-6","Oli5",2.28268845980641e-09
"insula-oligodendrocyte-7","Oli0",1.10530600173722e-13
"insula-oligodendrocyte-7","Oli1",1
"insula-oligodendrocyte-7","Oli3",5.83334019547783e-26
"insula-oligodendrocyte-7","Oli4",1
"insula-oligodendrocyte-7","Oli5",1
"insula-oligodendrocyte-8","Oli0",0.000328004462759536
"insula-oligodendrocyte-8","Oli1",1
"insula-oligodendrocyte-8","Oli3",1
"insula-oligodendrocyte-8","Oli4",1
"insula-oligodendrocyte-8","Oli5",2.6539556616991e-08
"insula-oligodendrocyte-9","Oli0",1
"insula-oligodendrocyte-9","Oli1",1
"insula-oligodendrocyte-9","Oli3",1
"insula-oligodendrocyte-9","Oli4",0.000749405946797498
"insula-oligodendrocyte-9","Oli5",0.16677812874626
"calcarine-oligodendrocyte-0","Oli0",0.0110118727292885
"calcarine-oligodendrocyte-0","Oli1",0.000217384997195379
"calcarine-oligodendrocyte-0","Oli3",1
"calcarine-oligodendrocyte-0","Oli4",1.23997278077909e-93
"calcarine-oligodendrocyte-0","Oli5",0.0012584163997377
"calcarine-oligodendrocyte-1","Oli0",0.0649200402279542
"calcarine-oligodendrocyte-1","Oli1",0.0114286784211379
"calcarine-oligodendrocyte-1","Oli3",1
"calcarine-oligodendrocyte-1","Oli4",0.0292632590808891
"calcarine-oligodendrocyte-1","Oli5",1
"calcarine-oligodendrocyte-10","Oli0",2.4746006424255e-06
"calcarine-oligodendrocyte-10","Oli1",1
"calcarine-oligodendrocyte-10","Oli3",1
"calcarine-oligodendrocyte-10","Oli4",0.00017695354633507
"calcarine-oligodendrocyte-10","Oli5",2.80028276011449e-07
"calcarine-oligodendrocyte-2","Oli0",1
"calcarine-oligodendrocyte-2","Oli1",0.0152457135498927
"calcarine-oligodendrocyte-2","Oli3",1
"calcarine-oligodendrocyte-2","Oli4",0.0474214817063194
"calcarine-oligodendrocyte-2","Oli5",0.121493593115832
"calcarine-oligodendrocyte-3","Oli0",4.10329211217799e-05
"calcarine-oligodendrocyte-3","Oli1",1
"calcarine-oligodendrocyte-3","Oli3",0.158080520634447
"calcarine-oligodendrocyte-3","Oli4",1
"calcarine-oligodendrocyte-3","Oli5",0.000141529338601667
"calcarine-oligodendrocyte-4","Oli0",1.28872838670877e-07
"calcarine-oligodendrocyte-4","Oli1",1
"calcarine-oligodendrocyte-4","Oli3",1.81322233585615e-21
"calcarine-oligodendrocyte-4","Oli4",0.212912974503465
"calcarine-oligodendrocyte-4","Oli5",1
"calcarine-oligodendrocyte-6","Oli0",3.9968584079364e-10
"calcarine-oligodendrocyte-6","Oli1",1
"calcarine-oligodendrocyte-6","Oli3",1
"calcarine-oligodendrocyte-6","Oli4",1
"calcarine-oligodendrocyte-6","Oli5",0.0997310674541187
"preCG-opc-0","Opc0",1
"preCG-opc-0","Opc1",1
"preCG-opc-0","Opc2",0.171613602504774
"preCG-opc-1","Opc0",1
"preCG-opc-1","Opc1",1
"preCG-opc-1","Opc2",1.1474434542111e-49
"preCG-opc-2","Opc0",0.066033923591696
"preCG-opc-2","Opc1",1
"preCG-opc-2","Opc2",0.697830871150134
"preCG-opc-3","Opc0",1
"preCG-opc-3","Opc1",0.00153511398120961
"preCG-opc-3","Opc2",1
"preCG-opc-4","Opc0",1
"preCG-opc-4","Opc1",2.04203094981975e-49
"preCG-opc-4","Opc2",0.465783108776102
"preCG-opc-6","Opc0",1
"preCG-opc-6","Opc1",0.0761443623092871
"preCG-opc-6","Opc2",0.000449594874900859
"preCG-opc-8","Opc0",1
"preCG-opc-8","Opc1",0.0761443623092871
"preCG-opc-8","Opc2",0.000449594874900859
"insula-opc-0","Opc0",1.17795185429885e-05
"insula-opc-0","Opc1",1
"insula-opc-0","Opc2",1
"insula-opc-1","Opc0",1
"insula-opc-1","Opc1",0.000761903328327229
"insula-opc-1","Opc2",0.0374867207398816
"insula-opc-2","Opc0",1
"insula-opc-2","Opc1",1.22878222394391e-05
"insula-opc-2","Opc2",1
"insula-opc-3","Opc0",0.066033923591696
"insula-opc-3","Opc1",0.491204029906246
"insula-opc-3","Opc2",9.05729371087117e-72
"insula-opc-4","Opc0",1
"insula-opc-4","Opc1",0.0761443623092871
"insula-opc-4","Opc2",4.14291271011512e-05
"calcarine-opc-0","Opc0",0.066033923591696
"calcarine-opc-0","Opc1",1
"calcarine-opc-0","Opc2",1
"calcarine-opc-2","Opc0",1
"calcarine-opc-2","Opc1",2.69527841349359e-13
"calcarine-opc-2","Opc2",0.000325121239504451
"calcarine-opc-3","Opc0",1
"calcarine-opc-3","Opc1",4.12159977114689e-06
"calcarine-opc-3","Opc2",1
