region,cluster_cell_type,genes
preCG,excitatory,EXD2
preCG,excitatory,ANKRD44
preCG,excitatory,ACAA1
preCG,excitatory,CREBZF
preCG,excitatory,STAT2
preCG,excitatory,EFCAB6
preCG,excitatory,C15orf41
preCG,excitatory,VPS39
preCG,excitatory,GADD45GIP1
preCG,excitatory,ILDR2
preCG,excitatory,B3GALT2
preCG,excitatory,PLEKHA8
preCG,excitatory,SLC25A40
preCG,excitatory,AK3
preCG,excitatory,LHPP
preCG,excitatory,SLU7
preCG,excitatory,MZT2A
preCG,excitatory,SNX30
preCG,excitatory,ING4
preCG,excitatory,TRIP4
preCG,excitatory,ANP32A
preCG,excitatory,SSBP4
preCG,excitatory,AL445623.2
preCG,excitatory,AC025043.1
preCG,excitatory,CENPT
preCG,excitatory,BTBD2
preCG,excitatory,SEC61A2
preCG,excitatory,MEIS3
preCG,excitatory,MFN2
preCG,excitatory,CAP1
preCG,excitatory,NPY1R
preCG,excitatory,EPN1
preCG,excitatory,MTRR
preCG,excitatory,CDKN2D
preCG,excitatory,DENND6B
preCG,excitatory,NRBP1
preCG,excitatory,TF
preCG,excitatory,BACE1
preCG,excitatory,STAC2
preCG,excitatory,BAIAP2L2
preCG,excitatory,TENT4A
preCG,excitatory,HIPK1
preCG,excitatory,KDM7A
preCG,excitatory,C5orf30
preCG,excitatory,WDR44
preCG,excitatory,CNOT1
preCG,excitatory,C1QTNF3-AMACR
preCG,excitatory,PARP11
preCG,excitatory,SSTR2
preCG,excitatory,PI4KB
preCG,excitatory,SNX24
preCG,excitatory,LINC01284
preCG,excitatory,COPB2
preCG,excitatory,NAP1L5
preCG,excitatory,NONO
preCG,excitatory,LIN7C
preCG,excitatory,PPT1
preCG,excitatory,GPD1L
preCG,excitatory,USP53
preCG,excitatory,PSMD5
preCG,excitatory,ZNF146
preCG,excitatory,RTN2
preCG,excitatory,BCL7A
preCG,excitatory,SLC4A4
preCG,excitatory,APOOL
preCG,excitatory,PHF24
preCG,excitatory,UBE3B
preCG,excitatory,PSMB2
preCG,excitatory,SRP19
preCG,excitatory,TCEAL3
preCG,excitatory,GMFB
preCG,excitatory,CRK
preCG,excitatory,SEC22B
preCG,excitatory,SLC30A5
preCG,excitatory,GSTO1
preCG,excitatory,FBXO38
preCG,excitatory,HSF2
preCG,excitatory,KCNV1
preCG,excitatory,RASA3
preCG,excitatory,GSK3A
preCG,excitatory,LRRC41
preCG,excitatory,FNDC3B
preCG,excitatory,ECHDC1
preCG,excitatory,CTSF
preCG,excitatory,PWP1
preCG,excitatory,ARL17A
preCG,excitatory,TPD52L2
preCG,excitatory,RPL36AL
preCG,excitatory,TBC1D14
preCG,excitatory,KBTBD11
preCG,excitatory,SLC27A4
preCG,excitatory,VPS4B
preCG,excitatory,PRDX6
preCG,excitatory,KLC4
preCG,excitatory,ZNF398
preCG,excitatory,VPS37A
preCG,excitatory,EMC2
preCG,excitatory,SYT12
preCG,excitatory,GLRX3
preCG,excitatory,NDEL1
preCG,excitatory,AC011997.1
preCG,excitatory,RAMP1
preCG,excitatory,RPL7L1
preCG,excitatory,PPARG
preCG,excitatory,HNRNPH2
preCG,excitatory,POLR2L
preCG,excitatory,CPSF7
preCG,excitatory,SLK
preCG,excitatory,CEP83
preCG,excitatory,MOB2
preCG,excitatory,ZNF846
preCG,excitatory,COG3
preCG,excitatory,KCNK10
preCG,excitatory,C16orf87
preCG,excitatory,MBD2
preCG,excitatory,WDR78
preCG,excitatory,EIF3B
preCG,excitatory,NBPF1
preCG,excitatory,LRRN1
preCG,excitatory,ZNF84
preCG,excitatory,RCOR1
preCG,excitatory,MIEN1
preCG,excitatory,PIGU
preCG,excitatory,EGFL7
preCG,excitatory,CHST11
preCG,excitatory,RMDN3
preCG,excitatory,SAE1
preCG,excitatory,CLUAP1
preCG,excitatory,CCDC144NL-AS1
preCG,excitatory,KIF26B
preCG,excitatory,ARF4
preCG,excitatory,CHIC2
preCG,excitatory,TRIM24
preCG,excitatory,L1CAM
preCG,excitatory,GABRA5
preCG,excitatory,MAPK3
preCG,excitatory,MTMR4
preCG,excitatory,OS9
preCG,excitatory,SLC8A3
preCG,excitatory,CHRD
preCG,excitatory,NF2
preCG,excitatory,EMC3
preCG,excitatory,RARS2
preCG,excitatory,TOX4
preCG,excitatory,SELENOM
preCG,excitatory,NSA2
preCG,excitatory,NOL7
preCG,excitatory,NUP107
preCG,excitatory,PRPF6
preCG,excitatory,ZMIZ2
preCG,excitatory,WDR12
preCG,excitatory,BORCS5
preCG,excitatory,PSMF1
preCG,excitatory,OTUD7B
preCG,excitatory,PHF6
preCG,excitatory,AC087386.1
preCG,excitatory,MIB2
preCG,excitatory,GATB
preCG,excitatory,SMAD5
preCG,excitatory,RBM48
preCG,excitatory,PLXNC1
preCG,excitatory,CIAO1
preCG,excitatory,C4orf50
preCG,excitatory,AC069228.1
preCG,excitatory,EEF2K
preCG,excitatory,KAT8
preCG,excitatory,NIPAL3
preCG,excitatory,TBC1D30
preCG,excitatory,DCTN3
preCG,excitatory,XPOT
preCG,excitatory,ARL4A
preCG,excitatory,ZFP30
preCG,excitatory,PKNOX1
preCG,excitatory,TATDN3
preCG,excitatory,THEMIS
preCG,excitatory,LUC7L2
preCG,excitatory,SLC25A16
preCG,excitatory,R3HCC1L
preCG,excitatory,RIMKLB
preCG,excitatory,RAB37
preCG,excitatory,MRPL20
preCG,excitatory,TRIM13
preCG,excitatory,ATXN2L
preCG,excitatory,COX7A1
preCG,excitatory,DIRC2
preCG,excitatory,JADE1
preCG,excitatory,TDP2
preCG,excitatory,SMARCD3
preCG,excitatory,VPS4A
preCG,excitatory,ZNRF1
preCG,excitatory,FTCDNL1
preCG,excitatory,ARSB
preCG,excitatory,ENTPD4
preCG,excitatory,LINC00511
preCG,excitatory,TAF1B
preCG,excitatory,ZMIZ1
preCG,excitatory,ADIPOR2
preCG,excitatory,SF3B3
preCG,excitatory,RANBP1
preCG,excitatory,EPHB2
preCG,excitatory,MDM2
preCG,excitatory,WDTC1
preCG,excitatory,KANSL3
preCG,excitatory,GPR135
preCG,excitatory,PPWD1
preCG,excitatory,ANKRD42
preCG,excitatory,AP002370.2
preCG,excitatory,FAM98B
preCG,excitatory,SYNGR3
preCG,excitatory,C2CD2
preCG,excitatory,NCKIPSD
preCG,excitatory,LARP7
preCG,excitatory,ZFAND1
preCG,excitatory,TRPC6
preCG,excitatory,AC090709.1
preCG,excitatory,HADHA
preCG,excitatory,ARHGAP39
preCG,excitatory,LDLRAD3
preCG,excitatory,KHDC4
preCG,excitatory,LARS2
preCG,excitatory,LAMP2
preCG,excitatory,TMEM132C
preCG,excitatory,SYCP2
preCG,excitatory,CDK5R2
preCG,excitatory,GLB1L3
preCG,excitatory,NIFK-AS1
preCG,excitatory,TAMM41
preCG,excitatory,FAF2
preCG,excitatory,PPP2R5B
preCG,excitatory,PDCD5
preCG,excitatory,LINC01505
preCG,excitatory,KCNC3
preCG,excitatory,EPHA10
preCG,excitatory,PEG10
preCG,excitatory,TCEAL7
preCG,excitatory,OCRL
preCG,excitatory,AGO2
preCG,excitatory,STX3
preCG,excitatory,IDI1
preCG,excitatory,IPO8
preCG,excitatory,MMD
preCG,excitatory,CTXN1
preCG,excitatory,CYSTM1
preCG,excitatory,OSTF1
preCG,excitatory,TUB
preCG,excitatory,NCOA5
preCG,excitatory,RAD51C
preCG,excitatory,ZBTB7C
preCG,excitatory,AC018816.1
preCG,excitatory,COQ4
preCG,excitatory,AL355472.3
preCG,excitatory,GIGYF1
preCG,excitatory,MPP5
preCG,excitatory,ETFRF1
preCG,excitatory,TTYH1
preCG,excitatory,KBTBD12
preCG,excitatory,AP002954.1
preCG,excitatory,PSMD7
preCG,excitatory,NLGN2
preCG,excitatory,SS18L1
preCG,excitatory,PLA2R1
preCG,excitatory,LZTFL1
preCG,excitatory,CCT5
preCG,excitatory,FGF17
preCG,excitatory,ZFYVE21
preCG,excitatory,RALY
preCG,excitatory,ELMOD3
preCG,excitatory,MAML3
preCG,excitatory,SLC7A6
preCG,excitatory,FLOT2
preCG,excitatory,DRG1
preCG,excitatory,LINC02062
preCG,excitatory,ELK1
preCG,excitatory,SNX19
preCG,excitatory,GPS2
preCG,excitatory,BHLHE40
preCG,excitatory,IGSF10
preCG,excitatory,DCX
preCG,excitatory,SPTLC2
preCG,excitatory,TYW3
preCG,excitatory,AGPAT5
preCG,excitatory,CBWD2
preCG,excitatory,LIMK1
preCG,excitatory,ELAVL1
preCG,excitatory,LRRC58
preCG,excitatory,PLCH1
preCG,excitatory,PPP2R3C
preCG,excitatory,ST6GAL1
preCG,excitatory,TET2
preCG,excitatory,ITGA3
preCG,excitatory,TECPR1
preCG,excitatory,GKAP1
preCG,excitatory,MRPS35
preCG,excitatory,TRIM36
preCG,excitatory,SLC39A14
preCG,excitatory,CHD3
preCG,excitatory,WDR75
preCG,excitatory,RAD54L2
preCG,excitatory,SEC24A
preCG,excitatory,ZNRF2
preCG,excitatory,MCM3AP
preCG,excitatory,PTCH2
preCG,excitatory,LRTM1
preCG,excitatory,FAM177A1
preCG,excitatory,GTF2A2
preCG,excitatory,SHISA6
preCG,excitatory,BCR
preCG,excitatory,PACSIN2
preCG,excitatory,BAD
preCG,excitatory,KLHL22
preCG,excitatory,RHOB
preCG,excitatory,PEX6
preCG,excitatory,RWDD1
preCG,excitatory,GSTP1
preCG,excitatory,HID1
preCG,excitatory,MMP24
preCG,excitatory,GLIS1
preCG,excitatory,FYTTD1
preCG,excitatory,KIF27
preCG,excitatory,TMEM258
preCG,excitatory,ECHS1
preCG,excitatory,ZBTB46
preCG,excitatory,TMEM50B
preCG,excitatory,LRIG2
preCG,excitatory,BCAN
preCG,excitatory,PNPLA7
preCG,excitatory,ALKBH5
preCG,excitatory,MRPL34
preCG,excitatory,ZADH2
preCG,excitatory,ABCD2
preCG,excitatory,PFKM
preCG,excitatory,METTL16
preCG,excitatory,NFXL1
preCG,excitatory,SNAP23
preCG,excitatory,SLC4A1AP
preCG,excitatory,RNF8
preCG,excitatory,GFM1
preCG,excitatory,AC093523.1
preCG,excitatory,ST3GAL1
preCG,excitatory,CDC37L1
preCG,excitatory,LRRIQ1
preCG,excitatory,SRP54
preCG,excitatory,NBR1
preCG,excitatory,SAMD4B
preCG,excitatory,CMYA5
preCG,excitatory,ZNF736
preCG,excitatory,OTUD5
preCG,excitatory,AFF2
preCG,excitatory,GLIDR
preCG,excitatory,TESC
preCG,excitatory,GOPC
preCG,excitatory,RABL2B
preCG,excitatory,LAGE3
preCG,excitatory,SPAG1
preCG,excitatory,TMEM268
preCG,excitatory,TTF1
preCG,excitatory,LGMN
preCG,excitatory,ECHDC2
preCG,excitatory,ATP5PD
preCG,excitatory,SCCPDH
preCG,excitatory,TMEM179
preCG,excitatory,ECSIT
preCG,excitatory,DHX32
preCG,excitatory,PLPPR2
preCG,excitatory,PCDH9-AS1
preCG,excitatory,DENND4B
preCG,excitatory,CCNT2-AS1
preCG,excitatory,ZFYVE27
preCG,excitatory,NMNAT3
preCG,excitatory,SLC16A10
preCG,excitatory,TMEM25
preCG,excitatory,CYTH1
preCG,excitatory,C19orf70
preCG,excitatory,ZNF507
preCG,excitatory,NME9
preCG,excitatory,NHP2
preCG,excitatory,TRAM1
preCG,excitatory,SARM1
preCG,excitatory,PAPOLG
preCG,excitatory,DAGLB
preCG,excitatory,DUSP26
preCG,excitatory,HAPLN4
preCG,excitatory,POGLUT1
preCG,excitatory,HPF1
preCG,excitatory,PILRA
preCG,excitatory,VPS26B
preCG,excitatory,WRNIP1
preCG,excitatory,KDM5C
preCG,excitatory,ST3GAL2
preCG,excitatory,ONECUT2
preCG,excitatory,TRAPPC10
preCG,excitatory,SUCO
preCG,excitatory,NDUFAB1
preCG,excitatory,AP001266.2
preCG,excitatory,PRIM2
preCG,excitatory,SEMA3C
preCG,excitatory,POT1
preCG,excitatory,CPSF1
preCG,excitatory,IFT81
preCG,excitatory,LPIN2
preCG,excitatory,IGIP
preCG,excitatory,LINC00159
preCG,excitatory,RIMKLA
preCG,excitatory,XYLB
preCG,excitatory,CDKL2
preCG,excitatory,ADAMTS2
preCG,excitatory,PDZD7
preCG,excitatory,TACC2
preCG,excitatory,SETDB2
preCG,excitatory,AL136531.2
preCG,excitatory,ENOPH1
preCG,excitatory,PURB
preCG,excitatory,SLC47A1
preCG,excitatory,RETREG3
preCG,excitatory,PCDH11Y
preCG,excitatory,CEP104
preCG,excitatory,LYRM7
preCG,excitatory,ADAMTS10
preCG,excitatory,GCLM
preCG,excitatory,HAT1
preCG,excitatory,TMEM267
preCG,excitatory,HDAC2-AS2
preCG,excitatory,HSPA1B
preCG,excitatory,AC007262.2
preCG,excitatory,TMEM62
preCG,excitatory,MIATNB
preCG,excitatory,C2orf69
preCG,excitatory,PCSK1
preCG,excitatory,MT1X
preCG,excitatory,UBTF
preCG,excitatory,HEATR1
preCG,excitatory,AC010894.3
preCG,excitatory,RSAD1
preCG,excitatory,CTNNBL1
preCG,excitatory,MAP1S
preCG,excitatory,STXBP3
preCG,excitatory,IMPAD1
preCG,excitatory,DLGAP3
preCG,excitatory,HS6ST2
preCG,excitatory,RFK
preCG,excitatory,RNF213
preCG,excitatory,DGUOK
preCG,excitatory,KIAA0556
preCG,excitatory,RPS6KB1
preCG,excitatory,EXOG
preCG,excitatory,SRSF8
preCG,excitatory,CRLS1
preCG,excitatory,OSBP
preCG,excitatory,STAT3
preCG,excitatory,SCYL1
preCG,excitatory,LONP1
preCG,excitatory,ZNF577
preCG,excitatory,ST6GAL2
preCG,excitatory,VWC2
preCG,excitatory,CRTAC1
preCG,excitatory,ADNP2
preCG,excitatory,AP002336.2
preCG,excitatory,RRAGB
preCG,excitatory,POLR2K
preCG,excitatory,PTPN20
preCG,excitatory,SLC39A9
preCG,excitatory,TAZ
preCG,excitatory,POU2F2
preCG,excitatory,UBAP2L
preCG,excitatory,LINC01102
preCG,excitatory,EVA1C
preCG,excitatory,MRS2
preCG,excitatory,PSMC5
preCG,excitatory,NAB1
preCG,excitatory,CCDC28A
preCG,excitatory,EXD3
preCG,excitatory,MKX
preCG,excitatory,SLC2A3
preCG,excitatory,NUCB1
preCG,excitatory,NUS1
preCG,excitatory,NUDT5
preCG,excitatory,GSTK1
preCG,excitatory,HCFC2
preCG,excitatory,ABCD3
preCG,excitatory,ANAPC4
preCG,excitatory,NRDE2
preCG,excitatory,GNPTG
preCG,excitatory,PCYOX1
preCG,excitatory,PRAG1
preCG,excitatory,SMIM29
preCG,excitatory,AGBL3
preCG,excitatory,POLA1
preCG,excitatory,AL138752.2
preCG,excitatory,CHP1
preCG,excitatory,SPRYD7
preCG,excitatory,MPZL1
preCG,excitatory,NPHP1
preCG,excitatory,HDDC2
preCG,excitatory,PDHA1
preCG,excitatory,ADGRA1
preCG,excitatory,JPT1
preCG,excitatory,ZNF44
preCG,excitatory,MAEA
preCG,excitatory,SERPINB9
preCG,excitatory,ZFX
preCG,excitatory,ANAPC11
preCG,excitatory,ABCA7
preCG,excitatory,STX6
preCG,excitatory,PALM2-AKAP2
preCG,excitatory,TALDO1
preCG,excitatory,PSMA3
preCG,excitatory,EIF4ENIF1
preCG,excitatory,POLR2A
preCG,excitatory,STAT5B
preCG,excitatory,DDX3Y
preCG,excitatory,NRIP1
preCG,excitatory,AKAP7
preCG,excitatory,IFFO1
preCG,excitatory,IL1RAP
preCG,excitatory,AC058822.1
preCG,excitatory,NPAT
preCG,excitatory,CDK16
preCG,excitatory,TCEAL5
preCG,excitatory,AL596451.1
preCG,excitatory,USP5
preCG,excitatory,SOCS5
preCG,excitatory,EFHC1
preCG,excitatory,MCTS1
preCG,excitatory,THSD4-AS1
preCG,excitatory,CNR1
preCG,excitatory,TLE1
preCG,excitatory,USP36
preCG,excitatory,BLZF1
preCG,excitatory,TOPBP1
preCG,excitatory,DNAJC21
preCG,excitatory,FAM216A
preCG,excitatory,HMGXB4
preCG,excitatory,ACBD5
preCG,excitatory,B2M
preCG,excitatory,MIOS
preCG,excitatory,CKMT1A
preCG,excitatory,C19orf12
preCG,excitatory,ZNF814
preCG,excitatory,SNRK
preCG,excitatory,ATP6V0E1
preCG,excitatory,DNAJC24
preCG,excitatory,CSRNP2
preCG,excitatory,ERCC1
preCG,excitatory,BRCC3
preCG,excitatory,POLR1D
preCG,excitatory,SRSF6
preCG,excitatory,MPP2
preCG,excitatory,AL445433.2
preCG,excitatory,NDUFAF4
preCG,excitatory,DECR1
preCG,excitatory,SURF4
preCG,excitatory,KATNAL2
preCG,excitatory,LSM4
preCG,excitatory,RMDN2
preCG,excitatory,AMER2
preCG,excitatory,ARPC5
preCG,excitatory,PRDX3
preCG,excitatory,NFATC2IP
preCG,excitatory,MFSD1
preCG,excitatory,ZMAT1
preCG,excitatory,RPS15A
preCG,excitatory,PLEKHA3
preCG,excitatory,URGCP
preCG,excitatory,BCLAF3
preCG,excitatory,FBXO7
preCG,excitatory,SPATA6L
preCG,excitatory,GABPB1
preCG,excitatory,C16orf70
preCG,excitatory,EIF3F
preCG,excitatory,ARRB2
preCG,excitatory,CBX7
preCG,excitatory,CEBPZOS
preCG,excitatory,ACVR1C
preCG,excitatory,C2orf80
preCG,excitatory,GK5
preCG,excitatory,CEP164
preCG,excitatory,CCDC12
preCG,excitatory,FLRT3
preCG,excitatory,FNBP1L
preCG,excitatory,FAM53C
preCG,excitatory,GCNA
preCG,excitatory,ANKRD18B
preCG,excitatory,AL590705.1
preCG,excitatory,PARP6
preCG,excitatory,CCBE1
preCG,excitatory,GPCPD1
preCG,excitatory,GNAZ
preCG,excitatory,RBM10
preCG,excitatory,LZTS1
preCG,excitatory,PPM1G
preCG,excitatory,PGBD1
preCG,excitatory,FAM160B1
preCG,excitatory,NR1D1
preCG,excitatory,BCL2L1
preCG,excitatory,MED24
preCG,excitatory,B3GALNT2
preCG,excitatory,SV2C
preCG,excitatory,AC006978.2
preCG,excitatory,SLC45A4
preCG,excitatory,ARL14EP
preCG,excitatory,ARRB1
preCG,excitatory,DHRS7B
preCG,excitatory,LSAMP-AS1
preCG,excitatory,LY6E-DT
preCG,excitatory,ACTR6
preCG,excitatory,SLC7A1
preCG,excitatory,CACNB1
preCG,excitatory,AC016716.2
preCG,excitatory,MTERF4
preCG,excitatory,MFSD8
preCG,excitatory,CEP57L1
preCG,excitatory,RAB30-AS1
preCG,excitatory,CCT7
preCG,excitatory,MOCS2
preCG,excitatory,LUZP2
preCG,excitatory,GAS6
preCG,excitatory,PFN1
preCG,excitatory,PIK3R4
preCG,excitatory,RCHY1
preCG,excitatory,VCPIP1
preCG,excitatory,KIF1BP
preCG,excitatory,AC092835.1
preCG,excitatory,PIGG
preCG,excitatory,SLC18B1
preCG,excitatory,EEPD1
preCG,excitatory,CWC15
preCG,excitatory,EMB
preCG,excitatory,CACNB3
preCG,excitatory,DUSP3
preCG,excitatory,ENPP4
preCG,excitatory,LINC00535
preCG,excitatory,ZNF397
preCG,excitatory,TRMT1L
preCG,excitatory,NPM1
preCG,excitatory,SLC25A5
preCG,excitatory,NMRK1
preCG,excitatory,AL356056.2
preCG,excitatory,BAIAP3
preCG,excitatory,HINT3
preCG,excitatory,PSRC1
preCG,excitatory,WDR43
preCG,excitatory,RPN1
preCG,excitatory,NDUFA2
preCG,excitatory,LCA5
preCG,excitatory,STYXL1
preCG,excitatory,PTS
preCG,excitatory,NFKBIA
preCG,excitatory,CCNDBP1
preCG,excitatory,ZNF708
preCG,excitatory,FAM20B
preCG,excitatory,ERCC3
preCG,excitatory,KIAA1191
preCG,excitatory,CFAP70
preCG,excitatory,LASP1
preCG,excitatory,COA6
preCG,excitatory,LEPROTL1
preCG,excitatory,COMMD6
preCG,excitatory,DNAJA2
preCG,excitatory,SHC2
preCG,excitatory,RTCB
preCG,excitatory,AKIRIN1
preCG,excitatory,MEMO1
preCG,excitatory,CUL4B
preCG,excitatory,WASHC2A
preCG,excitatory,DNAJA3
preCG,excitatory,ZNF382
preCG,excitatory,SLC30A3
preCG,excitatory,COPG1
preCG,excitatory,GHR
preCG,excitatory,ECD
preCG,excitatory,PPP6R1
preCG,excitatory,ACBD3
preCG,excitatory,SAP130
preCG,excitatory,ZSCAN31
preCG,excitatory,ZNF493
preCG,excitatory,RABL2A
preCG,excitatory,AC073332.1
preCG,excitatory,RAB9B
preCG,excitatory,C12orf57
preCG,excitatory,LINC02254
preCG,excitatory,RRP15
preCG,excitatory,ARL5A
preCG,excitatory,FBXW5
preCG,excitatory,VAMP4
preCG,excitatory,NCBP1
preCG,excitatory,USP2
preCG,excitatory,TTC5
preCG,excitatory,BRF1
preCG,excitatory,BTBD1
preCG,excitatory,NFKBIZ
preCG,excitatory,PIN4
preCG,excitatory,PDCD4
preCG,excitatory,ESD
preCG,excitatory,MLLT6
preCG,excitatory,ZNF420
preCG,excitatory,EHMT2
preCG,excitatory,EFTUD2
preCG,excitatory,MRPS36
preCG,excitatory,CCDC112
preCG,excitatory,TRIM28
preCG,excitatory,TNNT2
preCG,excitatory,MAD1L1
preCG,excitatory,FBXL13
preCG,excitatory,ARF5
preCG,excitatory,CPQ
preCG,excitatory,HYOU1
preCG,excitatory,FAM234B
preCG,excitatory,ATG14
preCG,excitatory,LRRC9
preCG,excitatory,PCGF3
preCG,excitatory,UFL1
preCG,excitatory,SPNS2
preCG,excitatory,CCDC130
preCG,excitatory,LINC00276
preCG,excitatory,SMU1
preCG,excitatory,AC004158.1
preCG,excitatory,CNP
preCG,excitatory,THOP1
preCG,excitatory,COG2
preCG,excitatory,ATF1
preCG,excitatory,AMZ2
preCG,excitatory,PAXX
preCG,excitatory,CCDC65
preCG,excitatory,ZC3H7A
preCG,excitatory,TANGO2
preCG,excitatory,INSIG2
preCG,excitatory,PTPRZ1
preCG,excitatory,TCP11L1
preCG,excitatory,TWSG1
preCG,excitatory,MARCH11
preCG,excitatory,GPR107
preCG,excitatory,MRPL42
preCG,excitatory,ZNF667
preCG,excitatory,GGA1
preCG,excitatory,AGRN
preCG,excitatory,PLXNA1
preCG,excitatory,CUL9
preCG,excitatory,FSCN1
preCG,excitatory,STX2
preCG,excitatory,PLCXD3
preCG,excitatory,LHX2
preCG,excitatory,MRPS11
preCG,excitatory,ZNF429
preCG,excitatory,JKAMP
preCG,excitatory,MAPK11
preCG,excitatory,RUNX1
preCG,excitatory,AC104964.1
preCG,excitatory,DIS3
preCG,excitatory,RAB8B
preCG,excitatory,TSHZ3
preCG,excitatory,AZIN2
preCG,excitatory,LYSMD2
preCG,excitatory,LINC01632
preCG,excitatory,ADAP1
preCG,excitatory,TVP23A
preCG,excitatory,AC242426.2
preCG,excitatory,KLHL5
preCG,excitatory,RHPN1
preCG,excitatory,CS
preCG,excitatory,ZCCHC8
preCG,excitatory,ACYP1
preCG,excitatory,NDUFAF5
preCG,excitatory,MRPS6
preCG,excitatory,SYT2
preCG,excitatory,ARL4C
preCG,excitatory,SLC6A8
preCG,excitatory,OGDHL
preCG,excitatory,SLC25A28
preCG,excitatory,PDCD7
preCG,excitatory,ZNF281
preCG,excitatory,TSN
preCG,excitatory,WDR6
preCG,excitatory,PCDH19
preCG,excitatory,KDM5D
preCG,excitatory,INTS4
preCG,excitatory,AL662796.1
preCG,excitatory,TDRP
preCG,excitatory,RAD51B
preCG,excitatory,ANKZF1
preCG,excitatory,DDI2
preCG,excitatory,PLEKHO1
preCG,excitatory,HUS1
preCG,excitatory,DDX25
preCG,excitatory,EIF2AK1
preCG,excitatory,TUBGCP5
preCG,excitatory,CACNA1I
preCG,excitatory,JAZF1-AS1
preCG,excitatory,CAAP1
preCG,excitatory,KIN
preCG,excitatory,SLC25A29
preCG,excitatory,AFG3L2
preCG,excitatory,SCAND1
preCG,excitatory,ZNF345
preCG,excitatory,CALU
preCG,excitatory,PRH1
preCG,excitatory,BRAP
preCG,excitatory,ATXN7L3
preCG,excitatory,AC006058.1
preCG,excitatory,INTS6L
preCG,excitatory,USP20
preCG,excitatory,TPCN1
preCG,excitatory,ADAMTS16
preCG,excitatory,RNF114
preCG,excitatory,DACH2
preCG,excitatory,KLHL9
preCG,excitatory,PSMC3
preCG,excitatory,GFAP
preCG,excitatory,SETDB1
preCG,excitatory,C6orf136
preCG,excitatory,CARS
preCG,excitatory,DNAJC3
preCG,excitatory,HNRNPUL1
preCG,excitatory,GBA2
preCG,excitatory,AP4E1
preCG,excitatory,SLC30A6
preCG,excitatory,ANXA4
preCG,excitatory,KRBOX4
preCG,excitatory,DDX51
preCG,excitatory,COQ9
preCG,excitatory,ZNF431
preCG,excitatory,ADAMTS3
preCG,excitatory,ABCC1
preCG,excitatory,MIR646HG
preCG,excitatory,GNPAT
preCG,excitatory,ASH2L
preCG,excitatory,RTTN
preCG,excitatory,FLVCR1
preCG,excitatory,PRKAG2-AS1
preCG,excitatory,MPP1
preCG,excitatory,MPG
preCG,excitatory,FXR2
preCG,excitatory,UBE2D1
preCG,excitatory,PSMB4
preCG,excitatory,HERPUD2
preCG,excitatory,WASHC5
preCG,excitatory,AP000943.3
preCG,excitatory,HPS4
preCG,excitatory,SPSB3
preCG,excitatory,CYP1B1-AS1
preCG,excitatory,SASH1
preCG,excitatory,PEX5
preCG,excitatory,PIGQ
preCG,excitatory,TRAPPC3
preCG,excitatory,LINC01609
preCG,excitatory,SEC61B
preCG,excitatory,JDP2
preCG,excitatory,AC091078.1
preCG,excitatory,IQCK
preCG,excitatory,SGTA
preCG,excitatory,LMCD1-AS1
preCG,excitatory,CROT
preCG,excitatory,ANKDD1A
preCG,excitatory,ZNF720
preCG,excitatory,DLG3
preCG,excitatory,PRCC
preCG,excitatory,ZNF337
preCG,excitatory,DAZAP1
preCG,excitatory,ARFGAP2
preCG,excitatory,DNAAF4
preCG,excitatory,RCAN1
preCG,excitatory,ADORA1
preCG,excitatory,AC092683.2
preCG,excitatory,NDUFB3
preCG,excitatory,PGRMC2
preCG,excitatory,USP42
preCG,excitatory,TMEM196
preCG,excitatory,SPDYE3
preCG,excitatory,SLC25A32
preCG,excitatory,JUN
preCG,excitatory,BCAS2
preCG,excitatory,APTX
preCG,excitatory,FAM174B
preCG,excitatory,L3MBTL4
preCG,excitatory,GDAP2
preCG,excitatory,PSMD13
preCG,excitatory,WASHC2C
preCG,excitatory,MSL2
preCG,excitatory,CBX1
preCG,excitatory,HSPB11
preCG,excitatory,SELENOK
preCG,excitatory,MRPS16
preCG,excitatory,NOMO1
preCG,excitatory,CDC42SE1
preCG,excitatory,THEM4
preCG,excitatory,TBCE
preCG,excitatory,EXOC3
preCG,excitatory,INIP
preCG,excitatory,USP40
preCG,excitatory,DNAH9
preCG,excitatory,TRMT1
preCG,excitatory,KDM3A
preCG,excitatory,KIAA1147
preCG,excitatory,AATF
preCG,excitatory,NAA20
preCG,excitatory,FAAH
preCG,excitatory,SCHLAP1
preCG,excitatory,SEMA6A
preCG,excitatory,CARD19
preCG,excitatory,ARFGAP3
preCG,excitatory,PARP1
preCG,excitatory,CSNK2A2
preCG,excitatory,SPPL2B
preCG,excitatory,PPIL2
preCG,excitatory,DBT
preCG,excitatory,CLPX
preCG,excitatory,POMT1
preCG,excitatory,NTN4
preCG,excitatory,GPS1
preCG,excitatory,YPEL1
preCG,excitatory,MFAP3L
preCG,excitatory,GNS
preCG,excitatory,EIF4A1
preCG,excitatory,RPS19BP1
preCG,excitatory,SMDT1
preCG,excitatory,ANKUB1
preCG,excitatory,ADAMTSL3
preCG,excitatory,HDAC5
preCG,excitatory,MRPL55
preCG,excitatory,MBD4
preCG,excitatory,PLAA
preCG,excitatory,KNOP1
preCG,excitatory,CCDC124
preCG,excitatory,TRIT1
preCG,excitatory,CEP68
preCG,excitatory,MRPS30
preCG,excitatory,COG1
preCG,excitatory,SYNC
preCG,excitatory,LIMS1
